Indicator,Year,Full Name,FIPS,Population,All Prev Cases,All Prev Rates,F Prev Cases,F Prev Rates,M Prev Cases,M Prev Rates,13-24 Prev Cases,13-24 Prev Rates,25-34 Prev Cases,25-34 Prev Rates,35-44 Prev Cases,35-44 Prev Rates,45-54 Prev Cases,45-54 Prev Rates,55+ Prev Cases,55+ Prev Rates,AI_AN Prev Cases,AI_AN Prev Rates,Asian Prev Cases,Asian Prev Rates,Black Prev Cases,Black Prev Rates,Latino Prev Cases,Latino Prev Rates,Multi Prev Cases,Multi Prev Rates,NH_OPI Prev Cases,NH_OPI Prev Rates,White Prev Cases,White Prev Rates,M2F Prev Cases,ID Prev Cases,M2M Prev Cases,M2MID Prev Cases,O Prev Cases
HIV prevalence,2011,Jefferson County IN,18077.0,27407,20,73,5,34.8,15,115.2,,,,,9,216.9,,,,,,,0,0,0,0,,,,,,,17,65.6,,,10,,
HIV prevalence,2010,Jefferson County IN,18077.0,27374,21,76.7,6,41.7,15,115.4,,,,,7,168.4,6,120,,,,,0,0,0,0,,,,,,,17,65.6,5,,10,,
HIV prevalence,2009,Jefferson County IN,18077.0,27955,21,75.1,6,42.7,15,107.9,0,0,,,10,234.7,7,139.3,,,,,0,0,0,0,,,,,,,18,67.9,6,,10,,0
HIV prevalence,2008,Jefferson County IN,18077.0,27782,21,75.6,6,43,15,108.4,,,6,151.7,7,158.8,7,142.1,,,,,0,0,0,0,,,,,,,18,68.2,6,,10,,0
HIV prevalence,2017,Jefferson County IL,17081.0,31919,37,115.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Jefferson County IL,17081.0,32058,39,121.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Jefferson County IL,17081.0,32147,35,108.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Jefferson County IL,17081.0,32288,38,117.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Jefferson County IL,17081.0,32518,38,116.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Jefferson County IL,17081.0,32599,35,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Jefferson County IL,17081.0,32688,36,110.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Jefferson County IL,17081.0,32651,37,113.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Jefferson County IL,17081.0,33796,42,124.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Jefferson County IL,17081.0,33896,43,126.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Jefferson County ID,16051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Jefferson County ID,16051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Jefferson County ID,16051.0,20313,6,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Jefferson County ID,16051.0,20103,7,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Jefferson County ID,16051.0,19957,9,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Jefferson County ID,16051.0,19665,7,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Jefferson County ID,16051.0,19423,6,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Jefferson County ID,16051.0,19277,6,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Jefferson County ID,16051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Jefferson County ID,16051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Jefferson County GA,13163.0,12986,31,238.7,8,117.7,23,371.7,,,,,,,7,346.4,13,264.5,,,,,23,343.8,0,0,,,,,8,141,11,,15,,
HIV prevalence,2016,Jefferson County GA,13163.0,13088,53,404.9,18,263.6,35,559,6,253.9,9,461.8,8,442.7,15,718.4,15,307.3,,,,,44,649.8,,,,,,,7,122.6,24,,22,0,
HIV prevalence,2015,Jefferson County GA,13163.0,13223,48,363,17,247.7,31,487.5,6,243.5,6,310.9,9,489.9,12,555.8,15,310.4,,,,,41,595.6,,,,,,,,,18,7,20,,
HIV prevalence,2014,Jefferson County GA,13163.0,13357,45,336.9,16,230,29,453,,,6,316.6,10,535,10,446.4,,,,,,,38,542.3,,,,,,,5,86.3,18,6,17,,
HIV prevalence,2013,Jefferson County GA,13163.0,13444,43,319.8,19,271,24,373,,,8,421.9,10,525.5,12,533.8,,,,,,,38,535.9,,,,,,,,,19,6,16,,
HIV prevalence,2012,Jefferson County GA,13163.0,13420,40,298.1,17,240.1,23,362.7,,,9,479.5,9,477.7,14,611.9,,,,,,,36,510.6,,,,,,,,,20,6,15,0,0
HIV prevalence,2011,Jefferson County GA,13163.0,13769,39,283.3,17,236.2,22,334.8,6,226.9,7,357.3,7,347.4,11,470.1,8,166.3,,,,,32,440,,,,,,,5,83.7,15,6,14,,
HIV prevalence,2010,Jefferson County GA,13163.0,13825,36,260.4,16,220.9,20,303.8,,,6,304,9,427.4,10,424.3,,,,,,,29,393.1,,,,,,,,,16,7,11,,
HIV prevalence,2009,Jefferson County GA,13163.0,13319,32,240.3,11,155.8,21,335.6,,,5,281.1,11,527.6,6,257.1,,,,,,,27,380.6,,,,,,,,,13,6,14,0,0
HIV prevalence,2008,Jefferson County GA,13163.0,13279,31,233.5,11,155.5,20,322.4,,,6,343.4,10,482.6,6,253.6,,,,,,,26,365.6,,,,,,,,,13,5,14,0,0
HIV prevalence,2017,Jefferson County OK,40067.0,5106,5,97.9,,,,,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,5,123,0,,,0,0
HIV prevalence,2016,Jefferson County OK,40067.0,5161,5,96.9,,,,,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,5,120.5,0,,,0,0
HIV prevalence,2015,Jefferson County OK,40067.0,5193,7,134.8,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,0,0,,,6,144,0,,,,0
HIV prevalence,2014,Jefferson County OK,40067.0,5203,6,115.3,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,0,0,,,5,119.3,0,,,,0
HIV prevalence,2013,Jefferson County OK,40067.0,5276,7,132.7,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,0,0,,,6,139.7,0,,,,0
HIV prevalence,2012,Jefferson County OK,40067.0,5284,6,113.5,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,0,0,,,5,115.3,0,,,,0
HIV prevalence,2011,Jefferson County OK,40067.0,5369,7,130.4,,,,,0,0,,,0,0,,,,,0,0,,,,,,,0,0,,,6,135.8,0,,,,0
HIV prevalence,2010,Jefferson County OK,40067.0,5333,7,131.3,,,,,0,0,,,0,0,,,,,0,0,,,,,,,0,0,,,6,135.5,0,,,,0
HIV prevalence,2009,Jefferson County OK,40067.0,5141,6,116.7,,,,,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,,,6,145.9,0,,,,0
HIV prevalence,2008,Jefferson County OK,40067.0,5096,6,117.7,,,,,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,,,6,146.1,0,,,,0
HIV prevalence,2017,Jefferson County OH,39081.0,57399,47,81.9,17,57,30,108.9,,,6,83.2,6,85.9,14,161.6,,,,,0,0,8,271.7,,,,,,,34,64.8,19,6,19,,
HIV prevalence,2016,Jefferson County OH,39081.0,57797,45,77.9,14,46.6,31,111.7,,,,,9,124.9,11,124.5,19,78,,,0,0,6,201,5,702.7,0,0,,,34,64.3,16,,21,,
HIV prevalence,2015,Jefferson County OH,39081.0,58258,60,103,16,53,44,156.9,,,,,14,188.4,16,176.9,23,95,,,0,0,9,302,,,,,,,46,86.2,20,8,28,,
HIV prevalence,2014,Jefferson County OH,39081.0,58679,55,93.7,16,52.4,39,138.7,,,,,12,159.5,18,194.2,20,82.9,,,0,0,5,165.2,,,,,,,43,79.9,19,8,25,,
HIV prevalence,2013,Jefferson County OH,39081.0,58876,53,90,17,55.4,36,127.7,,,,,13,170,16,166.6,19,79.5,,,0,0,6,196.8,,,,,,,42,77.7,18,9,23,,
HIV prevalence,2012,Jefferson County OH,39081.0,59138,52,87.9,15,48.6,37,130.8,0,0,5,73.1,10,128.7,20,201,17,71.9,,,0,0,7,226.9,,,,,,,40,73.6,18,6,26,,
HIV prevalence,2011,Jefferson County OH,39081.0,59581,52,87.3,17,54.6,35,123,,,,,14,176.5,20,192.9,15,64,,,0,0,9,288,,,,,,,37,67.5,21,7,21,,
HIV prevalence,2010,Jefferson County OH,39081.0,59962,48,80.1,16,51,32,112,,,,,13,159.8,19,178.2,14,60.3,,,0,0,6,189.6,,,,,,,35,63.4,22,5,18,,
HIV prevalence,2009,Jefferson County OH,39081.0,58238,44,75.6,13,42.4,31,112.4,0,0,5,74.2,14,174.8,18,168.8,7,31.2,0,0,0,0,6,191.3,,,,,,,30,55.9,20,,21,0,
HIV prevalence,2008,Jefferson County OH,39081.0,58623,45,76.8,12,38.9,33,118.8,0,0,6,88.6,15,180.8,16,147.2,8,36,0,0,0,0,7,222.1,,,,,,,30,55.4,20,,21,,
HIV prevalence,2017,Jefferson County NY,36045.0,92456,243,262.8,28,64.4,215,439.2,,,32,165.7,20,153.3,72,591.1,,,0,0,,,72,1273,85,1354.3,15,901.5,,,70,91.2,47,79,99,,
HIV prevalence,2016,Jefferson County NY,36045.0,92442,248,268.3,27,62.2,221,451,,,22,115.2,23,176.5,86,678.1,,,0,0,0,0,73,1315.3,88,1492.4,19,1173.6,0,0,68,88,49,87,92,,
HIV prevalence,2015,Jefferson County NY,36045.0,94854,232,244.6,23,51.6,209,415.7,,,18,89.6,30,225.2,72,547.8,,,0,0,,,70,1226.6,86,1402.1,17,1066.6,,,58,73.2,43,87,83,,
HIV prevalence,2014,Jefferson County NY,36045.0,95797,240,250.5,28,61.9,212,419.4,,,18,89,27,199.8,83,613.5,,,0,0,,,72,1328.1,94,1509.7,17,1101.1,,,56,69.6,50,94,78,,
HIV prevalence,2013,Jefferson County NY,36045.0,95966,275,286.6,30,66,245,485,,,21,104.7,34,247.7,106,756.7,,,0,0,,,84,1581.7,111,1862,25,1660.2,,,54,66.6,56,106,81,,
HIV prevalence,2012,Jefferson County NY,36045.0,97044,225,231.9,21,45.4,204,401.5,,,17,84.3,31,221.7,85,587.8,,,0,0,,,71,1381,86,1461.9,17,1160,,,50,60.6,46,85,73,,
HIV prevalence,2011,Jefferson County NY,36045.0,95070,239,251.4,27,58.6,212,432.7,,,21,111.2,39,278.1,93,624.5,,,0,0,,,75,1673.8,89,1772.6,18,1277.8,,,56,68.1,49,90,75,,
HIV prevalence,2010,Jefferson County NY,36045.0,94453,225,238.2,25,54.1,200,414.5,,,17,93.8,48,329.4,89,584.6,,,0,0,,,71,1645.5,86,1968.6,14,1059.2,,,53,64.2,42,95,66,,
HIV prevalence,2009,Jefferson County NY,36045.0,97942,246,251.2,22,45.9,224,447.9,,,14,95.1,54,371,108,664.5,,,0,0,0,0,85,1872.7,100,2419.5,15,1120.2,0,0,46,53.3,34,122,68,,
HIV prevalence,2008,Jefferson County NY,36045.0,96764,247,255.3,22,46.5,225,455.3,,,17,122.9,65,431.1,101,626,,,0,0,0,0,85,1938.9,101,2628.2,15,1205.8,0,0,46,53.7,35,123,67,,
HIV prevalence,2017,Jefferson Davis County MS,28065.0,9655,31,321.1,11,214.3,20,442.2,,,6,482.7,8,632.4,10,701.8,,,,,,,30,530.4,0,0,,,,,,,13,,13,,
HIV prevalence,2016,Jefferson Davis County MS,28065.0,9778,24,245.4,11,212.8,13,282,,,5,392.2,9,688.6,6,408.4,,,,,,,23,403.6,0,0,,,,,,,12,,7,,
HIV prevalence,2015,Jefferson Davis County MS,28065.0,9916,21,211.8,10,190.7,11,235.4,,,,,9,664.7,5,330.9,,,,,,,19,328.5,,,,,,,,,10,,5,,
HIV prevalence,2014,Jefferson Davis County MS,28065.0,10037,29,288.9,10,187.9,19,402.8,,,,,12,856.5,7,449.3,,,,,,,26,441,,,,,,,,,11,,12,,
HIV prevalence,2013,Jefferson Davis County MS,28065.0,10149,38,374.4,14,260.9,24,501.8,,,6,467.7,16,1126,10,601,,,,,,,35,588.8,,,,,,,0,0,15,,16,,
HIV prevalence,2012,Jefferson Davis County MS,28065.0,10237,36,351.7,13,240.3,23,476.4,,,,,16,1106.5,12,699.3,,,,,,,34,574.2,,,,,,,0,0,15,,15,,
HIV prevalence,2011,Jefferson Davis County MS,28065.0,10287,34,330.5,10,183,24,497.6,,,,,19,1303.2,7,400.5,,,,,,,31,522.9,,,,,,,0,0,11,,17,,
HIV prevalence,2010,Jefferson Davis County MS,28065.0,10465,29,277.1,10,180.5,19,385.8,,,5,378.5,15,986.2,6,331.1,,,,,,,27,446.4,,,,,,,0,0,9,,13,,
HIV prevalence,2009,Jefferson Davis County MS,28065.0,10353,36,347.7,12,216.5,24,499.1,,,10,659.2,16,1156.1,7,369,,,,,,,32,556.9,0,0,,,,,0,0,15,,15,,0
HIV prevalence,2008,Jefferson Davis County MS,28065.0,10439,36,344.9,12,214.6,24,495.2,,,11,741.7,17,1165.2,6,320.2,,,,,,,32,550.5,,,,,,,,,15,,14,,0
HIV prevalence,2017,Jefferson Davis Parish LA,22053.0,25662,61,237.7,22,166.2,39,313.9,5,103.5,11,277.4,16,432.8,18,465,11,118.3,0,0,0,0,23,558,,,,,,,34,166.6,24,6,28,,
HIV prevalence,2016,Jefferson Davis Parish LA,22053.0,25599,61,238.3,24,181.3,37,299.4,5,102.5,9,226.8,15,411.9,21,526.6,11,120.6,0,0,,,24,580.1,,,,,,,33,162.1,27,,28,,0
HIV prevalence,2015,Jefferson Davis Parish LA,22053.0,25585,64,250.1,29,219.8,35,282.5,5,100.6,13,329.3,16,442.1,20,486,10,112,0,0,,,28,676.8,,,,,,,32,157,30,,28,,
HIV prevalence,2014,Jefferson Davis Parish LA,22053.0,25632,57,222.4,28,211.2,29,234.4,,,9,229.1,16,439.1,19,443.5,,,0,0,,,28,674,,,,,,,25,122.3,29,5,21,,
HIV prevalence,2013,Jefferson Davis Parish LA,22053.0,25568,54,211.2,28,211.5,26,210.9,,,8,207.7,14,383.5,19,437.6,,,0,0,,,26,625.1,,,,,,,25,122.1,30,7,17,0,0
HIV prevalence,2012,Jefferson Davis Parish LA,22053.0,25616,52,203,26,196.5,26,209.9,,,,,20,548.2,16,353.7,7,81.5,0,0,,,29,694.6,,,,,,,20,97.4,27,7,17,,
HIV prevalence,2011,Jefferson Davis Parish LA,22053.0,25667,55,214.3,26,196.1,29,233.7,7,139.6,8,207.6,17,460.6,16,346.2,7,82.5,0,0,,,31,729.4,,,,,,,21,102.2,28,6,20,,
HIV prevalence,2010,Jefferson Davis Parish LA,22053.0,25625,53,206.8,26,196.1,27,218.4,5,99,11,287.5,18,479.7,13,277.1,6,72.2,0,0,,,28,656.2,,,0,0,,,22,107.1,24,7,20,,
HIV prevalence,2009,Jefferson Davis Parish LA,22053.0,24969,39,156.2,17,130.1,22,184.8,,,7,175.9,13,344.1,13,294.3,,,0,0,,,22,532.8,0,0,0,0,,,17,84.4,17,5,13,,
HIV prevalence,2008,Jefferson Davis Parish LA,22053.0,24940,37,148.4,16,122.4,21,176.9,,,6,153.3,12,313.4,12,272.9,,,0,0,,,19,460.5,0,0,0,0,,,18,89.3,15,5,12,,
HIV prevalence,2017,Jefferson Parish LA,22051.0,365571,1913,523.3,523,274.9,1390,792.8,93,158,396,619.3,433,800.5,496,889.2,495,372.4,,,15,99.2,1100,1178.3,235,480.6,32,819.9,,,530,261.5,714,144,961,70,24
HIV prevalence,2016,Jefferson Parish LA,22051.0,365870,1833,501,502,264.3,1331,756.6,99,165.6,372,577.9,421,782,483,844.4,458,350.4,,,14,93.8,1058,1144,218,449.1,34,906.6,,,508,248.3,684,138,915,72,24
HIV prevalence,2015,Jefferson Parish LA,22051.0,365079,1736,475.5,478,252.4,1258,716.1,99,162.6,336,523.1,417,777.1,482,828.6,402,313.8,,,14,95.2,976,1067.6,197,411.9,34,935.6,,,514,249.6,641,140,863,74,19
HIV prevalence,2014,Jefferson Parish LA,22051.0,364565,1689,463.3,483,255.4,1206,687.4,86,138,331,517.6,420,786.6,478,801.9,374,298.5,,,12,81.8,948,1045,189,401.1,36,1018,,,503,243.1,632,145,816,78,18
HIV prevalence,2013,Jefferson Parish LA,22051.0,364665,1602,439.3,478,252.9,1124,640,82,129.5,316,497.7,394,737.3,474,772.5,336,273.1,,,9,61.9,891,990.2,185,397.9,36,1051.2,,,480,230.1,618,143,743,77,21
HIV prevalence,2012,Jefferson Parish LA,22051.0,363870,1534,421.6,468,248.2,1066,608.1,74,115.5,316,500.1,386,719,471,753.7,287,238.3,,,8,55.8,860,962.1,165,361.5,27,802.5,,,473,225.7,608,148,687,77,14
HIV prevalence,2011,Jefferson Parish LA,22051.0,363454,1504,413.8,456,242.4,1048,597.8,78,119.6,295,470.3,392,729.6,483,754.2,256,217.5,,,9,63.5,838,943.9,158,350.7,29,897.7,,,469,222.6,592,153,666,79,14
HIV prevalence,2010,Jefferson Parish LA,22051.0,362024,1469,405.8,452,240.8,1017,583.5,89,134.3,308,501,384,707.6,456,701.3,232,201.8,,,10,71.4,822,929.8,146,335.7,30,958.7,,,460,217.5,573,148,641,93,14
HIV prevalence,2009,Jefferson Parish LA,22051.0,369672,1403,379.5,439,226.8,964,547.3,82,121.6,292,470,400,714.1,440,650.4,189,162.3,,,6,46.9,751,815.3,133,387.8,43,1340.4,,,469,208.2,551,124,627,84,17
HIV prevalence,2008,Jefferson Parish LA,22051.0,370619,1323,357,415,213.5,908,515.2,74,107.1,262,432,404,700.4,410,599.5,173,150.7,,,,,697,760.5,115,347.9,43,1377.3,0,0,463,202.8,514,118,589,83,19
HIV prevalence,2017,Jenkins County GA,13165.0,7499,32,426.7,10,288.5,22,545.5,,,8,626,5,448.4,5,443.3,,,,,,,25,806.1,,,,,,,5,127.3,12,6,13,,
HIV prevalence,2016,Jenkins County GA,13165.0,7445,34,456.7,13,377.4,21,525,,,6,480,5,449.2,8,690.8,,,,,,,26,846.8,,,,,,,6,153.2,14,6,12,,
HIV prevalence,2015,Jenkins County GA,13165.0,7520,34,452.1,12,345.9,22,543,,,8,675.1,5,429.9,10,834,,,,,,,27,870,,,,,,,5,126.2,13,6,11,,
HIV prevalence,2014,Jenkins County GA,13165.0,7621,36,472.4,12,341.3,24,584.6,,,7,572.8,7,591.2,11,886.4,,,,,,,28,891.8,,,,,,,6,148.7,13,6,12,,
HIV prevalence,2013,Jenkins County GA,13165.0,7741,29,374.6,12,333.9,17,409.9,,,,,,,13,1014,6,244.5,,,,,22,690,,,,,,,,,13,6,9,,
HIV prevalence,2012,Jenkins County GA,13165.0,7625,28,367.2,14,394.1,14,343.7,,,,,,,16,1239.3,5,206.9,,,,,23,741.3,,,,,,,,,16,5,7,,
HIV prevalence,2011,Jenkins County GA,13165.0,6576,25,380.2,10,285.4,15,488.4,,,,,,,14,1267,,,,,,,21,854.9,,,,,,,,,12,5,5,,
HIV prevalence,2010,Jenkins County GA,13165.0,6705,28,417.6,12,335.2,16,512.1,,,,,6,626.3,16,1404.7,,,,,,,24,942.6,,,,,,,,,14,6,6,,
HIV prevalence,2009,Jenkins County GA,13165.0,6860,15,218.7,6,166.9,9,275.7,0,0,,,,,8,658.4,,,,,,,10,375.9,,,,,,,,,7,,,0,
HIV prevalence,2008,Jenkins County GA,13165.0,6881,14,203.5,6,165.9,8,245.1,0,0,,,,,8,655.7,,,,,,,10,375.5,,,,,,,,,7,,,0,
HIV prevalence,2017,Jennings County IN,18079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Jennings County IN,18079.0,23080,6,26,,,,,0,0,,,,,,,,,,,,,0,0,0,0,,,,,5,22.6,,,,,0
HIV prevalence,2015,Jennings County IN,18079.0,23208,9,38.8,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,7,31.4,,,,,0
HIV prevalence,2014,Jennings County IN,18079.0,23235,9,38.7,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,6,26.9,,,5,,
HIV prevalence,2013,Jennings County IN,18079.0,23383,9,38.5,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,,,7,31.1,,,6,0,
HIV prevalence,2012,Jennings County IN,18079.0,23225,7,30.1,,,,,,,0,0,,,,,,,,,,,0,0,0,0,0,0,,,7,31.3,0,,6,,0
HIV prevalence,2011,Jennings County IN,18079.0,23140,8,34.6,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,6,26.9,0,,7,,0
HIV prevalence,2010,Jennings County IN,18079.0,23325,8,34.3,,,,,,,0,0,,,,,,,,,,,0,0,,,0,0,,,7,31.1,0,,7,,0
HIV prevalence,2009,Jennings County IN,18079.0,23009,5,21.7,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,0,,,,0
HIV prevalence,2008,Jennings County IN,18079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Jerauld County SD,46073.0,1679,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Jerauld County SD,46073.0,1643,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Jerauld County SD,46073.0,1640,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Jerauld County SD,46073.0,1669,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Jerauld County SD,46073.0,1700,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Jerauld County SD,46073.0,1698,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Jerauld County SD,46073.0,1719,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Jerauld County SD,46073.0,1746,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Jerauld County SD,46073.0,1665,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Jerauld County SD,46073.0,1674,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Jerome County ID,16053.0,18305,5,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Jerome County ID,16053.0,17985,5,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Jerome County ID,16053.0,17665,6,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Jerome County ID,16053.0,17598,6,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Jerome County ID,16053.0,17453,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Jerome County ID,16053.0,17318,6,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Jerome County ID,16053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Jerome County ID,16053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Jerome County ID,16053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Jerome County ID,16053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Jersey County IL,17083.0,18800,10,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Jersey County IL,17083.0,18755,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Jersey County IL,17083.0,18987,9,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Jersey County IL,17083.0,19137,11,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Jersey County IL,17083.0,19152,15,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Jersey County IL,17083.0,19218,10,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Jersey County IL,17083.0,19304,10,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Jersey County IL,17083.0,19333,11,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Jersey County IL,17083.0,19015,11,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Jersey County IL,17083.0,19016,8,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Jessamine County KY,21113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Jewell County KS,20089.0,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2016,Jewell County KS,20089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Jewell County KS,20089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Jewell County KS,20089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Jewell County KS,20089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Jewell County KS,20089.0,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2011,Jewell County KS,20089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Jewell County KS,20089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
