Year,Full Name,13-24 Diag Cases,13-24 Diag Rates,25-34 Diag Cases,25-34 Diag Rates,35-44 Diag Cases,35-44 Diag Rates,45-54 Diag Cases,45-54 Diag Rates,55+ Diag Cases,55+ Diag Rates
2012,Jefferson County OR,0,0,0,0,0,0,0,0,0,0
2012,Jefferson County PA,0,0,0,0,0,0,0,0,0,0
2012,Jefferson County TN,,,,,0,0,0,0,,
2012,Jefferson County TX,22,51.2,23,64,11,35.5,17,48.6,6,9.5
2012,Jefferson County WA,,,,,,,,,,
2012,Jefferson County WI,,,,,,,,,,
2012,Jefferson County WV,,,,,,,,,,
2012,Jefferson Davis County MS,,,,,,,,,,
2012,Jefferson Davis Parish LA,,,,,,,,,,
2012,Jefferson Parish LA,22,34.3,26,41.2,24,44.7,14,22.4,7,5.8
2012,Jenkins County GA,0,0,0,0,0,0,0,0,0,0
2012,Jennings County IN,0,0,0,0,0,0,0,0,0,0
2012,Jerauld County SD,,,,,,,,,,
2012,Jerome County ID,,,,,,,,,,
2012,Jersey County IL,,,,,,,,,,
2012,Jessamine County KY,,,,,,,,,,
2012,Jewell County KS,0,0,0,0,0,0,0,0,0,0
2012,Jim Hogg County TX,,,,,,,,,,
2012,Jim Wells County TX,,,,,,,,,,
2012,Jo Daviess County IL,,,,,,,,,,
2012,Johnson County AR,,,,,,,,,,
2012,Johnson County GA,,,,,,,,,,
2012,Johnson County IA,0,0,,,5,32.2,,,,
2012,Johnson County IL,,,,,,,,,,
2012,Johnson County IN,,,,,,,,,,
2012,Johnson County KS,,,11,13.7,6,7.6,7,8.6,,
2012,Johnson County KY,,,,,,,,,,
2012,Johnson County MO,,,,,,,,,,
2012,Johnson County NE,0,0,0,0,0,0,0,0,0,0
2012,Johnson County TN,0,0,0,0,0,0,0,0,0,0
2012,Johnson County TX,,,,,,,,,,
2012,Johnson County WY,0,0,0,0,0,0,0,0,0,0
2012,Johnston County NC,,,,,,,,,,
2012,Johnston County OK,,,,,,,,,,
2012,Jones County GA,,,,,,,,,,
2012,Jones County IA,0,0,0,0,0,0,0,0,0,0
2012,Jones County MS,,,,,0,0,,,0,0
2012,Jones County NC,,,,,,,,,,
2012,Jones County SD,,,,,,,,,,
2012,Jones County TX,0,0,0,0,0,0,0,0,0,0
2012,Josephine County OR,,,,,,,,,,
2012,Juab County UT,,,,,,,,,,
2012,Judith Basin County MT,0,0,0,0,0,0,0,0,0,0
2012,Juneau City and Borough AK,,,,,,,,,,
2012,Juneau County WI,0,0,0,0,0,0,0,0,0,0
2012,Juniata County PA,,,,,,,,,,
2012,Kalamazoo County MI,10,17.5,10,30.1,,,,,0,0
2012,Kalawao County HI,,,,,,,,,,
2012,Kalkaska County MI,0,0,0,0,0,0,0,0,0,0
2012,Kanabec County MN,,,,,,,,,,
2012,Kanawha County WV,,,,,,,,,,
2012,Kandiyohi County MN,,,,,,,,,,
2012,Kane County IL,,,,,,,,,,
2012,Kane County UT,0,0,0,0,0,0,0,0,0,0
2012,Kankakee County IL,,,,,,,,,,
2012,Karnes County TX,0,0,0,0,0,0,0,0,0,0
2012,Kauai County HI,,,,,,,,,,
2012,Kaufman County TX,,,0,0,,,0,0,,
2012,Kay County OK,0,0,0,0,0,0,0,0,0,0
2012,Kearney County NE,0,0,0,0,0,0,0,0,0,0
2012,Kearny County KS,0,0,0,0,0,0,0,0,0,0
2012,Keith County NE,0,0,0,0,0,0,0,0,0,0
2012,Kemper County MS,,,,,,,,,,
2012,Kenai Peninsula Borough AK,,,,,,,,,,
2012,Kendall County IL,,,,,,,,,,
2012,Kendall County TX,,,,,,,,,,
2012,Kenedy County TX,,,,,,,,,0,0
2012,Kennebec County ME,,,,,,,,,,
2012,Kenosha County WI,,,,,,,,,,
2012,Kent County DE,12,40.4,5,23.4,5,25,,,,
2012,Kent County MD,,,,,,,,,,
2012,Kent County MI,16,14.9,15,16.9,8,10.4,,,,
2012,Kent County RI,0,0,,,,,,,,
2012,Kent County TX,,,,,,,0,0,0,0
2012,Kenton County KY,,,,,,,,,,
2012,Keokuk County IA,0,0,0,0,0,0,0,0,0,0
2012,Kern County CA,25,15.1,26,20.8,19,17.7,15,14.1,9,5.5
2012,Kerr County TX,,,,,,,,,,
2012,Kershaw County SC,,,,,0,0,,,,
2012,Ketchikan Gateway Borough AK,,,,,,,,,,
2012,Kewaunee County WI,0,0,0,0,0,0,0,0,0,0
2012,Keweenaw County MI,0,0,0,0,0,0,0,0,0,0
2012,Keya Paha County NE,,,,,,,0,0,0,0
2012,Kidder County ND,,,,,,,,,,
2012,Kimball County NE,0,0,0,0,0,0,0,0,0,0
2012,Kimble County TX,0,0,0,0,0,0,0,0,0,0
2012,King And Queen County VA,0,0,0,0,0,0,0,0,0,0
2012,King County TX,,,,,,,,,,
2012,King County WA,41,14,95,28.6,82,26.9,43,14.8,17,3.6
2012,King George County VA,,,,,,,,,,
2012,King William County VA,,,,,,,,,,
2012,Kingfisher County OK,0,0,0,0,0,0,0,0,0,0
2012,Kingman County KS,0,0,0,0,0,0,0,0,0,0
2012,Kings County CA,,,,,,,,,,
2012,Kings County NY,190,45.8,240,53.3,155,44.1,123,38.2,90,15.4
2012,Kingsbury County SD,,,,,,,,,,
2012,Kinney County TX,0,0,0,0,0,0,0,0,0,0
2012,Kiowa County CO,0,0,0,0,0,0,0,0,0,0
2012,Kiowa County KS,0,0,0,0,0,0,0,0,0,0
2012,Kiowa County OK,0,0,0,0,0,0,0,0,0,0
2012,Kit Carson County CO,,,,,,,,,,
2012,Kitsap County WA,,,,,,,,,,
2012,Kittitas County WA,0,0,0,0,0,0,0,0,0,0
2012,Kittson County MN,0,0,0,0,0,0,0,0,0,0
2012,Klamath County OR,,,,,,,,,,
2012,Kleberg County TX,,,,,,,,,,
2012,Klickitat County WA,,,,,,,,,,
2012,Knott County KY,,,,,,,,,,
2012,Knox County IL,,,,,,,,,,
2012,Knox County IN,,,,,,,,,,
2012,Knox County KY,,,,,,,,,,
2012,Knox County ME,,,,,,,,,,
2012,Knox County MO,,,,,,,,,,
2012,Knox County NE,0,0,0,0,0,0,0,0,0,0
2012,Knox County OH,,,,,,,,,,
2012,Knox County TN,,,9,15.2,12,21.2,7,11.5,,
2012,Knox County TX,0,0,0,0,0,0,0,0,0,0
2012,Kodiak Island Borough AK,,,,,,,,,,
2012,Koochiching County MN,0,0,0,0,0,0,0,0,0,0
2012,Kootenai County ID,,,,,,,,,,
2012,Kosciusko County IN,,,,,,,,,,
2012,Kossuth County IA,0,0,0,0,0,0,0,0,0,0
2012,Kusilvak Census Area AK,,,,,,,,,,
2012,La Crosse County WI,0,0,,,0,0,,,,
2012,La Paz County AZ,0,0,0,0,0,0,0,0,0,0
2012,La Plata County CO,,,,,,,,,,
2012,La Salle County TX,,,,,,,,,,
2012,Labette County KS,,,,,,,,,,
2012,Lac Qui Parle County MN,0,0,0,0,0,0,0,0,0,0
2012,Lackawanna County PA,0,0,,,,,,,,
2012,Laclede County MO,,,,,,,,,,
2012,Lafayette County AR,,,,,,,,,,
2012,Lafayette County FL,,,,,,,,,,
2012,Lafayette County MO,0,0,0,0,0,0,0,0,0,0
2012,Lafayette County MS,,,,,,,,,,
2012,Lafayette County WI,0,0,0,0,0,0,0,0,0,0
2012,Lafayette Parish LA,,,7,19.3,5,17.6,7,22.8,,
2012,Lafourche Parish LA,,,,,,,0,0,,
2012,Lagrange County IN,0,0,0,0,0,0,0,0,0,0
2012,Lake County CA,,,,,,,,,,
2012,Lake County CO,0,0,0,0,0,0,0,0,0,0
2012,Lake County FL,7,17.9,,,5,14.5,8,20,,
2012,Lake County IL,,,,,,,,,,
2012,Lake County IN,17,21.1,13,21.1,10,16.3,8,11.4,7,5.3
2012,Lake County MI,0,0,0,0,0,0,0,0,0,0
2012,Lake County MN,,,,,,,,,,
2012,Lake County MT,,,,,,,,,,
2012,Lake County OH,,,,,,,,,,
2012,Lake County OR,0,0,0,0,0,0,0,0,0,0
2012,Lake County SD,,,,,,,,,,
2012,Lake County TN,0,0,0,0,0,0,0,0,0,0
2012,Lake Of The Woods County MN,0,0,0,0,0,0,0,0,0,0
2012,Lake and Peninsula Borough AK,,,,,,,,,,
2012,Lamar County AL,,,,,,,,,,
2012,Lamar County GA,,,,,,,0,0,,
2012,Lamar County MS,,,,,,,,,,
2012,Lamar County TX,,,,,,,,,,
2012,Lamb County TX,,,,,,,,,,
2012,Lamoille County VT,,,,,,,,,,
2012,Lamoure County ND,,,,,,,,,,
2012,Lampasas County TX,,,,,,,,,,
2012,Lancaster County NE,,,,,5,14.2,,,0,0
2012,Lancaster County PA,,,5,7.8,9,14.6,5,6.8,,
2012,Lancaster County SC,,,,,,,,,,
2012,Lancaster County VA,0,0,0,0,0,0,0,0,0,0
2012,Lander County NV,0,0,0,0,0,0,0,0,0,0
2012,Lane County KS,0,0,0,0,0,0,0,0,0,0
2012,Lane County OR,0,0,,,,,,,,
2012,Langlade County WI,0,0,0,0,0,0,0,0,0,0
2012,Lanier County GA,,,,,,,,,,
2012,Lapeer County MI,,,,,,,,,,
2012,Laporte County IN,0,0,,,,,,,,
2012,Laramie County WY,,,,,,,,,,
2012,Larimer County CO,,,,,,,,,0,0
2012,Larue County KY,,,,,,,,,,
2012,Las Animas County CO,0,0,0,0,0,0,0,0,0,0
2012,Lasalle County IL,,,,,,,,,,
2012,Lasalle Parish LA,0,0,,,,,7,358.4,,
2012,Lassen County CA,,,,,,,,,,
2012,Latah County ID,,,,,,,,,,
2012,Latimer County OK,0,0,0,0,0,0,0,0,0,0
2012,Lauderdale County AL,,,,,,,0,0,0,0
2012,Lauderdale County MS,5,37.1,,,,,,,,
2012,Lauderdale County TN,0,0,,,,,,,0,0
2012,Laurel County KY,,,,,,,,,,
2012,Laurens County GA,8,106,,,5,83,,,,
2012,Laurens County SC,,,,,0,0,0,0,,
2012,Lavaca County TX,0,0,0,0,0,0,0,0,0,0
2012,Lawrence County AL,,,,,,,,,,
2012,Lawrence County AR,0,0,0,0,0,0,0,0,0,0
2012,Lawrence County IL,,,,,,,,,,
2012,Lawrence County IN,,,,,,,,,,
2012,Lawrence County KY,,,,,,,,,,
2012,Lawrence County MO,0,0,0,0,0,0,0,0,0,0
2012,Lawrence County MS,,,,,,,,,,
2012,Lawrence County OH,,,,,,,,,,
2012,Lawrence County PA,0,0,0,0,0,0,0,0,0,0
2012,Lawrence County SD,,,,,,,,,,
2012,Lawrence County TN,,,,,,,,,,
2012,Le Flore County OK,0,0,0,0,0,0,0,0,0,0
2012,Le Sueur County MN,0,0,0,0,0,0,0,0,0,0
2012,Lea County NM,0,0,0,0,0,0,0,0,0,0
2012,Leake County MS,,,,,,,,,,
2012,Leavenworth County KS,,,,,,,0,0,,
2012,Lebanon County PA,0,0,,,,,,,,
2012,Lee County AL,,,,,,,5,28.6,,
2012,Lee County AR,,,,,,,,,,
2012,Lee County FL,24,28.7,24,35.2,17,24,15,18.2,9,3.6
2012,Lee County GA,0,0,0,0,0,0,0,0,0,0
2012,Lee County IA,,,,,,,,,,
2012,Lee County IL,,,,,,,,,,
2012,Lee County KY,,,,,,,,,,
2012,Lee County MS,0,0,,,,,,,0,0
2012,Lee County NC,,,,,,,,,,
2012,Lee County SC,,,,,0,0,,,,
2012,Lee County TX,,,,,,,,,,
2012,Lee County VA,0,0,0,0,0,0,0,0,0,0
2012,Leelanau County MI,,,,,,,,,,
2012,Leflore County MS,,,,,,,,,,
2012,Lehigh County PA,6,10.6,7,15.8,10,22.3,10,19.1,6,6.1
2012,Lemhi County ID,,,,,,,,,,
2012,Lenawee County MI,,,,,,,,,,
2012,Lenoir County NC,,,,,,,,,,
2012,Leon County FL,,,25,61.7,9,29.5,8,24.5,,
2012,Leon County TX,,,,,,,,,,
2012,Leslie County KY,,,,,,,,,,
2012,Letcher County KY,,,,,,,,,,
2012,Levy County FL,,,,,,,,,,
2012,Lewis And Clark County MT,0,0,0,0,0,0,0,0,0,0
2012,Lewis County ID,,,,,,,,,,
2012,Lewis County KY,,,,,,,,,,
2012,Lewis County MO,0,0,0,0,0,0,0,0,0,0
2012,Lewis County NY,,,,,,,,,,
2012,Lewis County TN,0,0,0,0,0,0,0,0,0,0
2012,Lewis County WA,,,,,,,,,,
2012,Lewis County WV,0,0,0,0,0,0,0,0,0,0
2012,Lexington City VA,,,,,,,,,,
2012,Lexington County SC,6,14.5,6,17,9,24.5,,,,
2012,Liberty County FL,,,,,,,,,,
2012,Liberty County GA,,,0,0,,,,,,
2012,Liberty County MT,0,0,0,0,0,0,0,0,0,0
2012,Liberty County TX,,,7,69.4,,,,,,
2012,Licking County OH,,,,,,,,,0,0
2012,Limestone County AL,,,,,,,,,,
2012,Limestone County TX,,,,,,,,,,
2012,Lincoln County AR,,,,,,,,,,
2012,Lincoln County CO,0,0,0,0,0,0,0,0,0,0
2012,Lincoln County GA,,,,,,,,,,
2012,Lincoln County ID,,,,,,,,,,
2012,Lincoln County KS,0,0,0,0,0,0,0,0,0,0
2012,Lincoln County KY,,,,,,,,,,
2012,Lincoln County ME,,,,,,,,,,
2012,Lincoln County MN,0,0,0,0,0,0,0,0,0,0
2012,Lincoln County MO,0,0,0,0,0,0,0,0,0,0
2012,Lincoln County MS,,,,,,,,,,
2012,Lincoln County MT,,,,,,,,,,
2012,Lincoln County NC,,,0,0,,,0,0,0,0
2012,Lincoln County NE,,,,,,,,,,
2012,Lincoln County NM,,,,,,,,,,
2012,Lincoln County NV,0,0,0,0,0,0,0,0,0,0
2012,Lincoln County OK,0,0,0,0,0,0,0,0,0,0
2012,Lincoln County OR,,,,,,,,,,
2012,Lincoln County SD,,,,,,,,,,
2012,Lincoln County TN,,,,,,,,,,
2012,Lincoln County WA,0,0,0,0,0,0,0,0,0,0
2012,Lincoln County WI,0,0,0,0,0,0,0,0,0,0
2012,Lincoln County WV,,,,,,,,,,
2012,Lincoln County WY,0,0,0,0,0,0,0,0,0,0
2012,Lincoln Parish LA,,,,,,,0,0,0,0
2012,Linn County IA,,,0,0,,,6,19.9,,
2012,Linn County KS,,,,,,,,,,
2012,Linn County MO,0,0,0,0,0,0,0,0,0,0
2012,Linn County OR,,,,,,,,,,
2012,Lipscomb County TX,0,0,0,0,0,0,0,0,0,0
2012,Litchfield County CT,,,,,,,,,,
2012,Little River County AR,,,,,,,,,,
2012,Live Oak County TX,,,,,,,,,,
2012,Livingston County IL,,,,,,,,,,
2012,Livingston County KY,,,,,,,,,,
2012,Livingston County MI,,,,,,,,,,
2012,Livingston County MO,0,0,0,0,0,0,0,0,0,0
2012,Livingston County NY,,,,,,,,,,
2012,Livingston Parish LA,,,,,,,,,,
2012,Llano County TX,0,0,0,0,0,0,0,0,0,0
2012,Logan County AR,0,0,0,0,0,0,0,0,0,0
2012,Logan County CO,0,0,0,0,0,0,0,0,0,0
2012,Logan County IL,,,,,,,,,,
2012,Logan County KS,0,0,0,0,0,0,0,0,0,0
2012,Logan County KY,,,,,,,,,,
2012,Logan County ND,,,,,,,,,,
2012,Logan County NE,,,,,,,,,0,0
2012,Logan County OH,0,0,0,0,0,0,0,0,0,0
2012,Logan County OK,,,,,,,,,,
2012,Logan County WV,,,,,,,,,,
2012,Long County GA,0,0,0,0,0,0,0,0,0,0
2012,Lonoke County AR,,,,,,,,,,
2012,Lorain County OH,11,23.1,,,,,,,,
2012,Los Alamos County NM,0,0,0,0,0,0,0,0,0,0
2012,Los Angeles County CA,413,23.5,715,47.3,461,32.6,335,24.4,124,5.6
2012,Loudon County TN,0,0,,,,,,,0,0
2012,Loudoun County VA,,,,,5,8.2,,,,
2012,Louisa County IA,,,,,,,,,,
2012,Louisa County VA,,,,,,,,,,
2012,Loup County NE,,,,,,,,,0,0
2012,Love County OK,0,0,0,0,0,0,0,0,0,0
2012,Loving County TX,,,,,,,,,,
2012,Lowndes County AL,0,0,0,0,0,0,0,0,0,0
2012,Lowndes County GA,5,17.4,,,6,46.1,6,45.8,,
2012,Lowndes County MS,,,,,,,0,0,,
2012,Lubbock County TX,12,17.8,10,24.1,,,,,,
2012,Lucas County IA,0,0,0,0,0,0,0,0,0,0
2012,Lucas County OH,13,17.3,12,21.2,10,19,,,,
2012,Luce County MI,0,0,0,0,0,0,0,0,0,0
2012,Lumpkin County GA,0,0,0,0,0,0,0,0,0,0
2012,Luna County NM,0,0,0,0,0,0,0,0,0,0
2012,Lunenburg County VA,0,0,0,0,0,0,0,0,0,0
2012,Luzerne County PA,,,,,,,,,,
2012,Lycoming County PA,,,,,,,,,,
2012,Lyman County SD,,,,,,,,,,
2012,Lynchburg City VA,5,21.9,,,,,,,0,0
2012,Lynn County TX,0,0,0,0,0,0,0,0,0,0
2012,Lyon County IA,0,0,0,0,0,0,0,0,0,0
2012,Lyon County KS,,,,,,,,,,
2012,Lyon County KY,,,,,,,,,,
2012,Lyon County MN,,,,,,,,,,
2012,Lyon County NV,0,0,0,0,0,0,0,0,0,0
2012,Mackinac County MI,,,,,,,,,,
2012,Macomb County MI,,,17,16.6,12,10.6,10,7.6,,
2012,Macon County AL,,,,,,,,,,
2012,Macon County GA,,,,,,,,,,
2012,Macon County IL,,,,,,,,,,
2012,Macon County MO,,,,,,,,,,
2012,Macon County NC,0,0,0,0,0,0,0,0,0,0
2012,Macon County TN,0,0,0,0,0,0,0,0,0,0
2012,Macoupin County IL,,,,,,,,,,
2012,Madera County CA,,,,,,,,,,
2012,Madison County AL,17,29.4,16,34.7,,,,,,
2012,Madison County AR,,,,,,,,,,
2012,Madison County FL,,,,,,,,,,
2012,Madison County GA,,,,,,,,,,
2012,Madison County IA,,,,,,,,,,
2012,Madison County ID,,,,,,,,,,
2012,Madison County IL,,,,,,,,,,
2012,Madison County IN,,,,,,,0,0,,
2012,Madison County KY,,,,,,,,,,
2012,Madison County MO,0,0,0,0,0,0,0,0,0,0
2012,Madison County MS,6,37.6,,,,,,,,
2012,Madison County MT,0,0,0,0,0,0,0,0,0,0
2012,Madison County NC,0,0,0,0,0,0,0,0,0,0
2012,Madison County NE,0,0,0,0,0,0,0,0,0,0
2012,Madison County NY,,,,,,,,,,
2012,Madison County OH,,,,,,,,,,
2012,Madison County TN,,,5,41.1,,,,,0,0
2012,Madison County TX,0,0,0,0,0,0,0,0,0,0
2012,Madison County VA,0,0,0,0,0,0,0,0,0,0
2012,Madison Parish LA,,,,,,,,,,
2012,Magoffin County KY,,,,,,,,,,
2012,Mahaska County IA,0,0,0,0,0,0,0,0,0,0
2012,Mahnomen County MN,0,0,0,0,0,0,0,0,0,0
2012,Mahoning County OH,6,16.8,,,,,8,23.6,,
2012,Major County OK,0,0,0,0,0,0,0,0,0,0
2012,Malheur County OR,,,,,,,,,,
2012,Manassas City VA,,,,,,,,,,
2012,Manassas Park City VA,,,,,,,,,,
2012,Manatee County FL,,,12,35.1,8,21.9,7,15.9,,
2012,Manistee County MI,0,0,0,0,0,0,0,0,0,0
2012,Manitowoc County WI,,,,,,,,,,
2012,Marathon County WI,,,,,,,,,,
2012,Marengo County AL,0,0,0,0,0,0,0,0,0,0
2012,Maricopa County AZ,102,15.3,156,27.8,105,19.6,78,15.1,30,3.2
2012,Maries County MO,0,0,0,0,0,0,0,0,0,0
2012,Marin County CA,,,,,,,,,,
2012,Marinette County WI,0,0,0,0,0,0,0,0,0,0
2012,Marion County AL,,,,,,,,,,
2012,Marion County AR,,,,,,,,,,
2012,Marion County FL,7,16.2,9,27.3,8,23.3,8,18.6,7,5.2
2012,Marion County GA,,,,,,,,,,
2012,Marion County IA,,,,,,,,,,
2012,Marion County IL,,,,,,,,,,
2012,Marion County IN,72,47.3,57,38,37,31.2,23,18.5,11,5.4
2012,Marion County KS,0,0,0,0,0,0,0,0,0,0
2012,Marion County KY,,,,,,,,,,
2012,Marion County MO,0,0,0,0,0,0,0,0,0,0
2012,Marion County MS,,,,,,,,,,
2012,Marion County OH,0,0,,,,,,,,
2012,Marion County OR,,,,,7,17.5,5,12.4,,
2012,Marion County SC,,,,,,,,,,
2012,Marion County TN,,,,,,,,,,
2012,Marion County TX,0,0,0,0,0,0,0,0,0,0
2012,Marion County WV,0,0,0,0,0,0,0,0,0,0
2012,Mariposa County CA,,,,,,,,,,
2012,Marlboro County SC,,,,,,,,,,
2012,Marquette County MI,,,,,,,,,,
2012,Marquette County WI,0,0,0,0,0,0,0,0,0,0
2012,Marshall County AL,,,,,,,,,,
2012,Marshall County IA,,,,,,,,,,
2012,Marshall County IL,,,,,,,,,,
2012,Marshall County IN,0,0,0,0,0,0,0,0,0,0
2012,Marshall County KS,0,0,0,0,0,0,0,0,0,0
2012,Marshall County KY,,,,,,,,,,
2012,Marshall County MN,0,0,0,0,0,0,0,0,0,0
2012,Marshall County MS,,,,,,,,,,
2012,Marshall County OK,0,0,0,0,0,0,0,0,0,0
2012,Marshall County SD,,,,,,,,,,
2012,Marshall County TN,,,,,,,,,,
2012,Marshall County WV,,,,,,,,,,
2012,Martin County FL,0,0,,,,,,,,
2012,Martin County IN,0,0,0,0,0,0,0,0,0,0
2012,Martin County KY,,,,,,,,,,
2012,Martin County MN,0,0,0,0,0,0,0,0,0,0
2012,Martin County NC,,,,,,,,,,
2012,Martin County TX,0,0,0,0,0,0,0,0,0,0
2012,Martinsville City VA,0,0,0,0,0,0,0,0,0,0
2012,Mason County IL,,,,,,,,,,
2012,Mason County KY,,,,,,,,,,
2012,Mason County MI,0,0,0,0,0,0,0,0,0,0
2012,Mason County TX,0,0,0,0,0,0,0,0,0,0
2012,Mason County WA,,,,,,,,,0,0
2012,Mason County WV,0,0,0,0,0,0,0,0,0,0
2012,Massac County IL,,,,,,,,,,
2012,Matagorda County TX,,,,,,,,,,
2012,Matanuska-Susitna Borough AK,,,,,,,,,,
2012,Mathews County VA,,,,,,,,,,
2012,Maui County HI,,,,,,,,,,
2012,Maury County TN,,,,,,,,,0,0
2012,Maverick County TX,,,,,0,0,,,,
2012,Mayes County OK,,,,,,,,,,
2012,Mcclain County OK,0,0,0,0,0,0,0,0,0,0
2012,Mccone County MT,0,0,0,0,0,0,0,0,0,0
2012,Mccook County SD,,,,,,,,,,
2012,Mccormick County SC,,,,,,,,,,
2012,Mccracken County KY,,,,,,,,,,
2012,Mccreary County KY,,,,,,,,,,
2012,Mcculloch County TX,0,0,0,0,0,0,0,0,0,0
2012,Mccurtain County OK,,,,,,,,,,
2012,Mcdonald County MO,0,0,0,0,0,0,0,0,0,0
2012,Mcdonough County IL,,,,,,,,,,
2012,Mcdowell County NC,,,,,,,,,,
2012,Mcdowell County WV,,,,,,,,,,
2012,Mcduffie County GA,0,0,0,0,0,0,0,0,0,0
2012,Mchenry County IL,,,,,,,,,,
2012,Mchenry County ND,,,,,,,,,,
2012,Mcintosh County GA,,,,,,,,,,
2012,Mcintosh County ND,,,,,,,,,,
2012,Mcintosh County OK,0,0,0,0,0,0,0,0,0,0
2012,Mckean County PA,,,,,,,,,,
2012,Mckenzie County ND,,,,,,,,,,
2012,Mckinley County NM,0,0,,,,,0,0,0,0
2012,Mclean County IL,,,,,,,,,,
2012,Mclean County KY,,,,,,,,,,
2012,Mclean County ND,,,,,,,,,,
2012,Mclennan County TX,,,7,22.7,7,26.1,,,,
2012,Mcleod County MN,,,,,,,,,,
2012,Mcminn County TN,,,,,,,,,,
2012,Mcmullen County TX,,,,,,,0,0,0,0
2012,Mcnairy County TN,,,,,,,,,,
2012,Mcpherson County KS,,,,,,,,,,
2012,Mcpherson County NE,,,,,,,,,0,0
2012,Mcpherson County SD,,,,,,,,,,
2012,Meade County KS,0,0,0,0,0,0,0,0,0,0
2012,Meade County KY,,,,,,,,,,
2012,Meade County SD,,,,,,,,,,
2012,Meagher County MT,0,0,0,0,0,0,0,0,0,0
2012,Mecklenburg County NC,66,43,69,42.9,39,25.8,42,31.6,24,12.6
2012,Mecklenburg County VA,,,,,,,,,,
2012,Mecosta County MI,,,,,,,,,,
2012,Medina County OH,,,,,,,,,,
2012,Medina County TX,0,0,0,0,0,0,0,0,0,0
2012,Meeker County MN,0,0,0,0,0,0,0,0,0,0
2012,Meigs County OH,0,0,0,0,0,0,0,0,0,0
2012,Meigs County TN,0,0,0,0,0,0,0,0,0,0
2012,Mellette County SD,,,,,,,,,,
2012,Menard County IL,,,,,,,,,,
2012,Menard County TX,0,0,0,0,0,0,0,0,0,0
2012,Mendocino County CA,,,,,,,,,,
2012,Menifee County KY,,,,,,,,,,
2012,Menominee County MI,0,0,0,0,0,0,0,0,0,0
2012,Menominee County WI,0,0,0,0,0,0,0,0,0,0
2012,Merced County CA,,,,,,,,,,
2012,Mercer County IL,,,,,,,,,,
2012,Mercer County KY,,,,,,,,,,
2012,Mercer County MO,0,0,0,0,0,0,0,0,0,0
2012,Mercer County ND,,,,,,,,,,
2012,Mercer County NJ,16,24.3,8,17.3,7,14,13,23.5,6,6.4
2012,Mercer County OH,,,,,,,,,,
2012,Mercer County PA,,,,,,,,,,
2012,Mercer County WV,,,,,,,,,,
2012,Meriwether County GA,,,,,,,,,,
2012,Merrick County NE,,,,,,,,,,
2012,Merrimack County NH,,,,,,,,,,
2012,Mesa County CO,5,21,,,0,0,,,0,0
2012,Metcalfe County KY,,,,,,,,,,
2012,Miami County IN,,,,,,,,,,
2012,Miami County KS,0,0,0,0,0,0,0,0,0,0
2012,Miami County OH,,,,,,,,,,
2012,Miami-Dade County FL,200,48.9,281,77.1,286,75.8,247,63.5,134,20
2012,Middlesex County CT,,,,,0,0,,,,
2012,Middlesex County MA,,,,,,,,,,
2012,Middlesex County NJ,12,8.9,22,19.6,17,14.6,18,14.9,7,3.4
2012,Middlesex County VA,0,0,0,0,0,0,0,0,0,0
2012,Midland County MI,0,0,0,0,0,0,0,0,0,0
2012,Midland County TX,,,,,,,,,0,0
2012,Mifflin County PA,,,,,,,,,,
2012,Milam County TX,,,,,,,,,,
2012,Millard County UT,0,0,0,0,0,0,0,0,0,0
2012,Mille Lacs County MN,0,0,0,0,0,0,0,0,0,0
2012,Miller County AR,,,,,0,0,,,0,0
2012,Miller County GA,0,0,0,0,0,0,0,0,0,0
2012,Miller County MO,0,0,0,0,0,0,0,0,0,0
2012,Mills County IA,,,,,,,,,,
2012,Mills County TX,0,0,0,0,0,0,0,0,0,0
2012,Milwaukee County WI,36,21.6,35,23,24,20.2,15,12.2,5,2.3
2012,Miner County SD,,,,,,,,,,
2012,Mineral County CO,,,,,,,0,0,0,0
2012,Mineral County MT,0,0,0,0,0,0,0,0,0,0
2012,Mineral County NV,0,0,0,0,0,0,0,0,0,0
2012,Mineral County WV,0,0,0,0,0,0,0,0,0,0
2012,Mingo County WV,0,0,0,0,0,0,0,0,0,0
2012,Minidoka County ID,,,,,,,,,,
2012,Minnehaha County SD,,,,,,,,,,
2012,Missaukee County MI,0,0,0,0,0,0,0,0,0,0
2012,Mississippi County AR,,,,,0,0,,,0,0
2012,Mississippi County MO,0,0,0,0,0,0,0,0,0,0
2012,Missoula County MT,,,,,,,,,0,0
2012,Mitchell County GA,,,,,,,,,,
2012,Mitchell County IA,0,0,0,0,0,0,0,0,0,0
2012,Mitchell County KS,0,0,0,0,0,0,0,0,0,0
2012,Mitchell County NC,0,0,0,0,0,0,0,0,0,0
2012,Mitchell County TX,0,0,0,0,0,0,0,0,0,0
2012,Mobile County AL,22,31.4,23,42.1,20,39.8,15,26.1,10,9.2
2012,Modoc County CA,,,,,,,,,,
2012,Moffat County CO,0,0,0,0,0,0,0,0,0,0
2012,Mohave County AZ,,,,,,,0,0,,
2012,Moniteau County MO,0,0,0,0,0,0,0,0,0,0
2012,Monmouth County NJ,,,18,27.6,13,16.3,16,14.8,,
2012,Mono County CA,,,,,,,,,,
2012,Monona County IA,0,0,0,0,0,0,0,0,0,0
2012,Monongalia County WV,,,,,,,,,,
2012,Monroe County AL,,,,,,,,,,
