Indicator,Year,Full Name,FIPS,Population,All Deaths,All Death Rates,F Diag Cases,F Diag Rates,M Diag Cases,M Diag Rates,13-24 Death Cases,13-24 Death Rates,25-34 Death Cases,25-34 Death Rates,35-44 Death Cases,35-44 Death Rates,45-54 Death Cases,45-54 Death Rates,55+ Death Cases,55+ Death Rates,AI_AN Death Cases,AI_AN Death Rates,Asian Death Cases,Asian Death Rates,Black Death Cases,Black Death Rates,Latino Death Cases,Latino Death Rates,Multi Death Cases,Multi Death Rates,NH_OPI Death Cases,NH_OPI Death Rates,White Death Cases,White Death Rates,M2F Death Cases,ID Death Cases,M2M Death Cases,M2MID Death Cases,O Death Cases
HIV deaths,2016,Michigan,26.0,8409723,285,3.4,58,1.3,227,5.5,5,0.3,22,1.8,29,2.5,80,5.9,149,4.9,0,0,0,0,138,12.3,15,4.1,15,11,0,0,117,1.8,46,58,150,27,4
HIV deaths,2015,Michigan,26.0,8383578,296,3.5,59,1.4,237,5.8,5,0.3,23,1.9,32,2.7,78,5.7,158,5.3,1,2.1,1,0.4,164,14.6,9,2.5,12,9.1,0,0,109,1.7,63,63,146,23,3
HIV deaths,2014,Michigan,26.0,8369488,288,3.4,75,1.7,213,5.2,2,0.1,18,1.5,47,3.9,92,6.6,129,4.5,0,0,3,1.3,168,14.9,10,2.9,13,10.1,0,0,94,1.5,67,59,138,22,3
HIV deaths,2013,Michigan,26.0,8337871,279,3.3,72,1.7,207,5.1,2,0.1,23,1.9,41,3.4,90,6.3,123,4.3,0,0,1,0.4,175,15.5,8,2.4,7,5.6,0,0,88,1.4,61,55,133,26,5
HIV deaths,2012,Michigan,26.0,8304912,339,4.1,83,1.9,256,6.3,5,0.3,22,1.9,70,5.7,123,8.5,119,4.3,0,0,0,0,205,18.2,6,1.8,16,13.4,0,0,112,1.7,68,78,159,30,5
HIV deaths,2011,Michigan,26.0,8271309,306,3.7,72,1.7,234,5.8,4,0.2,11,0.9,59,4.8,115,7.8,117,4.3,1,2.2,0,0,179,15.9,14,4.4,15,13,0,0,97,1.5,55,73,148,26,4
HIV deaths,2010,Michigan,26.0,8247420,312,3.8,89,2.1,223,5.6,7,0.4,24,2.1,71,5.6,105,7,105,4,0,0,0,0,185,16.5,15,4.9,17,15.3,0,0,95,1.5,67,89,129,22,6
HIV deaths,2009,Michigan,26.0,8324039,305,3.7,73,1.7,232,5.7,4,0.2,21,1.7,53,4,110,7.2,117,4.6,0,0,0,0,195,17.4,6,2,12,12.7,0,0,92,1.4,71,69,136,25,3
HIV deaths,2008,Michigan,26.0,8335602,370,4.4,95,2.2,275,6.8,2,0.1,31,2.6,82,5.9,139,9,116,4.7,0,0,0,0,248,22,14,4.7,8,8.7,0,0,100,1.5,69,107,157,35,2
HIV deaths,2017,Minnesota,27.0,4631396,92,2.0,19,0.8,73,3.2,0,0,6,0.8,15,2.2,26,3.7,45,2.8,1,2.2,0,0,27,10.3,7,3.3,5,6.7,0,0,52,1.4,19,11,50,11,1
HIV deaths,2016,Minnesota,27.0,4589546,75,1.6,20,0.9,55,2.4,2,0.2,3,0.4,8,1.2,22,3,40,2.5,0,0,0,0,20,8,3,1.4,2,2.8,0,0,50,1.3,13,15,38,7,2
HIV deaths,2015,Minnesota,27.0,4553008,98,2.2,15,0.7,83,3.7,3,0.3,6,0.8,11,1.6,28,3.8,50,3.3,5,11.2,3,1.5,31,12.9,10,5,7,10.2,0,0,42,1.1,18,13,58,8,1
HIV deaths,2014,Minnesota,27.0,4524856,97,2.1,23,1,74,3.3,1,0.1,8,1.1,11,1.6,29,3.8,48,3.2,2,4.5,1,0.5,27,11.7,3,1.5,1,1.5,0,0,63,1.7,29,8,51,8,1
HIV deaths,2013,Minnesota,27.0,4489740,77,1.7,13,0.6,64,2.9,3,0.3,1,0.1,10,1.5,27,3.5,36,2.5,2,4.5,0,0,25,11.3,1,0.5,1,1.6,0,0,48,1.3,18,6,48,5,0
HIV deaths,2012,Minnesota,27.0,4453587,86,1.9,15,0.7,71,3.2,1,0.1,4,0.5,12,1.8,32,4.1,37,2.6,1,2.3,0,0,26,12.1,4,2.2,3,5,0,0,52,1.4,14,15,46,9,2
HIV deaths,2011,Minnesota,27.0,4422318,88,2.0,14,0.6,74,3.4,2,0.2,3,0.4,16,2.4,39,4.9,28,2.1,2,4.6,0,0,25,12,5,2.8,1,1.7,0,0,55,1.5,13,17,49,8,1
HIV deaths,2010,Minnesota,27.0,4388574,76,1.7,17,0.8,59,2.7,1,0.1,6,0.8,14,2.1,30,3.7,25,1.9,3,7,2,1.2,19,9.4,6,3.5,1,1.8,0,0,45,1.2,18,13,40,4,1
HIV deaths,2009,Minnesota,27.0,4358038,100,2.3,25,1.1,75,3.5,2,0.2,6,0.9,27,3.9,33,4.1,32,2.5,2,4.5,1,0.7,39,22.1,11,7.3,3,6.6,0,0,44,1.2,24,16,49,11,1
HIV deaths,2008,Minnesota,27.0,4327416,80,1.8,14,0.6,66,3.1,0,0,9,1.3,13,1.8,33,4.1,25,2,0,0,2,1.4,25,14.5,2,1.4,2,4.6,0,0,49,1.3,13,17,42,7,1
HIV deaths,2017,Mississippi,28.0,2479041,215,8.7,68,5.3,147,12.4,2,0.4,19,4.8,38,10.4,60,16,96,11.4,0,0,0,0,154,17,9,12.8,9,44,0,0,43,3,78,29,93,10,4
HIV deaths,2016,Mississippi,28.0,2472164,207,8.4,63,4.9,144,12.1,0,0,18,4.6,40,10.9,46,12.1,103,12.4,1,8.7,1,3.9,156,17.3,4,5.9,6,30.6,0,0,39,2.7,95,20,77,11,5
HIV deaths,2015,Mississippi,28.0,2468675,215,8.7,58,4.5,157,13.2,4,0.8,17,4.3,42,11.4,58,15.1,94,11.5,0,0,0,0,132,14.7,5,7.5,12,63.4,0,0,66,4.6,82,18,99,9,7
HIV deaths,2014,Mississippi,28.0,2467100,237,9.6,79,6.2,158,13.3,4,0.8,29,7.4,43,11.7,62,15.9,99,12.4,1,8.9,0,0,167,18.7,5,7.7,11,59.9,0,0,53,3.6,92,34,94,16,2
HIV deaths,2013,Mississippi,28.0,2460749,229,9.3,66,5.2,163,13.8,5,1,21,5.4,41,11.1,83,20.9,79,10.1,2,18,0,0,162,18.3,6,9.4,18,101.5,0,0,40,2.7,85,28,96,16,4
HIV deaths,2012,Mississippi,28.0,2449062,198,8.1,68,5.3,130,11,0,0,23,5.9,50,13.5,56,13.9,69,9,0,0,0,0,152,17.3,6,9.6,2,11.8,0,0,37,2.5,82,31,73,9,3
HIV deaths,2011,Mississippi,28.0,2439866,209,8.6,60,4.7,149,12.7,2,0.4,22,5.6,37,10,78,19,70,9.3,1,9.3,1,4.4,159,18.3,2,3.2,5,30.7,0,0,41,2.8,76,35,87,8,3
HIV deaths,2010,Mississippi,28.0,2429159,207,8.5,59,4.7,148,12.7,2,0.4,33,8.5,53,14.2,61,14.7,58,7.9,0,0,0,0,158,18.3,5,8.2,8,51.2,0,0,36,2.5,77,28,91,8,3
HIV deaths,2009,Mississippi,28.0,2397287,228,9.5,73,5.8,155,13.5,4,0.8,27,6.9,77,20.9,72,17.7,48,6.8,0,0,0,0,168,19.7,5,9.4,5,32.7,0,0,50,3.5,83,33,92,17,3
HIV deaths,2008,Mississippi,28.0,2389085,246,10.3,77,6.2,169,14.8,5,0.9,28,7.2,83,22,83,20.4,47,6.8,2,18.9,0,0,187,22,5,9.9,5,34,0,0,47,3.3,93,48,95,8,3
HIV deaths,2017,Missouri,29.0,5117892,209,4.1,41,1.6,168,6.7,1,0.1,15,1.8,32,4.4,67,8.7,94,5.1,0,0,0,0,96,16.7,10,5.4,11,13.7,0,0,92,2.2,43,25,123,18,0
HIV deaths,2016,Missouri,29.0,5094029,194,3.8,28,1.1,166,6.7,2,0.2,12,1.5,22,3,61,7.7,97,5.4,1,4.5,0,0,64,11.2,4,2.2,9,11.7,0,0,116,2.8,31,18,115,27,4
HIV deaths,2015,Missouri,29.0,5076572,172,3.4,24,0.9,148,6,3,0.3,9,1.1,24,3.3,57,7.1,79,4.5,0,0,0,0,63,11.1,12,6.9,9,12.1,0,0,88,2.1,34,17,102,19,1
HIV deaths,2014,Missouri,29.0,5059205,171,3.4,26,1,145,5.9,3,0.3,16,2,24,3.3,72,8.8,56,3.3,0,0,0,0,80,14.1,10,5.9,10,13.9,0,0,71,1.7,23,23,100,19,5
HIV deaths,2013,Missouri,29.0,5039202,186,3.7,25,1,161,6.6,3,0.3,18,2.3,32,4.4,62,7.4,71,4.2,0,0,1,1.1,74,13.1,2,1.2,10,14.3,0,0,99,2.4,26,22,117,20,1
HIV deaths,2012,Missouri,29.0,5016085,190,3.8,42,1.6,148,6.1,1,0.1,13,1.6,39,5.3,68,8,69,4.2,0,0,0,0,83,14.9,7,4.4,6,8.9,0,0,94,2.3,37,26,109,17,1
HIV deaths,2011,Missouri,29.0,4996001,184,3.7,31,1.2,153,6.3,3,0.3,16,2,27,3.7,81,9.3,57,3.5,0,0,0,0,59,10.6,9,5.8,14,21.5,0,0,102,2.5,31,27,99,24,2
HIV deaths,2010,Missouri,29.0,4977086,209,4.2,36,1.4,173,7.2,5,0.5,23,3,52,7,79,8.9,50,3.2,0,0,0,0,95,17.2,8,5.3,11,17.5,0,0,95,2.3,42,20,120,26,1
HIV deaths,2009,Missouri,29.0,4962937,216,4.4,41,1.6,175,7.3,5,0.5,22,2.8,46,6,86,9.7,57,3.8,0,0,0,0,103,19.1,6,4.2,17,32.2,0,0,90,2.2,40,33,123,17,3
HIV deaths,2008,Missouri,29.0,4934901,216,4.4,37,1.5,179,7.5,5,0.5,10,1.3,68,8.6,80,9,53,3.6,0,0,0,0,97,18.1,2,1.5,18,35.1,0,0,99,2.4,46,25,123,19,3
HIV deaths,2017,Montana,30.0,887128,13,1.5,2,0.5,11,2.5,0,0,1,0.7,4,3.2,1,0.8,7,2,1,2.1,0,0,0,0,3,10.1,2,11.2,0,0,7,0.9,2,2,7,2,0
HIV deaths,2016,Montana,30.0,875704,13,1.5,0,0,13,3,0,0,1,0.8,1,0.8,8,6.4,3,0.9,0,0,0,0,0,0,0,0,1,5.8,0,0,12,1.6,0,1,10,2,0
HIV deaths,2015,Montana,30.0,866602,13,1.5,3,0.7,10,2.3,0,0,0,0,2,1.7,4,3.1,7,2.1,2,4.3,0,0,1,24.4,0,0,1,6,0,0,9,1.2,2,2,7,2,0
HIV deaths,2014,Montana,30.0,858974,10,1.2,3,0.7,7,1.6,0,0,0,0,2,1.7,3,2.3,5,1.6,1,2.2,0,0,2,50.2,2,7.8,1,6.2,0,0,4,0.5,2,2,4,1,1
HIV deaths,2013,Montana,30.0,851634,13,1.5,2,0.5,11,2.6,0,0,1,0.8,2,1.7,6,4.5,4,1.3,1,2.2,0,0,0,0,0,0,0,0,0,0,12,1.6,2,2,8,0,1
HIV deaths,2012,Montana,30.0,843229,5,0.6,1,0.2,4,0.9,0,0,0,0,2,1.8,3,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.7,0,1,3,1,0
HIV deaths,2011,Montana,30.0,837028,8,1.0,1,0.2,7,1.7,0,0,0,0,2,1.8,1,0.7,5,1.7,3,6.7,0,0,0,0,1,4.6,1,6.9,0,0,3,0.4,2,1,4,1,0
HIV deaths,2010,Montana,30.0,831037,11,1.3,1,0.2,10,2.4,0,0,0,0,3,2.7,4,2.7,4,1.4,1,2.3,0,0,0,0,1,4.9,0,0,0,0,9,1.2,1,2,5,3,0
HIV deaths,2009,Montana,30.0,818891,9,1.1,1,0.2,8,2,0,0,1,0.8,1,0.9,4,2.7,3,1.1,0,0,0,0,0,0,1,4.6,1,9.3,0,0,7,1,1,3,5,0,0
HIV deaths,2008,Montana,30.0,813046,15,1.8,3,0.7,12,3,0,0,0,0,5,4.4,8,5.4,2,0.8,0,0,0,0,1,26.6,1,4.8,0,0,0,0,13,1.8,2,4,9,1,0
HIV deaths,2017,Nebraska,31.0,1571827,34,2.2,7,0.9,27,3.5,0,0,1,0.4,6,2.6,8,3.6,19,3.5,0,0,0,0,11,15.5,2,1.4,0,0,0,0,21,1.6,7,7,14,6,0
HIV deaths,2016,Nebraska,31.0,1560378,28,1.8,9,1.1,19,2.5,0,0,2,0.8,4,1.7,7,3.1,15,2.8,0,0,0,0,9,12.9,2,1.4,1,5,0,0,16,1.3,10,1,13,4,0
HIV deaths,2015,Nebraska,31.0,1547705,28,1.8,6,0.8,22,2.9,1,0.3,1,0.4,4,1.8,13,5.6,9,1.7,0,0,0,0,3,4.4,2,1.5,2,10.5,0,0,21,1.6,5,4,15,2,3
HIV deaths,2014,Nebraska,31.0,1537771,30,2.0,4,0.5,26,3.4,0,0,1,0.4,7,3.1,11,4.6,11,2.2,2,17.2,0,0,12,17.8,1,0.8,0,0,0,0,15,1.2,7,5,15,3,0
HIV deaths,2013,Nebraska,31.0,1525123,32,2.1,9,1.2,23,3.1,0,0,1,0.4,8,3.6,14,5.8,9,1.8,0,0,0,0,6,9.1,2,1.6,3,17.5,0,0,21,1.7,8,7,12,4,1
HIV deaths,2012,Nebraska,31.0,1514247,33,2.2,8,1,25,3.3,0,0,2,0.8,2,0.9,19,7.6,10,2.1,1,8.8,0,0,7,10.8,2,1.6,4,24.6,0,0,19,1.5,5,8,18,2,1
HIV deaths,2011,Nebraska,31.0,1503223,24,1.6,4,0.5,20,2.7,0,0,2,0.8,6,2.7,5,2,11,2.3,1,8.9,0,0,4,6.3,0,0,3,19.3,0,0,16,1.3,4,6,13,1,0
HIV deaths,2010,Nebraska,31.0,1494005,31,2.1,6,0.8,25,3.4,0,0,2,0.8,6,2.7,14,5.4,9,1.9,1,9,0,0,5,7.9,1,0.9,3,20.1,0,0,21,1.7,5,5,18,2,1
HIV deaths,2009,Nebraska,31.0,1467198,31,2.1,5,0.7,26,3.6,1,0.3,1,0.4,8,3.6,12,4.7,9,2,1,8.7,0,0,5,8.4,6,6,0,0,0,0,19,1.5,3,3,18,5,3
HIV deaths,2008,Nebraska,31.0,1457464,28,1.9,8,1.1,20,2.8,1,0.3,3,1.3,6,2.7,10,3.9,8,1.8,2,17.5,0,0,10,17.1,3,3.1,0,0,0,0,13,1,7,4,15,2,1
HIV deaths,2017,Nevada,32.0,2480508,171,6.9,31,2.5,140,11.3,3,0.7,13,3,12,3.1,58,14.8,85,10.3,0,0,0,0,50,23.2,23,3.5,11,16.8,0,0,87,6.7,24,25,92,28,2
HIV deaths,2016,Nevada,32.0,2432399,151,6.2,28,2.3,123,10.1,3,0.7,16,3.8,21,5.4,47,12.1,64,8,1,4.7,2,1,44,21.3,25,4,9,14.4,0,0,70,5.4,24,21,90,14,2
HIV deaths,2015,Nevada,32.0,2386830,126,5.3,27,2.3,99,8.3,1,0.2,14,3.4,24,6.3,30,7.8,57,7.4,0,0,5,2.5,37,18.7,20,3.3,6,10.1,0,0,58,4.5,28,18,59,20,1
HIV deaths,2014,Nevada,32.0,2343130,130,5.5,14,1.2,116,9.9,3,0.7,10,2.5,31,8.2,43,11.3,43,5.8,1,4.8,0,0,22,11.5,22,3.7,12,21.1,0,0,73,5.7,18,14,85,13,0
HIV deaths,2013,Nevada,32.0,2303590,143,6.2,22,1.9,121,10.5,0,0,16,4,21,5.5,50,13.2,56,7.8,0,0,1,0.5,45,24.4,24,4.2,7,12.9,0,0,66,5.2,21,28,76,19,0
HIV deaths,2012,Nevada,32.0,2271241,159,7.0,29,2.6,130,11.4,6,1.4,13,3.3,34,9,52,13.8,54,7.8,0,0,3,1.7,47,26,34,6.2,6,11.5,0,0,69,5.4,25,23,96,14,1
HIV deaths,2011,Nevada,32.0,2237368,131,5.9,25,2.2,106,9.4,1,0.2,7,1.8,37,9.8,46,12.2,40,6,0,0,4,2.3,44,25.3,23,4.3,3,6,0,0,57,4.5,21,20,79,11,0
HIV deaths,2010,Nevada,32.0,2223329,126,5.7,27,2.4,99,8.8,0,0,11,2.8,29,7.6,45,11.9,41,6.4,1,5.1,3,1.8,27,15.8,19,3.6,7,14.4,0,0,69,5.4,22,16,77,12,0
HIV deaths,2009,Nevada,32.0,2141833,122,5.7,15,1.4,107,9.8,1,0.2,10,2.5,22,5.9,44,12.2,45,7.5,2,9.1,0,0,30,18.9,23,4.6,6,15.1,0,0,61,4.8,10,28,70,14,1
HIV deaths,2008,Nevada,32.0,2118616,140,6.6,18,1.7,122,11.3,1,0.2,15,3.8,37,9.8,45,12.6,42,7.2,4,18.2,4,2.8,40,25.7,21,4.4,2,5.2,1,10.6,68,5.4,19,17,92,12,0
HIV deaths,2017,New Hampshire,33.0,1170090,21,1.8,3,0.5,18,3.1,0,0,2,1.2,1,0.7,8,4.1,10,2.2,0,0,0,0,0,0,3,7.8,0,0,0,0,18,1.7,2,5,13,1,0
HIV deaths,2016,New Hampshire,33.0,1161178,19,1.6,4,0.7,15,2.6,0,0,1,0.6,5,3.3,7,3.5,6,1.4,0,0,2,6.2,1,7,4,11.1,1,7.4,0,0,11,1,2,7,9,0,1
HIV deaths,2015,New Hampshire,33.0,1153654,29,2.5,4,0.7,25,4.4,0,0,2,1.3,2,1.3,11,5.3,14,3.3,0,0,0,0,0,0,3,8.8,0,0,0,0,26,2.5,3,7,15,3,0
HIV deaths,2014,New Hampshire,33.0,1148650,13,1.1,5,0.9,8,1.4,0,0,1,0.6,2,1.3,7,3.3,3,0.7,0,0,0,0,1,7.7,0,0,2,16,0,0,10,0.9,1,7,3,2,0
HIV deaths,2013,New Hampshire,33.0,1139264,15,1.3,3,0.5,12,2.1,0,0,1,0.7,2,1.2,6,2.8,6,1.5,0,0,0,0,0,0,3,9.6,0,0,0,0,12,1.1,1,7,5,0,1
HIV deaths,2012,New Hampshire,33.0,1133890,22,1.9,5,0.9,17,3.1,0,0,0,0,4,2.4,9,4.1,9,2.3,0,0,0,0,1,8.1,4,13.4,3,25.5,0,0,14,1.3,3,5,10,3,0
HIV deaths,2011,New Hampshire,33.0,1126337,14,1.2,5,0.9,9,1.6,1,0.5,1,0.7,1,0.6,5,2.2,6,1.6,0,0,0,0,0,0,5,17.8,1,8.9,0,0,8,0.8,2,4,5,2,1
HIV deaths,2010,New Hampshire,33.0,1120212,17,1.5,8,1.4,9,1.6,0,0,1,0.7,1,0.6,8,3.5,7,1.9,0,0,0,0,2,18.3,1,3.7,1,9.2,0,0,13,1.2,8,1,7,1,0
HIV deaths,2009,New Hampshire,33.0,1124301,22,2.0,5,0.9,17,3.1,0,0,2,1.3,5,2.7,11,4.9,4,1.1,0,0,0,0,0,0,3,11.2,1,11.6,0,0,18,1.7,3,7,9,3,0
HIV deaths,2008,New Hampshire,33.0,1119153,18,1.6,6,1.1,12,2.2,0,0,0,0,7,3.7,6,2.7,5,1.5,0,0,1,5.1,0,0,4,15.6,1,11.9,0,0,12,1.1,7,4,2,5,0
HIV deaths,2017,New Jersey,34.0,7499348,638,8.5,208,5.4,430,11.8,3,0.2,24,2.1,55,4.9,151,11.9,405,15.5,0,0,2,0.3,322,33.5,138,9.8,61,69.1,0,0,114,2.6,182,260,157,34,6
HIV deaths,2016,New Jersey,34.0,7478521,654,8.7,234,6.1,420,11.6,4,0.3,30,2.6,58,5.1,176,13.6,386,15,0,0,1,0.1,313,32.6,153,11.1,69,80.3,0,0,118,2.7,194,270,156,28,7
HIV deaths,2015,New Jersey,34.0,7466207,638,8.5,218,5.7,420,11.6,3,0.2,36,3.2,76,6.6,167,12.7,356,14.1,0,0,1,0.1,326,34.1,122,9,77,91.9,0,0,112,2.6,179,262,152,36,10
HIV deaths,2014,New Jersey,34.0,7453225,661,8.9,229,5.9,432,12,8,0.6,20,1.8,63,5.4,204,15.4,366,14.8,0,0,0,0,326,34.2,153,11.5,55,67.4,0,0,126,2.9,186,295,149,26,6
HIV deaths,2013,New Jersey,34.0,7434824,727,9.8,272,7.1,455,12.7,8,0.6,40,3.6,72,6.1,235,17.5,372,15.4,0,0,2,0.3,395,41.6,133,10.2,65,81.9,0,0,131,3,213,324,142,36,12
HIV deaths,2012,New Jersey,34.0,7408872,644,8.7,232,6.1,412,11.5,10,0.7,25,2.2,74,6.2,236,17.3,299,12.7,0,0,4,0.6,354,37.5,120,9.4,42,54.4,0,0,124,2.8,175,288,138,31,13
HIV deaths,2011,New Jersey,34.0,7380087,748,10.1,264,6.9,484,13.6,7,0.5,40,3.6,113,9.3,287,20.9,301,13.1,0,0,1,0.2,431,45.9,146,11.6,28,37.4,0,0,142,3.2,210,336,160,35,8
HIV deaths,2010,New Jersey,34.0,7345376,795,10.8,270,7.1,525,14.8,9,0.7,35,3.1,133,10.8,294,21.3,324,14.4,0,0,1,0.2,454,48.6,148,12.1,39,53.8,0,0,153,3.4,229,354,167,36,9
HIV deaths,2009,New Jersey,34.0,7249862,772,10.6,274,7.3,498,14.1,6,0.4,50,4.5,146,11.6,296,21.7,274,12.6,0,0,2,0.4,486,52,114,10.2,40,63.2,0,0,130,2.8,190,380,161,38,3
HIV deaths,2008,New Jersey,34.0,7204858,868,12.0,273,7.4,595,17,11,0.8,34,3.1,199,15.5,322,23.9,302,14.2,0,0,2,0.4,506,54.5,178,16.4,32,52.3,0,0,150,3.3,233,410,173,41,10
HIV deaths,2017,New Mexico,35.0,1744348,26,1.5,1,0.1,25,2.9,0,0,0,0,1,0.4,8,3.2,17,2.7,1,0.7,0,0,2,6.2,8,1,2,9,0,0,13,1.9,1,4,18,4,0
HIV deaths,2016,New Mexico,35.0,1738281,48,2.8,3,0.3,45,5.3,0,0,4,1.4,5,2,7,2.8,32,5.2,5,3.4,1,3.6,0,0,19,2.4,0,0,0,0,23,3.3,3,5,30,10,0
HIV deaths,2015,New Mexico,35.0,1731404,75,4.3,6,0.7,69,8.1,1,0.3,3,1.1,15,6.1,21,8.1,35,5.8,10,6.9,0,0,3,9.4,37,4.7,3,14.1,0,0,22,3.1,10,8,45,12,1
HIV deaths,2014,New Mexico,35.0,1727337,67,3.9,9,1,58,6.8,0,0,4,1.4,15,6.1,16,6,32,5.4,12,8.3,1,3.8,4,12.7,25,3.2,3,14.3,0,0,22,3.1,12,6,37,12,0
HIV deaths,2013,New Mexico,35.0,1724605,46,2.7,9,1,37,4.4,0,0,2,0.7,9,3.7,16,5.9,19,3.3,6,4.2,0,0,4,12.8,15,1.9,2,9.7,0,0,19,2.6,7,8,24,5,2
HIV deaths,2012,New Mexico,35.0,1715621,57,3.3,10,1.1,47,5.6,1,0.3,7,2.5,13,5.3,18,6.5,18,3.2,8,5.7,0,0,4,13,25,3.3,3,14.9,0,0,17,2.3,13,12,20,11,2
HIV deaths,2011,New Mexico,35.0,1705610,51,3.0,8,0.9,43,5.1,0,0,7,2.6,10,4,19,6.7,15,2.7,7,5,0,0,3,9.8,24,3.2,1,5.1,0,0,16,2.2,5,7,31,8,1
HIV deaths,2010,New Mexico,35.0,1690231,63,3.7,3,0.3,60,7.2,0,0,8,3,15,6,21,7.2,19,3.6,4,2.9,2,8.7,3,9.9,32,4.3,1,5.3,0,0,21,2.8,5,7,38,14,0
HIV deaths,2009,New Mexico,35.0,1636757,56,3.4,7,0.8,49,6.1,1,0.3,6,2.2,11,4.5,21,7.5,17,3.4,7,5.1,0,0,4,11.7,20,2.8,1,5.6,0,0,24,3.3,6,14,28,8,0
HIV deaths,2008,New Mexico,35.0,1620429,67,4.1,9,1.1,58,7.3,0,0,6,2.2,17,6.8,24,8.6,20,4.1,8,5.9,1,4.9,2,6.1,32,4.6,0,0,0,0,24,3.3,5,10,44,6,2
HIV deaths,2017,New York,36.0,16640405,1761,10.6,515,6,1246,15.6,8,0.3,83,2.9,138,5.7,419,15.9,1113,19.4,0,0,8,0.6,652,27.1,623,20.9,237,104.7,0,0,241,2.5,433,649,514,139,26
HIV deaths,2016,New York,36.0,16665101,1859,11.2,537,6.2,1322,16.5,16,0.5,87,3,148,6.1,469,17.4,1139,20.2,0,0,15,1,664,27.6,680,23,221,100,0,0,279,2.9,462,691,542,141,24
HIV deaths,2015,New York,36.0,16665971,1797,10.8,535,6.2,1262,15.8,14,0.5,65,2.3,149,6.1,488,17.9,1081,19.5,0,0,12,0.9,692,28.7,592,20.2,240,111.3,0,0,261,2.7,451,691,476,154,26
HIV deaths,2014,New York,36.0,16650830,1911,11.5,593,6.9,1318,16.5,18,0.6,73,2.6,184,7.4,550,19.9,1086,20,0,0,7,0.5,737,30.7,664,22.9,228,108.5,0,0,275,2.8,481,757,505,144,24
HIV deaths,2013,New York,36.0,16606696,1969,11.9,607,7,1362,17.1,17,0.5,80,2.9,195,7.8,639,22.8,1038,19.6,1,2.1,5,0.4,756,31.6,705,24.6,208,101.7,0,0,293,3,494,769,529,155,22
HIV deaths,2012,New York,36.0,16540669,2023,12.2,624,7.3,1399,17.6,22,0.7,94,3.4,220,8.7,698,24.6,989,19.1,0,0,4,0.3,863,36.3,650,23,225,113.1,0,0,280,2.9,476,858,505,160,24
HIV deaths,2011,New York,36.0,16458143,2156,13.1,661,7.7,1495,19,37,1.1,89,3.3,291,11.4,747,26,992,19.6,1,2.2,7,0.5,857,36.2,755,27.2,222,114.8,0,0,314,3.2,511,906,543,163,34
HIV deaths,2010,New York,36.0,16361187,2217,13.6,628,7.4,1589,20.3,20,0.6,76,2.8,303,11.7,830,28.8,988,20,0,0,8,0.6,934,39.7,754,27.6,203,108.1,0,0,318,3.2,512,985,544,149,28
HIV deaths,2009,New York,36.0,16409802,2350,14.3,758,8.9,1592,20.2,20,0.6,92,3.5,394,14.6,882,30,962,19.6,0,0,7,0.6,1031,43.6,814,31.7,233,146.8,0,0,265,2.6,561,1070,528,164,27
HIV deaths,2008,New York,36.0,16332205,2465,15.1,819,9.7,1646,21,24,0.7,131,5,482,17.4,959,32.9,869,18.1,0,0,19,1.7,1090,46.3,843,33.4,178,115.2,0,0,335,3.3,589,1120,574,148,33
HIV deaths,2017,North Carolina,37.0,8633016,540,6.3,149,3.3,391,9.4,6,0.4,29,2.1,47,3.6,160,11.6,298,10.1,5,5.2,1,0.4,335,18.3,18,2.6,31,25.7,0,0,150,2.7,172,114,225,23,6
HIV deaths,2016,North Carolina,37.0,8522014,519,6.1,132,3,387,9.4,9,0.5,43,3.2,63,4.9,150,10.8,254,8.9,5,5.3,2,0.8,331,18.3,27,4.1,18,15.7,0,0,136,2.4,157,106,206,39,11
HIV deaths,2015,North Carolina,37.0,8401711,559,6.7,161,3.7,398,9.8,1,0.1,33,2.5,71,5.5,189,13.7,265,9.5,2,2.1,0,0,372,20.9,17,2.7,13,11.9,0,0,155,2.8,191,120,210,32,5
HIV deaths,2014,North Carolina,37.0,8300834,544,6.6,164,3.8,380,9.5,6,0.4,36,2.8,82,6.3,185,13.5,235,8.7,2,2.1,2,0.9,353,20.1,22,3.6,23,21.9,0,0,142,2.6,186,119,197,36,5
HIV deaths,2013,North Carolina,37.0,8203696,528,6.4,146,3.4,382,9.7,8,0.5,38,3,72,5.5,211,15.4,199,7.6,4,4.3,1,0.5,359,20.7,14,2.3,20,20,0,0,130,2.4,164,114,204,34,11
HIV deaths,2012,North Carolina,37.0,8101318,522,6.4,137,3.3,385,9.9,4,0.2,40,3.2,72,5.5,192,14,214,8.4,6,6.6,3,1.6,345,20.2,16,2.7,13,13.6,0,0,137,2.5,193,95,207,24,4
HIV deaths,2011,North Carolina,37.0,8004877,541,6.8,149,3.6,392,10.1,6,0.4,45,3.6,83,6.3,200,14.6,207,8.4,1,1.1,1,0.6,384,22.9,14,2.5,16,17.6,0,0,125,2.3,186,118,194,36,8
HIV deaths,2010,North Carolina,37.0,7922895,573,7.2,191,4.7,382,10,5,0.3,32,2.6,120,9.1,236,17.2,180,7.5,1,1.1,2,1.2,409,24.7,20,3.6,14,16.1,0,0,126,2.4,216,130,193,31,4
