Indicator,Year,Full Name,FIPS,All Prev Cases,All Prev Rates,Population
HIV prevalence,2017,Halifax County VA,51083.0,78,263.7,29583
HIV prevalence,2016,Halifax County VA,51083.0,82,273.8,29946
HIV prevalence,2015,Halifax County VA,51083.0,77,256.6,30006
HIV prevalence,2014,Halifax County VA,51083.0,75,249.2,30098
HIV prevalence,2013,Halifax County VA,51083.0,86,284.7,30206
HIV prevalence,2012,Halifax County VA,51083.0,79,259.9,30393
HIV prevalence,2011,Halifax County VA,51083.0,76,248.8,30541
HIV prevalence,2010,Halifax County VA,51083.0,77,251.2,30655
HIV prevalence,2009,Halifax County VA,51083.0,66,221.2,29838
HIV prevalence,2008,Halifax County VA,51083.0,65,216.9,29971
HIV prevalence,2017,Halifax County NC,37083.0,185,424.3,43599
HIV prevalence,2016,Halifax County NC,37083.0,182,413.4,44021
HIV prevalence,2015,Halifax County NC,37083.0,176,398.5,44161
HIV prevalence,2014,Halifax County NC,37083.0,169,378,44703
HIV prevalence,2013,Halifax County NC,37083.0,165,366.9,44967
HIV prevalence,2012,Halifax County NC,37083.0,188,415.4,45255
HIV prevalence,2011,Halifax County NC,37083.0,173,380.5,45463
HIV prevalence,2010,Halifax County NC,37083.0,163,356.4,45729
HIV prevalence,2009,Halifax County NC,37083.0,138,303.2,45514
HIV prevalence,2008,Halifax County NC,37083.0,138,300.7,45889
HIV prevalence,2017,Hall County TX,48191.0,,,
HIV prevalence,2016,Hall County TX,48191.0,,,
HIV prevalence,2015,Hall County TX,48191.0,,,
HIV prevalence,2014,Hall County TX,48191.0,,,
HIV prevalence,2013,Hall County TX,48191.0,,,
HIV prevalence,2012,Hall County TX,48191.0,,,
HIV prevalence,2011,Hall County TX,48191.0,,,
HIV prevalence,2010,Hall County TX,48191.0,,,
HIV prevalence,2009,Hall County TX,48191.0,,,
HIV prevalence,2008,Hall County TX,48191.0,,,
HIV prevalence,2017,Hall County NE,31079.0,19,38.7,49097
HIV prevalence,2016,Hall County NE,31079.0,21,42.8,49120
HIV prevalence,2015,Hall County NE,31079.0,21,43,48890
HIV prevalence,2014,Hall County NE,31079.0,32,65.4,48963
HIV prevalence,2013,Hall County NE,31079.0,37,76.5,48392
HIV prevalence,2012,Hall County NE,31079.0,36,74.9,48069
HIV prevalence,2011,Hall County NE,31079.0,37,77.8,47548
HIV prevalence,2010,Hall County NE,31079.0,38,80.9,46989
HIV prevalence,2009,Hall County NE,31079.0,45,99.1,45401
HIV prevalence,2008,Hall County NE,31079.0,42,94,44699
HIV prevalence,2017,Hall County GA,13139.0,258,158,163261
HIV prevalence,2016,Hall County GA,13139.0,223,139.3,160106
HIV prevalence,2015,Hall County GA,13139.0,198,126.6,156415
HIV prevalence,2014,Hall County GA,13139.0,175,114.4,152995
HIV prevalence,2013,Hall County GA,13139.0,195,130,149960
HIV prevalence,2012,Hall County GA,13139.0,180,122.2,147263
HIV prevalence,2011,Hall County GA,13139.0,125,86,145315
HIV prevalence,2010,Hall County GA,13139.0,92,64.3,143156
HIV prevalence,2009,Hall County GA,13139.0,122,83,147038
HIV prevalence,2008,Hall County GA,13139.0,116,80.1,144801
HIV prevalence,2017,Hamblen County TN,47063.0,59,110.2,53548
HIV prevalence,2016,Hamblen County TN,47063.0,57,107.3,53124
HIV prevalence,2015,Hamblen County TN,47063.0,52,98.5,52779
HIV prevalence,2014,Hamblen County TN,47063.0,55,104.9,52449
HIV prevalence,2013,Hamblen County TN,47063.0,54,103,52406
HIV prevalence,2012,Hamblen County TN,47063.0,49,94.1,52094
HIV prevalence,2011,Hamblen County TN,47063.0,37,71,52105
HIV prevalence,2010,Hamblen County TN,47063.0,38,73.3,51846
HIV prevalence,2009,Hamblen County TN,47063.0,38,73,52061
HIV prevalence,2008,Hamblen County TN,47063.0,39,75.4,51723
HIV prevalence,2017,Hamilton County TX,48193.0,6,84.8,7079
HIV prevalence,2016,Hamilton County TX,48193.0,7,100.1,6991
HIV prevalence,2015,Hamilton County TX,48193.0,10,144.6,6914
HIV prevalence,2014,Hamilton County TX,48193.0,6,85.8,6997
HIV prevalence,2013,Hamilton County TX,48193.0,6,85.2,7040
HIV prevalence,2012,Hamilton County TX,48193.0,6,85.3,7037
HIV prevalence,2011,Hamilton County TX,48193.0,8,112.3,7126
HIV prevalence,2010,Hamilton County TX,48193.0,8,111.1,7200
HIV prevalence,2009,Hamilton County TX,48193.0,6,88.4,6787
HIV prevalence,2008,Hamilton County TX,48193.0,6,87.9,6829
HIV prevalence,2017,Hamilton County TN,47065.0,987,322,306480
HIV prevalence,2016,Hamilton County TN,47065.0,951,313.4,303458
HIV prevalence,2015,Hamilton County TN,47065.0,917,305.9,299723
HIV prevalence,2014,Hamilton County TN,47065.0,866,291.6,297009
HIV prevalence,2013,Hamilton County TN,47065.0,924,312.9,295279
HIV prevalence,2012,Hamilton County TN,47065.0,894,305.8,292321
HIV prevalence,2011,Hamilton County TN,47065.0,852,295.6,288259
HIV prevalence,2010,Hamilton County TN,47065.0,846,297,284830
HIV prevalence,2009,Hamilton County TN,47065.0,846,298.2,283730
HIV prevalence,2008,Hamilton County TN,47065.0,805,286.3,281199
HIV prevalence,2017,Hamilton County NE,31081.0,0,0,7652
HIV prevalence,2016,Hamilton County NE,31081.0,0,0,7593
HIV prevalence,2015,Hamilton County NE,31081.0,,,
HIV prevalence,2014,Hamilton County NE,31081.0,,,
HIV prevalence,2013,Hamilton County NE,31081.0,,,
HIV prevalence,2012,Hamilton County NE,31081.0,,,
HIV prevalence,2011,Hamilton County NE,31081.0,,,
HIV prevalence,2010,Hamilton County NE,31081.0,,,
HIV prevalence,2009,Hamilton County NE,31081.0,0,0,7687
HIV prevalence,2008,Hamilton County NE,31081.0,0,0,7684
HIV prevalence,2017,Hamilton County FL,12047.0,160,1290.4,12399
HIV prevalence,2016,Hamilton County FL,12047.0,161,1304.6,12341
HIV prevalence,2015,Hamilton County FL,12047.0,167,1355.5,12320
HIV prevalence,2014,Hamilton County FL,12047.0,165,1358.6,12145
HIV prevalence,2013,Hamilton County FL,12047.0,148,1191,12427
HIV prevalence,2012,Hamilton County FL,12047.0,90,705.6,12754
HIV prevalence,2011,Hamilton County FL,12047.0,129,1025.7,12577
HIV prevalence,2010,Hamilton County FL,12047.0,116,915.8,12667
HIV prevalence,2009,Hamilton County FL,12047.0,115,930,12365
HIV prevalence,2008,Hamilton County FL,12047.0,115,941.3,12217
HIV prevalence,2017,Hamilton County KS,20075.0,0,0,2048
HIV prevalence,2016,Hamilton County KS,20075.0,0,0,2060
HIV prevalence,2015,Hamilton County KS,20075.0,0,0,2012
HIV prevalence,2014,Hamilton County KS,20075.0,,,
HIV prevalence,2013,Hamilton County KS,20075.0,,,
HIV prevalence,2012,Hamilton County KS,20075.0,0,0,2073
HIV prevalence,2011,Hamilton County KS,20075.0,,,
HIV prevalence,2010,Hamilton County KS,20075.0,,,
HIV prevalence,2009,Hamilton County KS,20075.0,0,0,2091
HIV prevalence,2008,Hamilton County KS,20075.0,0,0,2068
HIV prevalence,2017,Hamilton County IA,19079.0,9,71.3,12619
HIV prevalence,2016,Hamilton County IA,19079.0,8,63.5,12607
HIV prevalence,2015,Hamilton County IA,19079.0,9,70.9,12700
HIV prevalence,2014,Hamilton County IA,19079.0,8,62.8,12734
HIV prevalence,2013,Hamilton County IA,19079.0,7,54.5,12846
HIV prevalence,2012,Hamilton County IA,19079.0,8,62.4,12813
HIV prevalence,2011,Hamilton County IA,19079.0,8,62,12893
HIV prevalence,2010,Hamilton County IA,19079.0,8,61.6,12995
HIV prevalence,2009,Hamilton County IA,19079.0,6,46.9,12786
HIV prevalence,2008,Hamilton County IA,19079.0,5,38.9,12846
HIV prevalence,2017,Hamilton County IN,18057.0,234,89.7,260959
HIV prevalence,2016,Hamilton County IN,18057.0,205,80.7,253900
HIV prevalence,2015,Hamilton County IN,18057.0,208,84.3,246737
HIV prevalence,2014,Hamilton County IN,18057.0,208,86.2,241258
HIV prevalence,2013,Hamilton County IN,18057.0,204,86.6,235575
HIV prevalence,2012,Hamilton County IN,18057.0,192,83.9,228764
HIV prevalence,2011,Hamilton County IN,18057.0,187,84.1,222463
HIV prevalence,2010,Hamilton County IN,18057.0,165,76.4,215873
HIV prevalence,2009,Hamilton County IN,18057.0,118,53.4,220933
HIV prevalence,2008,Hamilton County IN,18057.0,113,52.9,213583
HIV prevalence,2017,Hamilton County IL,17065.0,,,
HIV prevalence,2016,Hamilton County IL,17065.0,,,
HIV prevalence,2015,Hamilton County IL,17065.0,,,
HIV prevalence,2014,Hamilton County IL,17065.0,,,
HIV prevalence,2013,Hamilton County IL,17065.0,,,
HIV prevalence,2012,Hamilton County IL,17065.0,,,
HIV prevalence,2011,Hamilton County IL,17065.0,,,
HIV prevalence,2010,Hamilton County IL,17065.0,,,
HIV prevalence,2009,Hamilton County IL,17065.0,,,
HIV prevalence,2008,Hamilton County IL,17065.0,,,
HIV prevalence,2017,Hamilton County OH,39061.0,2912,429.6,677816
HIV prevalence,2016,Hamilton County OH,39061.0,2751,407.9,674358
HIV prevalence,2015,Hamilton County OH,39061.0,2615,388.8,672524
HIV prevalence,2014,Hamilton County OH,39061.0,2485,370.2,671314
HIV prevalence,2013,Hamilton County OH,39061.0,2376,355,669241
HIV prevalence,2012,Hamilton County OH,39061.0,2275,341.2,666809
HIV prevalence,2011,Hamilton County OH,39061.0,2195,329.8,665510
HIV prevalence,2010,Hamilton County OH,39061.0,2144,321.5,666852
HIV prevalence,2009,Hamilton County OH,39061.0,2059,289.3,711643
HIV prevalence,2008,Hamilton County OH,39061.0,1935,272.5,710085
HIV prevalence,2017,Hamilton County NY,36041.0,,,
HIV prevalence,2016,Hamilton County NY,36041.0,,,
HIV prevalence,2015,Hamilton County NY,36041.0,,,
HIV prevalence,2014,Hamilton County NY,36041.0,5,118.1,4233
HIV prevalence,2013,Hamilton County NY,36041.0,5,117,4273
HIV prevalence,2012,Hamilton County NY,36041.0,,,
HIV prevalence,2011,Hamilton County NY,36041.0,,,
HIV prevalence,2010,Hamilton County NY,36041.0,,,
HIV prevalence,2009,Hamilton County NY,36041.0,,,
HIV prevalence,2008,Hamilton County NY,36041.0,,,
HIV prevalence,2017,Hamlin County SD,46057.0,,,
HIV prevalence,2016,Hamlin County SD,46057.0,,,
HIV prevalence,2015,Hamlin County SD,46057.0,,,
HIV prevalence,2014,Hamlin County SD,46057.0,,,
HIV prevalence,2013,Hamlin County SD,46057.0,,,
HIV prevalence,2012,Hamlin County SD,46057.0,,,
HIV prevalence,2011,Hamlin County SD,46057.0,0,0,4610
HIV prevalence,2010,Hamlin County SD,46057.0,0,0,4571
HIV prevalence,2009,Hamlin County SD,46057.0,0,0,4494
HIV prevalence,2008,Hamlin County SD,46057.0,0,0,4439
HIV prevalence,2017,Hampden County MA,25013.0,1946,490,397137
HIV prevalence,2016,Hampden County MA,25013.0,1942,489.9,396385
HIV prevalence,2015,Hampden County MA,25013.0,1930,486.7,396527
HIV prevalence,2014,Hampden County MA,25013.0,1860,469.5,396151
HIV prevalence,2013,Hampden County MA,25013.0,1827,464.1,393674
HIV prevalence,2012,Hampden County MA,25013.0,1759,448.5,392186
HIV prevalence,2011,Hampden County MA,25013.0,1642,420.2,390804
HIV prevalence,2010,Hampden County MA,25013.0,1625,418.2,388579
HIV prevalence,2009,Hampden County MA,25013.0,1591,403.9,393928
HIV prevalence,2008,Hampden County MA,25013.0,1578,402.7,391808
HIV prevalence,2017,Hampshire County MA,25015.0,181,124.7,145166
HIV prevalence,2016,Hampshire County MA,25015.0,172,118.5,145115
HIV prevalence,2015,Hampshire County MA,25015.0,172,119.2,144241
HIV prevalence,2014,Hampshire County MA,25015.0,172,119.4,144110
HIV prevalence,2013,Hampshire County MA,25015.0,172,119.7,143636
HIV prevalence,2012,Hampshire County MA,25015.0,176,123.1,142930
HIV prevalence,2011,Hampshire County MA,25015.0,158,111,142384
HIV prevalence,2010,Hampshire County MA,25015.0,149,105.5,141210
HIV prevalence,2009,Hampshire County MA,25015.0,124,89.8,138038
HIV prevalence,2008,Hampshire County MA,25015.0,120,87.2,137565
HIV prevalence,2017,Hampshire County WV,54027.0,19,93.3,20357
HIV prevalence,2016,Hampshire County WV,54027.0,15,74.1,20243
HIV prevalence,2015,Hampshire County WV,54027.0,20,99.2,20168
HIV prevalence,2014,Hampshire County WV,54027.0,18,89,20217
HIV prevalence,2013,Hampshire County WV,54027.0,15,74.3,20198
HIV prevalence,2012,Hampshire County WV,54027.0,11,54.4,20229
HIV prevalence,2011,Hampshire County WV,54027.0,10,49.3,20286
HIV prevalence,2010,Hampshire County WV,54027.0,10,49.3,20282
HIV prevalence,2009,Hampshire County WV,54027.0,7,36.5,19189
HIV prevalence,2008,Hampshire County WV,54027.0,7,36.6,19121
HIV prevalence,2017,Hampton City VA,51650.0,541,474.4,114033
HIV prevalence,2016,Hampton City VA,51650.0,491,429.4,114345
HIV prevalence,2015,Hampton City VA,51650.0,521,453.6,114852
HIV prevalence,2014,Hampton City VA,51650.0,498,430.4,115703
HIV prevalence,2013,Hampton City VA,51650.0,524,454.4,115327
HIV prevalence,2012,Hampton City VA,51650.0,540,469.5,115005
HIV prevalence,2011,Hampton City VA,51650.0,506,441.8,114541
HIV prevalence,2010,Hampton City VA,51650.0,499,433.5,115106
HIV prevalence,2009,Hampton City VA,51650.0,497,410.6,121031
HIV prevalence,2008,Hampton City VA,51650.0,481,395,121762
HIV prevalence,2017,Hampton County SC,45049.0,127,766.8,16562
HIV prevalence,2016,Hampton County SC,45049.0,135,805.2,16767
HIV prevalence,2015,Hampton County SC,45049.0,128,759.2,16859
HIV prevalence,2014,Hampton County SC,45049.0,81,470,17235
HIV prevalence,2013,Hampton County SC,45049.0,56,326,17179
HIV prevalence,2012,Hampton County SC,45049.0,51,293.2,17396
HIV prevalence,2011,Hampton County SC,45049.0,112,644.5,17378
HIV prevalence,2010,Hampton County SC,45049.0,41,233.8,17535
HIV prevalence,2009,Hampton County SC,45049.0,95,551.7,17221
HIV prevalence,2008,Hampton County SC,45049.0,96,556.8,17242
HIV prevalence,2017,Hancock County TN,47067.0,,,
HIV prevalence,2016,Hancock County TN,47067.0,,,
HIV prevalence,2015,Hancock County TN,47067.0,0,0,5596
HIV prevalence,2014,Hancock County TN,47067.0,0,0,5652
HIV prevalence,2013,Hancock County TN,47067.0,,,
HIV prevalence,2012,Hancock County TN,47067.0,,,
HIV prevalence,2011,Hancock County TN,47067.0,,,
HIV prevalence,2010,Hancock County TN,47067.0,,,
HIV prevalence,2009,Hancock County TN,47067.0,,,
HIV prevalence,2008,Hancock County TN,47067.0,,,
HIV prevalence,2017,Hancock County MS,28045.0,90,224,40185
HIV prevalence,2016,Hancock County MS,28045.0,84,211.5,39725
HIV prevalence,2015,Hancock County MS,28045.0,92,234.3,39267
HIV prevalence,2014,Hancock County MS,28045.0,81,208.7,38815
HIV prevalence,2013,Hancock County MS,28045.0,77,200.9,38334
HIV prevalence,2012,Hancock County MS,28045.0,79,208.4,37906
HIV prevalence,2011,Hancock County MS,28045.0,72,192.8,37337
HIV prevalence,2010,Hancock County MS,28045.0,65,177,36726
HIV prevalence,2009,Hancock County MS,28045.0,61,178.1,34241
HIV prevalence,2008,Hancock County MS,28045.0,59,173.9,33931
HIV prevalence,2017,Hancock County GA,13141.0,27,354.5,7615
HIV prevalence,2016,Hancock County GA,13141.0,25,326.6,7655
HIV prevalence,2015,Hancock County GA,13141.0,24,315.5,7606
HIV prevalence,2014,Hancock County GA,13141.0,23,303.4,7582
HIV prevalence,2013,Hancock County GA,13141.0,17,214.7,7918
HIV prevalence,2012,Hancock County GA,13141.0,14,174.9,8005
HIV prevalence,2011,Hancock County GA,13141.0,19,229.4,8281
HIV prevalence,2010,Hancock County GA,13141.0,20,240.8,8305
HIV prevalence,2009,Hancock County GA,13141.0,19,239.9,7920
HIV prevalence,2008,Hancock County GA,13141.0,17,208,8175
HIV prevalence,2017,Hancock County ME,23009.0,63,131.4,47951
HIV prevalence,2016,Hancock County ME,23009.0,59,123.2,47880
HIV prevalence,2015,Hancock County ME,23009.0,56,117.7,47577
HIV prevalence,2014,Hancock County ME,23009.0,50,104.6,47791
HIV prevalence,2013,Hancock County ME,23009.0,50,104.8,47713
HIV prevalence,2012,Hancock County ME,23009.0,46,96.5,47663
HIV prevalence,2011,Hancock County ME,23009.0,45,94.4,47656
HIV prevalence,2010,Hancock County ME,23009.0,45,94.9,47428
HIV prevalence,2009,Hancock County ME,23009.0,30,64.4,46582
HIV prevalence,2008,Hancock County ME,23009.0,33,71,46461
HIV prevalence,2017,Hancock County KY,21091.0,,,
HIV prevalence,2016,Hancock County KY,21091.0,,,
HIV prevalence,2015,Hancock County KY,21091.0,,,
HIV prevalence,2014,Hancock County KY,21091.0,,,
HIV prevalence,2013,Hancock County KY,21091.0,,,
HIV prevalence,2012,Hancock County KY,21091.0,,,
HIV prevalence,2011,Hancock County KY,21091.0,,,
HIV prevalence,2010,Hancock County KY,21091.0,,,
HIV prevalence,2009,Hancock County KY,21091.0,,,
HIV prevalence,2008,Hancock County KY,21091.0,,,
HIV prevalence,2017,Hancock County WV,54029.0,7,27.4,25504
HIV prevalence,2016,Hancock County WV,54029.0,6,23.4,25690
HIV prevalence,2015,Hancock County WV,54029.0,11,42.5,25876
HIV prevalence,2014,Hancock County WV,54029.0,11,42.1,26105
HIV prevalence,2013,Hancock County WV,54029.0,9,34.5,26114
HIV prevalence,2012,Hancock County WV,54029.0,11,42,26189
HIV prevalence,2011,Hancock County WV,54029.0,7,26.6,26307
HIV prevalence,2010,Hancock County WV,54029.0,8,30.4,26332
HIV prevalence,2009,Hancock County WV,54029.0,11,43.1,25498
HIV prevalence,2008,Hancock County WV,54029.0,11,42.9,25641
HIV prevalence,2017,Hancock County IA,19081.0,,,
HIV prevalence,2016,Hancock County IA,19081.0,,,
HIV prevalence,2015,Hancock County IA,19081.0,,,
HIV prevalence,2014,Hancock County IA,19081.0,,,
HIV prevalence,2013,Hancock County IA,19081.0,,,
HIV prevalence,2012,Hancock County IA,19081.0,,,
HIV prevalence,2011,Hancock County IA,19081.0,,,
HIV prevalence,2010,Hancock County IA,19081.0,,,
HIV prevalence,2009,Hancock County IA,19081.0,0,0,9263
HIV prevalence,2008,Hancock County IA,19081.0,0,0,9399
HIV prevalence,2017,Hancock County IN,18059.0,51,81.3,62713
HIV prevalence,2016,Hancock County IN,18059.0,49,79.5,61644
HIV prevalence,2015,Hancock County IN,18059.0,54,89.2,60512
HIV prevalence,2014,Hancock County IN,18059.0,55,91.9,59842
HIV prevalence,2013,Hancock County IN,18059.0,52,88.2,58970
HIV prevalence,2012,Hancock County IN,18059.0,53,90.8,58358
HIV prevalence,2011,Hancock County IN,18059.0,45,77.8,57833
HIV prevalence,2010,Hancock County IN,18059.0,44,76.8,57317
HIV prevalence,2009,Hancock County IN,18059.0,31,55.8,55601
HIV prevalence,2008,Hancock County IN,18059.0,27,49.3,54717
HIV prevalence,2017,Hancock County IL,17067.0,,,
HIV prevalence,2016,Hancock County IL,17067.0,,,
HIV prevalence,2015,Hancock County IL,17067.0,5,32.3,15498
HIV prevalence,2014,Hancock County IL,17067.0,5,32.1,15583
HIV prevalence,2013,Hancock County IL,17067.0,5,31.7,15780
HIV prevalence,2012,Hancock County IL,17067.0,5,31.3,15959
HIV prevalence,2011,Hancock County IL,17067.0,,,
HIV prevalence,2010,Hancock County IL,17067.0,5,30.9,16158
HIV prevalence,2009,Hancock County IL,17067.0,,,
HIV prevalence,2008,Hancock County IL,17067.0,,,
HIV prevalence,2017,Hancock County OH,39063.0,47,73.7,63773
HIV prevalence,2016,Hancock County OH,39063.0,45,70.8,63588
HIV prevalence,2015,Hancock County OH,39063.0,35,55.2,63415
HIV prevalence,2014,Hancock County OH,39063.0,31,49.1,63093
HIV prevalence,2013,Hancock County OH,39063.0,31,49,63329
HIV prevalence,2012,Hancock County OH,39063.0,31,49.1,63094
HIV prevalence,2011,Hancock County OH,39063.0,32,51.1,62605
HIV prevalence,2010,Hancock County OH,39063.0,33,53,62301
HIV prevalence,2009,Hancock County OH,39063.0,31,49.7,62315
HIV prevalence,2008,Hancock County OH,39063.0,31,49.9,62075
HIV prevalence,2017,Hand County SD,46059.0,0,0,2748
HIV prevalence,2016,Hand County SD,46059.0,,,
HIV prevalence,2015,Hand County SD,46059.0,0,0,2802
HIV prevalence,2014,Hand County SD,46059.0,0,0,2831
HIV prevalence,2013,Hand County SD,46059.0,0,0,2870
HIV prevalence,2012,Hand County SD,46059.0,0,0,2866
HIV prevalence,2011,Hand County SD,46059.0,0,0,2927
HIV prevalence,2010,Hand County SD,46059.0,0,0,2932
HIV prevalence,2009,Hand County SD,46059.0,0,0,2745
HIV prevalence,2008,Hand County SD,46059.0,0,0,2777
HIV prevalence,2017,Hanover County VA,51085.0,116,129.1,89881
HIV prevalence,2016,Hanover County VA,51085.0,107,120.8,88557
HIV prevalence,2015,Hanover County VA,51085.0,100,114.5,87371
HIV prevalence,2014,Hanover County VA,51085.0,81,94.1,86095
HIV prevalence,2013,Hanover County VA,51085.0,89,104.5,85179
HIV prevalence,2012,Hanover County VA,51085.0,87,103.2,84296
HIV prevalence,2011,Hanover County VA,51085.0,77,92.3,83437
HIV prevalence,2010,Hanover County VA,51085.0,79,95.2,82994
HIV prevalence,2009,Hanover County VA,51085.0,77,92.8,83014
HIV prevalence,2008,Hanover County VA,51085.0,73,88.5,82454
HIV prevalence,2017,Hansford County TX,48195.0,0,0,4355
HIV prevalence,2016,Hansford County TX,48195.0,0,0,4401
HIV prevalence,2015,Hansford County TX,48195.0,0,0,4443
HIV prevalence,2014,Hansford County TX,48195.0,0,0,4387
HIV prevalence,2013,Hansford County TX,48195.0,0,0,4343
HIV prevalence,2012,Hansford County TX,48195.0,0,0,4348
HIV prevalence,2011,Hansford County TX,48195.0,0,0,4353
HIV prevalence,2010,Hansford County TX,48195.0,0,0,4366
HIV prevalence,2009,Hansford County TX,48195.0,0,0,4126
HIV prevalence,2008,Hansford County TX,48195.0,0,0,4113
HIV prevalence,2017,Hanson County SD,46061.0,,,
HIV prevalence,2016,Hanson County SD,46061.0,,,
HIV prevalence,2015,Hanson County SD,46061.0,0,0,2590
HIV prevalence,2014,Hanson County SD,46061.0,0,0,2602
HIV prevalence,2013,Hanson County SD,46061.0,0,0,2596
HIV prevalence,2012,Hanson County SD,46061.0,0,0,2576
HIV prevalence,2011,Hanson County SD,46061.0,0,0,2566
HIV prevalence,2010,Hanson County SD,46061.0,0,0,2539
HIV prevalence,2009,Hanson County SD,46061.0,0,0,2843
HIV prevalence,2008,Hanson County SD,46061.0,0,0,2876
HIV prevalence,2017,Haralson County GA,13143.0,32,131.9,24265
HIV prevalence,2016,Haralson County GA,13143.0,27,112.7,23949
HIV prevalence,2015,Haralson County GA,13143.0,26,109.2,23812
HIV prevalence,2014,Haralson County GA,13143.0,24,101.6,23632
HIV prevalence,2013,Haralson County GA,13143.0,22,93.9,23438
HIV prevalence,2012,Haralson County GA,13143.0,17,72.8,23343
HIV prevalence,2011,Haralson County GA,13143.0,13,55.5,23403
HIV prevalence,2010,Haralson County GA,13143.0,13,55.1,23599
HIV prevalence,2009,Haralson County GA,13143.0,21,89.2,23530
HIV prevalence,2008,Haralson County GA,13143.0,19,80.9,23496
HIV prevalence,2017,Hardee County FL,12049.0,62,281.6,22019
HIV prevalence,2016,Hardee County FL,12049.0,63,285.7,22053
HIV prevalence,2015,Hardee County FL,12049.0,61,277.5,21979
HIV prevalence,2014,Hardee County FL,12049.0,66,299.7,22020
HIV prevalence,2013,Hardee County FL,12049.0,57,259.3,21985
HIV prevalence,2012,Hardee County FL,12049.0,59,268.1,22007
HIV prevalence,2011,Hardee County FL,12049.0,62,279.9,22149
HIV prevalence,2010,Hardee County FL,12049.0,70,316.5,22118
HIV prevalence,2009,Hardee County FL,12049.0,95,408.3,23268
HIV prevalence,2008,Hardee County FL,12049.0,96,415.3,23116
HIV prevalence,2017,Hardeman County TX,48197.0,,,
HIV prevalence,2016,Hardeman County TX,48197.0,,,
HIV prevalence,2015,Hardeman County TX,48197.0,,,
HIV prevalence,2014,Hardeman County TX,48197.0,,,
HIV prevalence,2013,Hardeman County TX,48197.0,5,147.3,3394
HIV prevalence,2012,Hardeman County TX,48197.0,5,146.5,3412
HIV prevalence,2011,Hardeman County TX,48197.0,,,
HIV prevalence,2010,Hardeman County TX,48197.0,,,
HIV prevalence,2009,Hardeman County TX,48197.0,,,
HIV prevalence,2008,Hardeman County TX,48197.0,,,
HIV prevalence,2017,Hardeman County TN,47069.0,49,224.1,21866
HIV prevalence,2016,Hardeman County TN,47069.0,45,205.2,21925
HIV prevalence,2015,Hardeman County TN,47069.0,41,184.9,22176
HIV prevalence,2014,Hardeman County TN,47069.0,44,197.4,22293
HIV prevalence,2013,Hardeman County TN,47069.0,39,172.8,22568
HIV prevalence,2012,Hardeman County TN,47069.0,38,167.1,22735
HIV prevalence,2011,Hardeman County TN,47069.0,23,100.2,22951
HIV prevalence,2010,Hardeman County TN,47069.0,39,168.6,23127
HIV prevalence,2009,Hardeman County TN,47069.0,33,140.9,23422
HIV prevalence,2008,Hardeman County TN,47069.0,28,118.7,23582
HIV prevalence,2017,Hardin County TX,48199.0,53,112.7,47027
HIV prevalence,2016,Hardin County TX,48199.0,57,122.9,46384
HIV prevalence,2015,Hardin County TX,48199.0,61,132.6,45995
HIV prevalence,2014,Hardin County TX,48199.0,54,118.1,45718
HIV prevalence,2013,Hardin County TX,48199.0,50,110,45456
HIV prevalence,2012,Hardin County TX,48199.0,39,86.4,45151
HIV prevalence,2011,Hardin County TX,48199.0,44,97.8,45005
HIV prevalence,2010,Hardin County TX,48199.0,42,93.9,44709
HIV prevalence,2009,Hardin County TX,48199.0,35,80.6,43420
HIV prevalence,2008,Hardin County TX,48199.0,30,70.3,42695
HIV prevalence,2017,Hardin County TN,47071.0,33,149.7,22037
HIV prevalence,2016,Hardin County TN,47071.0,31,141,21986
HIV prevalence,2015,Hardin County TN,47071.0,30,136.4,21987
HIV prevalence,2014,Hardin County TN,47071.0,23,104.4,22040
HIV prevalence,2013,Hardin County TN,47071.0,24,108.7,22089
HIV prevalence,2012,Hardin County TN,47071.0,25,113.2,22087
HIV prevalence,2011,Hardin County TN,47071.0,13,59,22046
HIV prevalence,2010,Hardin County TN,47071.0,25,112.9,22151
HIV prevalence,2009,Hardin County TN,47071.0,25,112.2,22278
HIV prevalence,2008,Hardin County TN,47071.0,20,89.8,22264
HIV prevalence,2017,Hardin County KY,21093.0,154,172.7,89188
HIV prevalence,2016,Hardin County KY,21093.0,142,161.2,88080
HIV prevalence,2015,Hardin County KY,21093.0,89,101.7,87530
HIV prevalence,2014,Hardin County KY,21093.0,120,135.1,88814
HIV prevalence,2013,Hardin County KY,21093.0,96,107.6,89209
HIV prevalence,2012,Hardin County KY,21093.0,84,95,88398
HIV prevalence,2011,Hardin County KY,21093.0,71,81.5,87168
HIV prevalence,2010,Hardin County KY,21093.0,69,79.6,86636
HIV prevalence,2009,Hardin County KY,21093.0,92,114.1,80663
HIV prevalence,2008,Hardin County KY,21093.0,90,112.6,79955
HIV prevalence,2017,Hardin County IA,19083.0,10,68.1,14684
HIV prevalence,2016,Hardin County IA,19083.0,9,61,14765
HIV prevalence,2015,Hardin County IA,19083.0,9,60.8,14798
HIV prevalence,2014,Hardin County IA,19083.0,,,
HIV prevalence,2013,Hardin County IA,19083.0,7,47.4,14773
HIV prevalence,2012,Hardin County IA,19083.0,7,47.4,14771
HIV prevalence,2011,Hardin County IA,19083.0,8,54.3,14731
HIV prevalence,2010,Hardin County IA,19083.0,,,
HIV prevalence,2009,Hardin County IA,19083.0,,,
