Indicator,Year,Geography,FIPS,Cases,Rate per 100000,Population
HIV prevalence,2015,"Livingston County, KY",21139,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Livingston County, KY",21139,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Livingston County, KY",21139,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Livingston County, KY",21139,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Livingston County, KY",21139,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Livingston County, KY",21139,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Livingston County, KY",21139,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Livingston County, KY",21139,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Livingston County, IL",17105,77,251,"30,677"
HIV prevalence,2016,"Livingston County, IL",17105,78,254.5,"30,653"
HIV prevalence,2015,"Livingston County, IL",17105,74,238.1,"31,080"
HIV prevalence,2014,"Livingston County, IL",17105,73,232.2,"31,440"
HIV prevalence,2013,"Livingston County, IL",17105,70,221.7,"31,579"
HIV prevalence,2012,"Livingston County, IL",17105,74,227.2,"32,565"
HIV prevalence,2011,"Livingston County, IL",17105,80,244.3,"32,753"
HIV prevalence,2010,"Livingston County, IL",17105,99,302,"32,778"
HIV prevalence,2009,"Livingston County, IL",17105,182,582.6,"31,241"
HIV prevalence,2008,"Livingston County, IL",17105,185,589.9,"31,361"
HIV prevalence,2017,"Livingston County, NY",36051,133,239,"55,638"
HIV prevalence,2016,"Livingston County, NY",36051,126,225.1,"55,973"
HIV prevalence,2015,"Livingston County, NY",36051,127,226,"56,205"
HIV prevalence,2014,"Livingston County, NY",36051,137,243.4,"56,291"
HIV prevalence,2013,"Livingston County, NY",36051,174,309.5,"56,226"
HIV prevalence,2012,"Livingston County, NY",36051,138,245.7,"56,165"
HIV prevalence,2011,"Livingston County, NY",36051,140,249.8,"56,045"
HIV prevalence,2010,"Livingston County, NY",36051,127,225.8,"56,252"
HIV prevalence,2009,"Livingston County, NY",36051,168,308.7,"54,420"
HIV prevalence,2008,"Livingston County, NY",36051,166,304.6,"54,496"
HIV prevalence,2017,"Livingston Parish, LA",22063,208,184.8,"112,570"
HIV prevalence,2016,"Livingston Parish, LA",22063,218,191.5,"113,827"
HIV prevalence,2015,"Livingston Parish, LA",22063,214,191.6,"111,718"
HIV prevalence,2014,"Livingston Parish, LA",22063,199,181.2,"109,826"
HIV prevalence,2013,"Livingston Parish, LA",22063,188,173.4,"108,391"
HIV prevalence,2012,"Livingston Parish, LA",22063,167,157.1,"106,332"
HIV prevalence,2011,"Livingston Parish, LA",22063,159,152,"104,639"
HIV prevalence,2010,"Livingston Parish, LA",22063,139,134.8,"103,088"
HIV prevalence,2009,"Livingston Parish, LA",22063,121,122.5,"98,760"
HIV prevalence,2008,"Livingston Parish, LA",22063,106,109.5,"96,791"
HIV prevalence,2017,"Llano County, TX",48299,24,127.1,"18,889"
HIV prevalence,2016,"Llano County, TX",48299,26,141.6,"18,368"
HIV prevalence,2015,"Llano County, TX",48299,24,133.8,"17,934"
HIV prevalence,2014,"Llano County, TX",48299,27,153.9,"17,544"
HIV prevalence,2013,"Llano County, TX",48299,25,143.9,"17,375"
HIV prevalence,2012,"Llano County, TX",48299,21,122.3,"17,171"
HIV prevalence,2011,"Llano County, TX",48299,21,123.7,"16,971"
HIV prevalence,2010,"Llano County, TX",48299,20,116.8,"17,118"
HIV prevalence,2009,"Llano County, TX",48299,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Llano County, TX",48299,6,37.3,"16,080"
HIV prevalence,2017,"Logan County, NE",31113,0,0,624
HIV prevalence,2016,"Logan County, NE",31113,0,0,648
HIV prevalence,2015,"Logan County, NE",31113,0,0,642
HIV prevalence,2014,"Logan County, NE",31113,0,0,625
HIV prevalence,2013,"Logan County, NE",31113,0,0,641
HIV prevalence,2012,"Logan County, NE",31113,0,0,635
HIV prevalence,2011,"Logan County, NE",31113,0,0,630
HIV prevalence,2010,"Logan County, NE",31113,0,0,626
HIV prevalence,2009,"Logan County, NE",31113,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Logan County, NE",31113,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Logan County, CO",8075,20,106.8,"18,734"
HIV prevalence,2016,"Logan County, CO",8075,15,79.9,"18,771"
HIV prevalence,2015,"Logan County, CO",8075,9,47.9,"18,793"
HIV prevalence,2014,"Logan County, CO",8075,9,47.9,"18,772"
HIV prevalence,2013,"Logan County, CO",8075,9,48.6,"18,517"
HIV prevalence,2012,"Logan County, CO",8075,9,48.4,"18,594"
HIV prevalence,2011,"Logan County, CO",8075,8,42.6,"18,766"
HIV prevalence,2010,"Logan County, CO",8075,10,53.1,"18,835"
HIV prevalence,2009,"Logan County, CO",8075,8,45.4,"17,604"
HIV prevalence,2008,"Logan County, CO",8075,8,45.6,"17,546"
HIV prevalence,2017,"Logan County, AR",5083,17,92.2,"18,443"
HIV prevalence,2016,"Logan County, AR",5083,12,65.2,"18,396"
HIV prevalence,2015,"Logan County, AR",5083,14,76.1,"18,389"
HIV prevalence,2014,"Logan County, AR",5083,8,43.2,"18,504"
HIV prevalence,2013,"Logan County, AR",5083,12,64.8,"18,530"
HIV prevalence,2012,"Logan County, AR",5083,11,59.8,"18,385"
HIV prevalence,2011,"Logan County, AR",5083,12,64.6,"18,569"
HIV prevalence,2010,"Logan County, AR",5083,12,64.7,"18,557"
HIV prevalence,2009,"Logan County, AR",5083,9,48.5,"18,545"
HIV prevalence,2008,"Logan County, AR",5083,9,48.1,"18,702"
HIV prevalence,2017,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Logan County, KY",21141,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Logan County, KS",20109,0,0,"2,341"
HIV prevalence,2016,"Logan County, KS",20109,0,0,"2,334"
HIV prevalence,2015,"Logan County, KS",20109,0,0,"2,325"
HIV prevalence,2014,"Logan County, KS",20109,0,0,"2,319"
HIV prevalence,2013,"Logan County, KS",20109,0,0,"2,328"
HIV prevalence,2012,"Logan County, KS",20109,0,0,"2,312"
HIV prevalence,2011,"Logan County, KS",20109,0,0,"2,311"
HIV prevalence,2010,"Logan County, KS",20109,0,0,"2,327"
HIV prevalence,2009,"Logan County, KS",20109,0,0,"2,166"
HIV prevalence,2008,"Logan County, KS",20109,0,0,"2,193"
HIV prevalence,2017,"Logan County, WV",54045,14,49.6,"28,238"
HIV prevalence,2016,"Logan County, WV",54045,9,31.3,"28,753"
HIV prevalence,2015,"Logan County, WV",54045,10,34,"29,421"
HIV prevalence,2014,"Logan County, WV",54045,12,39.9,"30,077"
HIV prevalence,2013,"Logan County, WV",54045,10,32.6,"30,715"
HIV prevalence,2012,"Logan County, WV",54045,9,29,"31,059"
HIV prevalence,2011,"Logan County, WV",54045,13,41.6,"31,229"
HIV prevalence,2010,"Logan County, WV",54045,9,28.6,"31,500"
HIV prevalence,2009,"Logan County, WV",54045,9,30.1,"29,874"
HIV prevalence,2008,"Logan County, WV",54045,10,33.5,"29,856"
HIV prevalence,2017,"Logan County, IL",17107,75,299.3,"25,056"
HIV prevalence,2016,"Logan County, IL",17107,75,298.1,"25,163"
HIV prevalence,2015,"Logan County, IL",17107,75,296.6,"25,289"
HIV prevalence,2014,"Logan County, IL",17107,59,230,"25,648"
HIV prevalence,2013,"Logan County, IL",17107,54,209.7,"25,754"
HIV prevalence,2012,"Logan County, IL",17107,54,206,"26,219"
HIV prevalence,2011,"Logan County, IL",17107,62,237.8,"26,069"
HIV prevalence,2010,"Logan County, IL",17107,76,291.9,"26,038"
HIV prevalence,2009,"Logan County, IL",17107,93,362.9,"25,625"
HIV prevalence,2008,"Logan County, IL",17107,94,365.4,"25,727"
HIV prevalence,2017,"Logan County, OK",40083,33,84.3,"39,145"
HIV prevalence,2016,"Logan County, OK",40083,33,86,"38,378"
HIV prevalence,2015,"Logan County, OK",40083,31,82.2,"37,712"
HIV prevalence,2014,"Logan County, OK",40083,22,59.3,"37,071"
HIV prevalence,2013,"Logan County, OK",40083,27,74.5,"36,237"
HIV prevalence,2012,"Logan County, OK",40083,26,73.1,"35,550"
HIV prevalence,2011,"Logan County, OK",40083,35,99.9,"35,046"
HIV prevalence,2010,"Logan County, OK",40083,42,121.7,"34,510"
HIV prevalence,2009,"Logan County, OK",40083,55,168.7,"32,596"
HIV prevalence,2008,"Logan County, OK",40083,49,153.4,"31,947"
HIV prevalence,2017,"Logan County, OH",39091,22,58.1,"37,872"
HIV prevalence,2016,"Logan County, OH",39091,21,55.7,"37,688"
HIV prevalence,2015,"Logan County, OH",39091,19,50.3,"37,758"
HIV prevalence,2014,"Logan County, OH",39091,20,52.9,"37,824"
HIV prevalence,2013,"Logan County, OH",39091,17,45.2,"37,633"
HIV prevalence,2012,"Logan County, OH",39091,18,47.9,"37,553"
HIV prevalence,2011,"Logan County, OH",39091,21,55.9,"37,583"
HIV prevalence,2010,"Logan County, OH",39091,22,58.4,"37,645"
HIV prevalence,2009,"Logan County, OH",39091,14,36.4,"38,445"
HIV prevalence,2008,"Logan County, OH",39091,13,33.9,"38,400"
HIV prevalence,2017,"Logan County, ND",38047,0,0,"1,611"
HIV prevalence,2016,"Logan County, ND",38047,0,0,"1,616"
HIV prevalence,2015,"Logan County, ND",38047,0,0,"1,626"
HIV prevalence,2014,"Logan County, ND",38047,0,0,"1,655"
HIV prevalence,2013,"Logan County, ND",38047,0,0,"1,652"
HIV prevalence,2012,"Logan County, ND",38047,0,0,"1,667"
HIV prevalence,2011,"Logan County, ND",38047,0,0,"1,690"
HIV prevalence,2010,"Logan County, ND",38047,0,0,"1,712"
HIV prevalence,2009,"Logan County, ND",38047,0,0,"1,637"
HIV prevalence,2008,"Logan County, ND",38047,0,0,"1,676"
HIV prevalence,2017,"Long County, GA",13183,18,120.3,"14,957"
HIV prevalence,2016,"Long County, GA",13183,14,96.2,"14,555"
HIV prevalence,2015,"Long County, GA",13183,11,78.5,"14,010"
HIV prevalence,2014,"Long County, GA",13183,9,66.8,"13,473"
HIV prevalence,2013,"Long County, GA",13183,10,77.1,"12,962"
HIV prevalence,2012,"Long County, GA",13183,7,55.9,"12,518"
HIV prevalence,2011,"Long County, GA",13183,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Long County, GA",13183,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Long County, GA",13183,5,50.3,"9,932"
HIV prevalence,2008,"Long County, GA",13183,5,54.4,"9,197"
HIV prevalence,2017,"Lonoke County, AR",5085,62,104.4,"59,394"
HIV prevalence,2016,"Lonoke County, AR",5085,56,95.7,"58,516"
HIV prevalence,2015,"Lonoke County, AR",5085,54,93,"58,092"
HIV prevalence,2014,"Lonoke County, AR",5085,50,86.3,"57,968"
HIV prevalence,2013,"Lonoke County, AR",5085,58,101.2,"57,332"
HIV prevalence,2012,"Lonoke County, AR",5085,48,84.8,"56,614"
HIV prevalence,2011,"Lonoke County, AR",5085,40,71.5,"55,965"
HIV prevalence,2010,"Lonoke County, AR",5085,30,54.4,"55,150"
HIV prevalence,2009,"Lonoke County, AR",5085,27,50.3,"53,652"
HIV prevalence,2008,"Lonoke County, AR",5085,26,49.5,"52,488"
HIV prevalence,2017,"Lorain County, OH",39093,402,154.7,"259,776"
HIV prevalence,2016,"Lorain County, OH",39093,407,157.5,"258,493"
HIV prevalence,2015,"Lorain County, OH",39093,390,151.7,"257,058"
HIV prevalence,2014,"Lorain County, OH",39093,387,151.2,"255,924"
HIV prevalence,2013,"Lorain County, OH",39093,366,143.9,"254,318"
HIV prevalence,2012,"Lorain County, OH",39093,362,143.3,"252,530"
HIV prevalence,2011,"Lorain County, OH",39093,350,138.8,"252,093"
HIV prevalence,2010,"Lorain County, OH",39093,364,145,"251,056"
HIV prevalence,2009,"Lorain County, OH",39093,524,206.1,"254,291"
HIV prevalence,2008,"Lorain County, OH",39093,514,203.2,"252,938"
HIV prevalence,2017,"Los Alamos County, NM",35028,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Los Alamos County, NM",35028,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Los Alamos County, NM",35028,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Los Alamos County, NM",35028,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Los Alamos County, NM",35028,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Los Alamos County, NM",35028,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Los Alamos County, NM",35028,5,32.8,"15,233"
HIV prevalence,2010,"Los Alamos County, NM",35028,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Los Alamos County, NM",35028,8,52.5,"15,237"
HIV prevalence,2008,"Los Alamos County, NM",35028,8,52.2,"15,316"
HIV prevalence,2017,"Los Angeles County, CA",6037,"48,453",568.7,"8,519,529"
HIV prevalence,2016,"Los Angeles County, CA",6037,"47,800",562.3,"8,501,170"
HIV prevalence,2015,"Los Angeles County, CA",6037,"47,866",565.5,"8,463,715"
HIV prevalence,2014,"Los Angeles County, CA",6037,"47,069",559.8,"8,408,601"
HIV prevalence,2013,"Los Angeles County, CA",6037,"45,754",548,"8,349,705"
HIV prevalence,2012,"Los Angeles County, CA",6037,"44,078",532.4,"8,279,825"
HIV prevalence,2011,"Los Angeles County, CA",6037,"42,281",515.1,"8,208,750"
HIV prevalence,2010,"Los Angeles County, CA",6037,"40,739",500.1,"8,145,850"
HIV prevalence,2009,"Los Angeles County, CA",6037,"40,070",497.8,"8,049,553"
HIV prevalence,2008,"Los Angeles County, CA",6037,"38,496",482.1,"7,984,628"
HIV prevalence,2017,"Loudon County, TN",47105,58,129.3,"44,863"
HIV prevalence,2016,"Loudon County, TN",47105,53,120.3,"44,069"
HIV prevalence,2015,"Loudon County, TN",47105,49,112.1,"43,716"
HIV prevalence,2014,"Loudon County, TN",47105,40,92,"43,470"
HIV prevalence,2013,"Loudon County, TN",47105,34,78.8,"43,159"
HIV prevalence,2012,"Loudon County, TN",47105,42,98.5,"42,642"
HIV prevalence,2011,"Loudon County, TN",47105,29,68.9,"42,115"
HIV prevalence,2010,"Loudon County, TN",47105,29,69.5,"41,731"
HIV prevalence,2009,"Loudon County, TN",47105,23,57.9,"39,753"
HIV prevalence,2008,"Loudon County, TN",47105,24,61,"39,318"
HIV prevalence,2017,"Loudoun County, VA",51107,331,104.9,"315,422"
HIV prevalence,2016,"Loudoun County, VA",51107,323,105.9,"305,148"
HIV prevalence,2015,"Loudoun County, VA",51107,294,99.7,"294,820"
HIV prevalence,2014,"Loudoun County, VA",51107,262,92.2,"284,271"
HIV prevalence,2013,"Loudoun County, VA",51107,306,112,"273,265"
HIV prevalence,2012,"Loudoun County, VA",51107,269,102.5,"262,427"
HIV prevalence,2011,"Loudoun County, VA",51107,253,100.3,"252,368"
HIV prevalence,2010,"Loudoun County, VA",51107,259,106.5,"243,210"
HIV prevalence,2009,"Loudoun County, VA",51107,242,104,"232,786"
HIV prevalence,2008,"Loudoun County, VA",51107,236,105.3,"224,190"
HIV prevalence,2017,"Louisa County, VA",51109,36,117.4,"30,669"
HIV prevalence,2016,"Louisa County, VA",51109,33,109.8,"30,057"
HIV prevalence,2015,"Louisa County, VA",51109,38,129.2,"29,420"
HIV prevalence,2014,"Louisa County, VA",51109,40,137.3,"29,127"
HIV prevalence,2013,"Louisa County, VA",51109,35,121.4,"28,838"
HIV prevalence,2012,"Louisa County, VA",51109,34,119.7,"28,400"
HIV prevalence,2011,"Louisa County, VA",51109,31,109.7,"28,259"
HIV prevalence,2010,"Louisa County, VA",51109,28,99.8,"28,042"
HIV prevalence,2009,"Louisa County, VA",51109,32,114.8,"27,886"
HIV prevalence,2008,"Louisa County, VA",51109,28,102,"27,460"
HIV prevalence,2017,"Louisa County, IA",19115,6,63.8,"9,399"
HIV prevalence,2016,"Louisa County, IA",19115,6,64,"9,376"
HIV prevalence,2015,"Louisa County, IA",19115,8,85,"9,407"
HIV prevalence,2014,"Louisa County, IA",19115,5,53,"9,432"
HIV prevalence,2013,"Louisa County, IA",19115,8,84.3,"9,492"
HIV prevalence,2012,"Louisa County, IA",19115,11,116.4,"9,449"
HIV prevalence,2011,"Louisa County, IA",19115,15,159.2,"9,421"
HIV prevalence,2010,"Louisa County, IA",19115,11,117.4,"9,373"
HIV prevalence,2009,"Louisa County, IA",19115,5,54,"9,257"
HIV prevalence,2008,"Louisa County, IA",19115,5,52.3,"9,557"
HIV prevalence,2017,"Loup County, NE",31115,0,0,524
HIV prevalence,2016,"Loup County, NE",31115,0,0,533
HIV prevalence,2015,"Loup County, NE",31115,0,0,520
HIV prevalence,2014,"Loup County, NE",31115,0,0,516
HIV prevalence,2013,"Loup County, NE",31115,0,0,507
HIV prevalence,2012,"Loup County, NE",31115,0,0,513
HIV prevalence,2011,"Loup County, NE",31115,0,0,520
HIV prevalence,2010,"Loup County, NE",31115,0,0,532
HIV prevalence,2009,"Loup County, NE",31115,0,0,564
HIV prevalence,2008,"Loup County, NE",31115,0,0,557
HIV prevalence,2017,"Love County, OK",40085,6,72.6,"8,268"
HIV prevalence,2016,"Love County, OK",40085,6,73.3,"8,183"
HIV prevalence,2015,"Love County, OK",40085,6,74.6,"8,040"
HIV prevalence,2014,"Love County, OK",40085,5,62.8,"7,966"
HIV prevalence,2013,"Love County, OK",40085,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Love County, OK",40085,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Love County, OK",40085,5,64.8,"7,712"
HIV prevalence,2010,"Love County, OK",40085,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Love County, OK",40085,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Love County, OK",40085,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Loving County, TX",48301,0,0,104
HIV prevalence,2016,"Loving County, TX",48301,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Loving County, TX",48301,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Loving County, TX",48301,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Loving County, TX",48301,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Loving County, TX",48301,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Loving County, TX",48301,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Loving County, TX",48301,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Loving County, TX",48301,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Loving County, TX",48301,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Lowndes County, MS",28087,135,275.7,"48,958"
HIV prevalence,2016,"Lowndes County, MS",28087,130,264.1,"49,227"
HIV prevalence,2015,"Lowndes County, MS",28087,128,259.1,"49,399"
HIV prevalence,2014,"Lowndes County, MS",28087,130,263.1,"49,414"
HIV prevalence,2013,"Lowndes County, MS",28087,130,263.3,"49,375"
HIV prevalence,2012,"Lowndes County, MS",28087,126,256.8,"49,068"
HIV prevalence,2011,"Lowndes County, MS",28087,131,267.5,"48,976"
HIV prevalence,2010,"Lowndes County, MS",28087,138,281.3,"49,059"
HIV prevalence,2009,"Lowndes County, MS",28087,136,281.3,"48,346"
HIV prevalence,2008,"Lowndes County, MS",28087,128,266.7,"48,002"
HIV prevalence,2017,"Lowndes County, AL",1085,49,578.2,"8,475"
HIV prevalence,2016,"Lowndes County, AL",1085,51,594.2,"8,584"
HIV prevalence,2015,"Lowndes County, AL",1085,55,636.9,"8,635"
HIV prevalence,2014,"Lowndes County, AL",1085,53,604.3,"8,771"
HIV prevalence,2013,"Lowndes County, AL",1085,51,573.7,"8,890"
HIV prevalence,2012,"Lowndes County, AL",1085,55,607,"9,060"
HIV prevalence,2011,"Lowndes County, AL",1085,42,452.9,"9,274"
HIV prevalence,2010,"Lowndes County, AL",1085,31,330.4,"9,381"
HIV prevalence,2009,"Lowndes County, AL",1085,40,397.4,"10,066"
HIV prevalence,2008,"Lowndes County, AL",1085,38,368.4,"10,315"
HIV prevalence,2017,"Lowndes County, GA",13185,547,576.1,"94,941"
HIV prevalence,2016,"Lowndes County, GA",13185,542,575.8,"94,137"
HIV prevalence,2015,"Lowndes County, GA",13185,507,543.5,"93,285"
HIV prevalence,2014,"Lowndes County, GA",13185,465,497.4,"93,491"
HIV prevalence,2013,"Lowndes County, GA",13185,442,475.5,"92,958"
HIV prevalence,2012,"Lowndes County, GA",13185,474,504.7,"93,917"
HIV prevalence,2011,"Lowndes County, GA",13185,419,459.1,"91,272"
HIV prevalence,2010,"Lowndes County, GA",13185,399,444.7,"89,732"
HIV prevalence,2009,"Lowndes County, GA",13185,349,401.2,"86,998"
HIV prevalence,2008,"Lowndes County, GA",13185,335,391.9,"85,489"
HIV prevalence,2017,"Lubbock County, TX",48303,486,193.2,"251,574"
HIV prevalence,2016,"Lubbock County, TX",48303,442,177.6,"248,864"
HIV prevalence,2015,"Lubbock County, TX",48303,451,183.7,"245,480"
HIV prevalence,2014,"Lubbock County, TX",48303,407,168,"242,204"
HIV prevalence,2013,"Lubbock County, TX",48303,378,158.8,"238,009"
HIV prevalence,2012,"Lubbock County, TX",48303,340,144.7,"234,917"
HIV prevalence,2011,"Lubbock County, TX",48303,300,129.2,"232,195"
HIV prevalence,2010,"Lubbock County, TX",48303,287,125,"229,647"
HIV prevalence,2009,"Lubbock County, TX",48303,295,134,"220,153"
HIV prevalence,2008,"Lubbock County, TX",48303,280,129.3,"216,591"
HIV prevalence,2017,"Lucas County, IA",19117,6,83.4,"7,197"
HIV prevalence,2016,"Lucas County, IA",19117,6,83.6,"7,178"
HIV prevalence,2015,"Lucas County, IA",19117,5,69.4,"7,200"
HIV prevalence,2014,"Lucas County, IA",19117,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Lucas County, IA",19117,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Lucas County, IA",19117,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Lucas County, IA",19117,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Lucas County, IA",19117,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Lucas County, IA",19117,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Lucas County, IA",19117,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Lucas County, OH",39095,923,257.1,"358,970"
HIV prevalence,2016,"Lucas County, OH",39095,925,256.7,"360,355"
HIV prevalence,2015,"Lucas County, OH",39095,858,237.8,"360,871"
HIV prevalence,2014,"Lucas County, OH",39095,836,231.1,"361,711"
HIV prevalence,2013,"Lucas County, OH",39095,833,229.5,"362,886"
HIV prevalence,2012,"Lucas County, OH",39095,843,232.2,"362,977"
HIV prevalence,2011,"Lucas County, OH",39095,812,222.6,"364,768"
HIV prevalence,2010,"Lucas County, OH",39095,778,212.6,"365,905"
HIV prevalence,2009,"Lucas County, OH",39095,788,204.6,"385,105"
HIV prevalence,2008,"Lucas County, OH",39095,764,198.2,"385,541"
HIV prevalence,2017,"Luce County, MI",26095,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Luce County, MI",26095,5,89.4,"5,595"
HIV prevalence,2015,"Luce County, MI",26095,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Luce County, MI",26095,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Luce County, MI",26095,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Luce County, MI",26095,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Luce County, MI",26095,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Luce County, MI",26095,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Luce County, MI",26095,0,0,"5,706"
HIV prevalence,2008,"Luce County, MI",26095,0,0,"5,777"
HIV prevalence,2017,"Lumpkin County, GA",13187,28,97.6,"28,674"
HIV prevalence,2016,"Lumpkin County, GA",13187,23,83.7,"27,467"
HIV prevalence,2015,"Lumpkin County, GA",13187,19,69.8,"27,208"
HIV prevalence,2014,"Lumpkin County, GA",13187,17,63.1,"26,947"
HIV prevalence,2013,"Lumpkin County, GA",13187,13,48.8,"26,658"
HIV prevalence,2012,"Lumpkin County, GA",13187,18,68.3,"26,358"
HIV prevalence,2011,"Lumpkin County, GA",13187,14,53.6,"26,109"
HIV prevalence,2010,"Lumpkin County, GA",13187,8,31,"25,811"
HIV prevalence,2009,"Lumpkin County, GA",13187,13,56.1,"23,185"
HIV prevalence,2008,"Lumpkin County, GA",13187,12,52.5,"22,857"
HIV prevalence,2017,"Luna County, NM",35029,19,97.5,"19,483"
HIV prevalence,2016,"Luna County, NM",35029,17,86.5,"19,664"
HIV prevalence,2015,"Luna County, NM",35029,16,81.2,"19,711"
HIV prevalence,2014,"Luna County, NM",35029,15,75.6,"19,830"
HIV prevalence,2013,"Luna County, NM",35029,16,80,"20,008"
HIV prevalence,2012,"Luna County, NM",35029,18,89,"20,230"
HIV prevalence,2011,"Luna County, NM",35029,17,83.4,"20,394"
HIV prevalence,2010,"Luna County, NM",35029,14,68.7,"20,376"
HIV prevalence,2009,"Luna County, NM",35029,16,74.1,"21,605"
HIV prevalence,2008,"Luna County, NM",35029,17,78.3,"21,703"
HIV prevalence,2017,"Lunenburg County, VA",51111,26,245.2,"10,605"
HIV prevalence,2016,"Lunenburg County, VA",51111,28,263.1,"10,643"
HIV prevalence,2015,"Lunenburg County, VA",51111,32,299.9,"10,672"
HIV prevalence,2014,"Lunenburg County, VA",51111,31,286.6,"10,816"
HIV prevalence,2013,"Lunenburg County, VA",51111,36,331.3,"10,868"
HIV prevalence,2012,"Lunenburg County, VA",51111,34,311.4,"10,918"
HIV prevalence,2011,"Lunenburg County, VA",51111,38,341.4,"11,131"
HIV prevalence,2010,"Lunenburg County, VA",51111,32,287.6,"11,126"
HIV prevalence,2009,"Lunenburg County, VA",51111,26,235.4,"11,046"
HIV prevalence,2008,"Lunenburg County, VA",51111,25,224.8,"11,119"
HIV prevalence,2017,"Luzerne County, PA",42079,233,85.1,"273,789"
HIV prevalence,2016,"Luzerne County, PA",42079,154,56.3,"273,415"
HIV prevalence,2015,"Luzerne County, PA",42079,302,110.1,"274,345"
HIV prevalence,2014,"Luzerne County, PA",42079,290,105.3,"275,445"
HIV prevalence,2013,"Luzerne County, PA",42079,284,103,"275,745"
HIV prevalence,2012,"Luzerne County, PA",42079,287,103.7,"276,665"
HIV prevalence,2011,"Luzerne County, PA",42079,292,105.7,"276,305"
HIV prevalence,2010,"Luzerne County, PA",42079,277,100.3,"276,222"
HIV prevalence,2009,"Luzerne County, PA",42079,273,101.6,"268,769"
HIV prevalence,2008,"Luzerne County, PA",42079,257,95.8,"268,322"
HIV prevalence,2017,"Lycoming County, PA",42081,135,138.7,"97,316"
HIV prevalence,2016,"Lycoming County, PA",42081,69,70.5,"97,930"
HIV prevalence,2015,"Lycoming County, PA",42081,175,177.7,"98,492"
HIV prevalence,2014,"Lycoming County, PA",42081,166,167.6,"99,074"
HIV prevalence,2013,"Lycoming County, PA",42081,171,172.1,"99,336"
HIV prevalence,2012,"Lycoming County, PA",42081,177,177.1,"99,918"
