Year,Geography,American Indian/Alaska Native,,Asian,,Black/African American,,Hispanic/Latino,,Multiple races,,Native Hawaiian/Other Pacific Islander,,White,
2017,South Dakota,76,144.8,4,35.7,129,950.4,41,178.9,21,192.4,1,284.9,296,49.1
2017,Tennessee,8,48.6,73,72.7,"9,224",1005.4,875,344.8,605,852.6,6,212.5,"5,818",136.3
2017,Texas,39,49.2,889,77.2,"31,915",1156.8,"29,758",349.8,"4,040",1535.6,21,108.5,"21,429",209.5
2017,Utah,23,98.9,60,91.5,256,962.3,637,202.5,73,186.8,5,22.1,"1,700",87.7
2017,Vermont,0,0,14,138.3,68,1083.3,55,565.3,31,398.9,0,0,525,103.5
2017,Virginia,13,66.2,301,63.5,"12,636",935.8,"2,107",351.1,948,672.8,9,174,"6,105",134.7
2017,Washington,126,161.5,438,77.7,"2,097",899.1,"2,000",293.9,878,438.3,50,120.4,"7,607",171.8
2017,West Virginia,2,58.7,8,60.9,377,701.9,86,387.9,99,530.1,0,0,"1,234",85.5
2017,Wisconsin,26,63.1,81,60.4,"2,316",808.6,865,306,221,380.3,1,62.3,"2,705",66.3
2017,Wyoming,11,118.4,2,41.5,19,357.1,55,128.9,8,122.4,0,0,231,56.3
