Year,Geography,Female,,Male,
2014,"St. Lawrence County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"St. Louis City, MO",15,10.7,74,57.5
2014,"St. Louis County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"St. Louis County, MO",26,5.8,96,24.3
2014,"St. Lucie County, FL",12,9.4,36,30
2014,"St. Martin Parish, LA",0,0,0,0
2014,"St. Mary Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"St. Mary's County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"St. Tammany Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stafford County, KS",0,0,0,0
2014,"Stafford County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stanislaus County, CA",6,2.8,33,15.8
2014,"Stanley County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stanly County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stanton County, KS",0,0,0,0
2014,"Stanton County, NE",0,0,0,0
2014,"Stark County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stark County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stark County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Starke County, IN",0,0,0,0
2014,"Starr County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Staunton City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Ste. Genevieve County, MO",0,0,0,0
2014,"Stearns County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Steele County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Steele County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stephens County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stephens County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stephens County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stephenson County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sterling County, TX",0,0,0,0
2014,"Steuben County, IN",0,0,0,0
2014,"Steuben County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stevens County, KS",0,0,0,0
2014,"Stevens County, MN",0,0,0,0
2014,"Stevens County, WA",0,0,0,0
2014,"Stewart County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stewart County, TN",0,0,0,0
2014,"Stillwater County, MT",0,0,0,0
2014,"Stoddard County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stokes County, NC",0,0,0,0
2014,"Stone County, AR",0,0,0,0
2014,"Stone County, MO",0,0,0,0
2014,"Stone County, MS",0,0,5,65.5
2014,"Stonewall County, TX",0,0,0,0
2014,"Storey County, NV",0,0,0,0
2014,"Story County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Strafford County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Stutsman County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sublette County, WY",0,0,0,0
2014,"Suffolk City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Suffolk County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Suffolk County, NY",30,4.6,102,16.5
2014,"Sullivan County, IN",0,0,0,0
2014,"Sullivan County, MO",0,0,0,0
2014,"Sullivan County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sullivan County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sullivan County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sullivan County, TN",0,0,6,9.3
2014,"Sully County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Summers County, WV",0,0,0,0
2014,"Summit County, CO",0,0,0,0
2014,"Summit County, OH",5,2.1,33,14.9
2014,"Summit County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sumner County, KS",0,0,0,0
2014,"Sumner County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sumter County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sumter County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sumter County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sumter County, SC",7,15.2,24,56.9
2014,"Sunflower County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Surry County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Surry County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Susquehanna County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sussex County, DE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sussex County, NJ",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sussex County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sutter County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sutton County, TX",0,0,0,0
2014,"Suwannee County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Swain County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Sweet Grass County, MT",0,0,0,0
2014,"Sweetwater County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Swift County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Swisher County, TX",0,0,0,0
2014,"Switzerland County, IN",0,0,0,0
2014,"Talbot County, GA",0,0,0,0
2014,"Talbot County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Taliaferro County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Talladega County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tallahatchie County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tallapoosa County, AL",0,0,0,0
2014,"Tama County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Taney County, MO",0,0,0,0
2014,"Tangipahoa Parish, LA",7,12.9,18,36.1
2014,"Taos County, NM",0,0,0,0
2014,"Tarrant County, TX",40,5,191,25.2
2014,"Tate County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tattnall County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Taylor County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Taylor County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Taylor County, IA",0,0,0,0
2014,"Taylor County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Taylor County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Taylor County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Taylor County, WV",0,0,0,0
2014,"Tazewell County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tazewell County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tehama County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Telfair County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Teller County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tensas Parish, LA",0,0,0,0
2014,"Terrebonne Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Terrell County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Terrell County, TX",0,0,0,0
2014,"Terry County, TX",0,0,0,0
2014,"Teton County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Teton County, MT",0,0,0,0
2014,"Teton County, WY",0,0,0,0
2014,"Texas County, MO",0,0,0,0
2014,"Texas County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Thayer County, NE",0,0,0,0
2014,"Thomas County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Thomas County, KS",0,0,0,0
2014,"Thomas County, NE",0,0,0,0
2014,"Throckmorton County, TX",0,0,0,0
2014,"Thurston County, NE",0,0,0,0
2014,"Thurston County, WA",0,0,5,4.6
2014,"Tift County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tillamook County, OR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tillman County, OK",0,0,0,0
2014,"Tioga County, NY",0,0,0,0
2014,"Tioga County, PA",0,0,0,0
2014,"Tippah County, MS",0,0,0,0
2014,"Tippecanoe County, IN",0,0,6,7.5
2014,"Tipton County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tipton County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tishomingo County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Titus County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Todd County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Todd County, MN",0,0,0,0
2014,"Todd County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tolland County, CT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tom Green County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tompkins County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tooele County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Toole County, MT",0,0,0,0
2014,"Toombs County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Torrance County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Towner County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Towns County, GA",0,0,0,0
2014,"Traill County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Transylvania County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Traverse County, MN",0,0,0,0
2014,"Travis County, TX",24,5,220,45.9
2014,"Treasure County, MT",0,0,0,0
2014,"Trego County, KS",0,0,0,0
2014,"Trempealeau County, WI",0,0,0,0
2014,"Treutlen County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Trigg County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Trimble County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Trinity County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Trinity County, TX",0,0,0,0
2014,"Tripp County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Troup County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Trousdale County, TN",0,0,0,0
2014,"Trumbull County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tucker County, WV",0,0,0,0
2014,"Tulare County, CA",5,2.8,30,17.2
2014,"Tulsa County, OK",14,5.3,75,30.3
2014,"Tunica County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tuolumne County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Turner County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Turner County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tuscaloosa County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tuscarawas County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tuscola County, MI",0,0,0,0
2014,"Twiggs County, GA",0,0,0,0
2014,"Twin Falls County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Tyler County, TX",0,0,0,0
2014,"Tyler County, WV",0,0,0,0
2014,"Tyrrell County, NC",0,0,0,0
2014,"Uinta County, WY",0,0,0,0
2014,"Uintah County, UT",0,0,0,0
2014,"Ulster County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Umatilla County, OR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Unicoi County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, IN",0,0,0,0
2014,"Union County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, NJ",25,10.6,64,29.2
2014,"Union County, NM",0,0,0,0
2014,"Union County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, OR",0,0,0,0
2014,"Union County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, SC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Union County, TN",0,0,0,0
2014,"Union Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Upshur County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Upshur County, WV",0,0,0,0
2014,"Upson County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Upton County, TX",0,0,0,0
2014,"Utah County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Uvalde County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Val Verde County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Valdez-Cordova Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Valencia County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Valley County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Valley County, MT",0,0,0,0
2014,"Valley County, NE",0,0,0,0
2014,"Van Buren County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Van Buren County, IA",0,0,0,0
2014,"Van Buren County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Van Buren County, TN",0,0,0,0
2014,"Van Wert County, OH",0,0,0,0
2014,"Van Zandt County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Vance County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Vanderburgh County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Venango County, PA",0,0,0,0
2014,"Ventura County, CA",9,2.5,44,12.8
2014,"Vermilion County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Vermilion Parish, LA",0,0,7,30.2
2014,"Vermillion County, IN",0,0,0,0
2014,"Vernon County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Vernon County, WI",0,0,0,0
2014,"Vernon Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Victoria County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Vigo County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Vilas County, WI",0,0,0,0
2014,"Vinton County, OH",0,0,0,0
2014,"Virginia Beach City, VA",9,4.7,54,29.6
2014,"Volusia County, FL",18,7.9,67,31.3
2014,"Wabash County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wabash County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wabasha County, MN",0,0,0,0
2014,"Wabaunsee County, KS",0,0,0,0
2014,"Wadena County, MN",0,0,0,0
2014,"Wagoner County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wahkiakum County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wake County, NC",28,6.6,125,31.7
2014,"Wakulla County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Waldo County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Walker County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Walker County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Walker County, TX",0,0,14,37.7
2014,"Walla Walla County, WA",0,0,0,0
2014,"Wallace County, KS",0,0,0,0
2014,"Waller County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wallowa County, OR",0,0,0,0
2014,"Walsh County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Walthall County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Walton County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Walton County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Walworth County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Walworth County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wapello County, IA",0,0,0,0
2014,"Ward County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Ward County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Ware County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Warren County, GA",0,0,0,0
2014,"Warren County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Warren County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Warren County, IN",0,0,0,0
2014,"Warren County, KY",0,0,Data suppressed,Data suppressed
2014,"Warren County, MO",0,0,0,0
2014,"Warren County, MS",0,0,5,26.9
2014,"Warren County, NC",0,0,0,0
2014,"Warren County, NJ",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Warren County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Warren County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Warren County, PA",0,0,0,0
2014,"Warren County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Warren County, VA",0,0,0,0
2014,"Warrick County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wasatch County, UT",0,0,0,0
2014,"Wasco County, OR",0,0,0,0
2014,"Waseca County, MN",0,0,0,0
2014,"Washakie County, WY",0,0,0,0
2014,"Washburn County, WI",0,0,0,0
2014,"Washington County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, CO",0,0,0,0
2014,"Washington County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, IA",0,0,0,0
2014,"Washington County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, KS",0,0,0,0
2014,"Washington County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, OH",0,0,0,0
2014,"Washington County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, OR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, RI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, TN",5,9,8,15.2
2014,"Washington County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, VA",0,0,0,0
2014,"Washington County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washington County, WI",0,0,0,0
2014,"Washington Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washita County, OK",0,0,0,0
2014,"Washoe County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Washtenaw County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Watauga County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Watonwan County, MN",0,0,0,0
2014,"Waukesha County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Waupaca County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Waushara County, WI",0,0,0,0
2014,"Wayne County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wayne County, IA",0,0,0,0
2014,"Wayne County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wayne County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wayne County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wayne County, MI",72,9.3,288,41.3
2014,"Wayne County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wayne County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wayne County, NC",5,9.5,9,18
2014,"Wayne County, NE",0,0,0,0
2014,"Wayne County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wayne County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wayne County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wayne County, TN",0,0,0,0
2014,"Wayne County, UT",0,0,0,0
2014,"Wayne County, WV",0,0,0,0
2014,"Waynesboro City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Weakley County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Webb County, TX",10,9.6,25,25.9
2014,"Weber County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Webster County, GA",0,0,0,0
2014,"Webster County, IA",0,0,0,0
2014,"Webster County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Webster County, MO",0,0,0,0
2014,"Webster County, MS",0,0,0,0
2014,"Webster County, NE",0,0,0,0
2014,"Webster County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Webster Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Weld County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wells County, IN",0,0,0,0
2014,"Wells County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"West Baton Rouge Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"West Carroll Parish, LA",0,0,0,0
2014,"West Feliciana Parish, LA",0,0,6,65.2
2014,"Westchester County, NY",28,6.6,96,24.7
2014,"Westmoreland County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Westmoreland County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Weston County, WY",0,0,0,0
2014,"Wetzel County, WV",0,0,0,0
2014,"Wexford County, MI",0,0,0,0
2014,"Wharton County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Whatcom County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wheatland County, MT",0,0,0,0
2014,"Wheeler County, GA",0,0,0,0
2014,"Wheeler County, NE",0,0,0,0
2014,"Wheeler County, OR",0,0,0,0
2014,"Wheeler County, TX",0,0,0,0
2014,"White County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"White County, GA",0,0,0,0
2014,"White County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"White County, IN",0,0,0,0
2014,"White County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"White Pine County, NV",0,0,0,0
2014,"Whiteside County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Whitfield County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Whitley County, IN",0,0,0,0
2014,"Whitley County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Whitman County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wibaux County, MT",0,0,0,0
2014,"Wichita County, KS",0,0,0,0
2014,"Wichita County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wicomico County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wilbarger County, TX",0,0,0,0
2014,"Wilcox County, AL",0,0,0,0
2014,"Wilcox County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wilkes County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wilkes County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wilkin County, MN",0,0,0,0
2014,"Wilkinson County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wilkinson County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Will County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Willacy County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Williams County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Williams County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Williamsburg City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Williamsburg County, SC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Williamson County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Williamson County, TN",0,0,5,6.2
2014,"Williamson County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wilson County, KS",0,0,0,0
2014,"Wilson County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wilson County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wilson County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Winchester City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Windham County, CT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Windham County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Windsor County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Winkler County, TX",0,0,0,0
2014,"Winn Parish, LA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Winnebago County, IA",0,0,0,0
2014,"Winnebago County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Winnebago County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Winneshiek County, IA",0,0,0,0
2014,"Winona County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Winston County, AL",0,0,0,0
2014,"Winston County, MS",0,0,0,0
2014,"Wirt County, WV",0,0,0,0
2014,"Wise County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Wise County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
