Drugs,Reasons,Reviews,Date Posted,Ratings,Source
Biktarvy,HIV,I was diagnosed in mid March. My viral load was a little over 1 million. My cd4 was 42. In one month viral load went down to 1700 and cd 4 to 214. Huge drop. I’m undetectable  for the last 6 weeks . Dr looks at cd4 this week. Fingers crossed.  I’ve had no side effects. Feel great.  It’s a miracle drug for me,2019-10-08,10.0,drugs.com
Biktarvy,HIV,Diagnosed in 06/2018. Started on Genvoya and switched to try this medicine due to the fact you can take it with or without meds. First couple of days have been a little rocky if side effects persist. I will switch back to Genvoya,2019-10-07,,drugs.com
Biktarvy,HIV,"I was diagnosed with HIV on the 25th of August 2019. 
My CD4 was 208 Cells and my VL was over 10 million. 
I started using Biktarvy on the 3rd of September and on the 25th of September so only 22 days after my results came back. My CD4 went up to 697 Cells and my VL went down to only 3600! This is just amazing. 
When I started using Biktarvy I had side effects like foggy head, had muscle pain usually on the legs and a lot of sweating at night while sleeping. 
This went all away after appx. 2 weeks. Time to time I still feel tired and have a foggy head but apparently it is normal.",2019-10-07,9.0,drugs.com
Epzicom,HIV,"taking this combo for 2 months now together with rezolsta
(darunavir/cobicistat)
feeling nausea dizzy have severe rash (not sure from meds tho) and gained weight.
All these HIV meds have terrible side effects but seem to keep you alive.",2019-09-01,7.0,drugs.com
Epzicom,HIV,"Epzicom (abacavir / lamivudine): My wife and I have B\been on  Epzicom since 2000 along with viramune, it   works , no side effects, we take the generic.  I don't understand why Drs keep prescribing expensive new stuff , when old stuff works fine.",2019-08-10,10.0,drugs.com
Epzicom,HIV,"Epzicom (abacavir / lamivudine): Epzicom, Reyataz AND Norvir triple combination.  It is expensive, but ALL hiv medications are expensive and there are programs to help pay for the medicine if you have a low wage since most of these HIV medicines cost between $3000 and $10000 or more. This one in combination with Reyataz and Norvir has brought my CD4 level up to 1100 and an undetectable viral load. I do have side effects from the 3 medications, such as nausea and lethargy, but I take Marinol/Dronabinol to take away the nausea.  I am happy with my CD4 count and viral load on this combination of medicines to fight my HIV/AIDS infection.",2013-08-16,10.0,drugs.com
Epzicom,HIV,"Epzicom (abacavir / lamivudine): I've used this since first diagnosed and starting HAART in 2004, and it's worked extremely well:  my numbers have never been below 1200 since 3 months after stating it.  I first used it with Sustiva, and now use it with Isientress.",2013-03-16,10.0,drugs.com
Epzicom,HIV,Epzicom (abacavir / lamivudine): I started taking Epzicom almost 2 years ago when I found out I had HIV. And my blood count has been going up and I have been feeling GREAT!,2013-03-12,10.0,drugs.com
Epzicom,HIV,Epzicom (abacavir / lamivudine): I just started this medication.. I do labs again in 3 weeks. We will see then. So far I have had no side effects.,2010-12-17,,drugs.com
Sustiva,HIV,Sustiva (efavirenz): Started on Atripla but after 3 months the dizziness and nausea was too much to bear. Changed to trivada and reduced to 400 mg sustiva and the side effects disappeared. Only slight lightheaded which resolved during the day. Sustiva works but 600 mg is too much. 400 mg was found to work just as well and with less side effects. The only problem is having to take three pills at once as sustiva only comes in 200 mg tabs. Encore study shows reduced dosage works just as well.,2016-08-26,7.0,drugs.com
Sustiva,HIV,"Sustiva (efavirenz): The binder change several years ago caused internal bleeding, severe bloating, complete loss of appetite as well as liver, kidney & pancreas issues.  It was so bad I was in bed 24/7 for several years.  I had to change doctors to change the medication and everything improved immensely.
The Mayo Clinic wrote about this reaction.",2016-05-23,1.0,drugs.com
Sustiva,HIV,"4th month on this drug and i have never cried or think about killing myself, but yes, it really gets me depending on my mood i think. There are nights where i dont feel anything and others where i get drowsy, confused and cannot concentrate in anything. Some dreams can be really inmersive too.",2015-07-18,8.0,drugs.com
Sustiva,HIV,"This drug makes me dizzy and light headed in about 5 hrs after. That is why that you take it at bedtime when you can and always on a empty stomach. The amount 600 mg in Atripla is not necessary for the same medical effect. The latest study in The Lancet, showed that 400 mg a day as working just as well as 600 mg with less side effects. Also CD4 counts are slightly improved on 400 mg vs 600 mg as well. I take 400 mg a day and I have experienced a marked improvement in being able to tolerate this drug and reduce my dizziness and light headed and possible nausea with the vertigo. I take this with one truvada a day.
Reference:
Lancet 2014; 383: 1474%u201382
Published Online
February 10, 2014
http://dx.doi.org/10.1016/
S0140-6736(13)62187",2015-06-19,6.0,drugs.com
Sustiva,HIV,"Sustiva (efavirenz): Was on it for years before I developed resistance to it. MUST be taken at night to minimize side effects. Bad depression, confusion, random crying spells, feeling helpless, suicidal thoughts (& no I've never had it prior or after I stopped this medication).  It does get better as the med levels out but the first couple weeks are torture! In a grocery store I sat on the floor crying because 3 things on my list were on the same isle. I've never experienced anything like that in my life!",2015-02-02,4.0,drugs.com
Sustiva,HIV,"Sustiva (efavirenz): This is my 4th day on Sustiva. I've experienced drowsiness, mental confusion, anxiety and sleeplessness. I have to get used to not eating before taking as eating prior to, only makes those symptoms worse. I've developed a habit of bumping into things and when I drive, I'm not driving as I usually do, it's a little bit over the road, so be cautious with heavy machinery. The symptoms usually die down within 2 hours of my awakening and I feel somewhat like my old self. Like I said, it's only been 4 days, so hopefully, these symptoms will subside as I continue to partake. I definitely do not recommend drinking anything other than water with this medicine. The effects are way too powerful. One last thing, be careful with your steps, I fell at work.",2012-01-08,8.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): Truvada/Issentress.
Was diagnosed in June 2018 after a routine health MOT at the GP surgery. mortified but understandable due to partying hard in Thailand - I'm straight -  so with the ladies.
Within 1 month  on Truvada/Issentress  Iwas undetectable and CD4 count was getting better. I am experiencing all the side effects listed on the info sheet, but mainly dizziness, night sweats, muscle aches, insomnia, but worst is insane itching in the groin area that wont go away.
I now am going to see the specialist to change the meds to a 1 day pill routine.
Possibly Juluca (dolutegravir and rilpivirine)
Still feel positive for the future though.",2019-05-15,7.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): I have taken Isentress & Truvada for 7 years now. I switched out the Truvada for Descovy 1 year ago. Never had any SEs. I also had HepC so I do have liver damage (cured 3 years ago). I am switching to Biktarvy next month as it is suppose to be a cleaner med and it is ONCE A DAY DOSING!!!! Isentress saved my life and now I am waiting on the cure. BTW, I am 62 years old and have been + since 1990. My CD4s didn't start dropping until 9 years ago, so my body did a good job fighting off the virus.",2018-03-10,10.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): 
RO: isentress 1 × 2 cpr./zi
       Kivexa 1 × 1cpr./zi
In ARV onset of onset.
Headache, difficulty in breathing, feeling of claw in the heart area with diffuse stomach pain and reduced appetite. The presence of diffuse pain in the pulmonary area accompanied by difficulty in breathing and dyspnoea at rest. TA fluctuating values ​​between 160/80 max and 100/84 min. Urine discoloration, fat accumulation in the abdomen. Rare feeling of pronounced weakness and deterioration of concentration.
Without laboratory specifications (second month of new patient treatment)",2017-06-16,6.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): Great medication! Zero side effects so far, and it (along with Truvada) took me from a viral load of 65,000 to undetectable in just a month. This is a miracle drug for me.",2015-05-22,10.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): Came off Atripla due to slight potential for resistance to the part that affects the CNS. So having resistance testing done can pay off..Plus I had real problems sleeping when taking Atripla. I was only on Atripla for about 5 weeks while awaiting resistance test results. then within 30 days on the new Isentress and Truvada my Viral Load went from 45,000 to 125 and my CD4 up from 670 to 1,000 plus. So Atripla helped get me there but the new treatment has no side effects on me. I now sleep so well. Bliss! While I get the medicine for about $40 per month in Australia I have to get BOTH Truvada and Isentress total $80. It is very expensive if I am caught short working on a project overseas, like $500..for a months supply.",2014-05-19,9.0,drugs.com
Isentress,HIV,Isentress (raltegravir): I have been POZ for 6 years.  In the beginning nothing seemed to work and all the side effects destroyed my quality of life.  Three years ago I argued with my doctor and told him I was tired of conventional therapy that only made me sick and allowed my viral load to slowly get worse.  I had to somewhat stubbornly tell him I wanted Insentress along with Intelence and as a concession to him agreed to add Kaletra. My Viral load went undetectable  in 90 days and has remained there all with zero sides.,2014-01-30,10.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): I've been taking Isentress for over 5yrs. I've been undetectable for approximately 3yrs. While my HIV seems to be under control, I'm finding some of the side effects are hindering my quality of life. I'm in pain every day. I've lost just about all of my body mass in the leg, arms and hip areas.  I have extreme body fat in my stomach and abdominal region, also have an increase in fatty deposits in my uppermost back just below my neck.  No matter how much weight I lose the stomach area remains the same. I'm a female who was once curvy and now I look deformed.",2013-11-25,5.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): I started Isentress twice a day along with Truvada once a day and my HIV Load was 28,000 and CD4% 31%. After 40 days my HIV load is <20 and CD 4% 32.7. Excellent improvement considering I have experienced ZERO side effects and all other lab work came out well. I am 49 yrs old and very active.",2013-08-29,10.0,drugs.com
Isentress,HIV,Isentress (raltegravir): Works great.  No problems.,2013-03-16,10.0,drugs.com
Isentress,HIV,"I am having a lot of headaches, usually morning and night, and am having a lot of weakness. I've also been nauseous and lightheaded. It's very frustrating but it's only been 2 weeks so I'm anxious to see if it gets better.",2012-07-01,6.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): So far, my experience has been a good one.  This is my first time being on any medication and my biggest fear was the possible side effects.  I have had a slight headache (once or twice), and dizzy a few times.  I will take these side effects any day over some of the ones I've seen from other patients. Overall it has been a good experience!",2012-06-19,10.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): Very easy for take, no side effects. Great anti-HIV medicine.",2011-09-30,10.0,drugs.com
Isentress,HIV,"Isentress (raltegravir): I had a horrible experience with Isentress.  I felt lousy and developed fevers.  Once the fevers started I began having trouble urinating.  That progressed to not being able to urinate at all.  I had to be seen in the ER to be catheterized.  Once I stopped taking Isentress the fevers went away, the catheter was removed and I can urinate normally. ",2011-01-18,,drugs.com
Isentress,HIV,Isentress (raltegravir): I am so happy today because I was pregnant and it was 50/50 either my baby can also have it. I'm on my seventh month but with the help of my therapy I took the medicine seriously and now I have my baby and he is negative and I look good too. If I don't tell you am sick with HIV you will never know.,2010-04-22,7.0,drugs.com
Isentress,HIV,Isentress (raltegravir): Fantastic so far. Relief of side effects almost immediate. Two smaller pills instead of four larger ones. Still waiting for first post-change blood test.,2009-12-31,9.0,drugs.com
Isentress,HIV,Isentress (raltegravir): Awesome. Very easy to tolerate and works great.,2008-12-16,10.0,drugs.com
Prezista,HIV,Prezista (darunavir): I just started this med and I have side effects as of now.I will keep you guys posted,2016-10-13,,drugs.com
Prezista,HIV,Prezista (darunavir): Prezista is the best I have ever had. It has some side effects but is good. I feel a lot healthier than I did before I start taking them.,2010-12-14,10.0,drugs.com
Prezista,HIV,Prezista (darunavir): Caused quite severe gastro intestinal issues for me,2010-07-24,3.0,drugs.com
Prezista,HIV,"My doctor has just switched me from Atripla, with Sustiva in it to Darunavir. The bliss of no side effects is wonderful. I do not mind taking four tablets rather than one if it gives me back a quality of life which, after 3 days, Darunavir does.I can now sleep, eat, and function under Darunavir. Would recommend to anyone experiencing problems with Sustive/Atripla to consider this drug.",2010-02-17,8.0,drugs.com
Prezista,HIV,"Prezista (darunavir): Far fewer side effects than previous combinations I have been on, meaning a huge improvement in my day-to-day life.  CD4 count has rocketed while on Darunavir/Prezista!",2009-11-15,10.0,drugs.com
Tivicay,HIV,Tivicay (dolutegravir): I switch to Tivicay and Descovy about a year ago and T cells have gone from 481 to 279!,2020-02-08,1.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): I've been on it for 9 months and finally got past the insomnia by taking it in the morning, but it makes me so tired and my arms and shoulders ache like never before. I've asked my doc about it, but nothing is coming back in the blood work, so it's got to be a neuro side effect. It's working well and keeping me undetectable in combination with Descovy, but it's a real struggle to maintain a full-time job. I sure didn't experience these symptoms when I was on Prezista/Norvir/Truvada.",2019-11-21,6.0,drugs.com
Tivicay,HIV,I have been on delutogravir for 6 months. I have no side effects but the only thing I have noted is fat gain around my waist and loss of my hips. I am 48 yrs and going through menopause and I don't know if this is because of that or its the side effect of delutogravir,2019-08-17,9.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): Swapped from Atripla  to Tivicay and Truvada all was ok for first six months but slowly I became more and more 
tired, legs hurt, palpations at times, felt exhausted, so asked to go back to Atripla.  I feel so much better on Atripla,so will stay on it.",2019-02-10,,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): I was Tivicay for 12 weeks. The worst drug I had ever been on. Arms and legs were painful. Heart palpitations, loss of appetite, weight loss. Overall feeling of not feeling well. I quit taking it and two days later felt better. This drug is hard on people over 50. Never again!",2018-07-28,1.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): I have been on Tivicay for about 2 weeks and I am experiencing water retention really bad in my legs. I will not be taking any more of this drug, I am going back to my Truvada I was not dealing with this when I was taking that drug",2017-11-11,6.0,drugs.com
Tivicay,HIV,"I was recently switched over to tivacay and devoscy. I had been taking truvada, reyataz and norvir for over 10 years with no problems or resistance. It hasn't even been a month and I have formed a large mass on the back of my neck. It is causing strain in my shoulders and is very uncomfortable when turning my head. I am young and I know this sounds petty but it is very unattractive. my doctor switched me with concerns of kidney problems from truvada. Well this new regimen can cause liver problems. I want to go back to my old medicine",2017-09-04,4.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): I am on Tivicay and Descovy now for 2 months ,I swapped from Atripla after 7 years on Atripla, this combination is the easiest I ever taken, only thing I noticed was I was constipated for 4 days on starting,totally normal now.
If your considering this swap go for it,I love this combo..",2017-07-26,10.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): I have been on Descovy + Tivicay for 2 weeks and have almost zero side effects, besides a little  diarrhea for the first three days. I'm looking forward to my results in a week.",2017-07-19,10.0,drugs.com
Tivicay,HIV,Tivicay (dolutegravir): Was taking truvada and 400 mg sustiva but could not get my viral down beyond 180-200. Got off Sustiva and went on Tivicay/Truvada and within one month my viral load dropped to 70 and my cd4 rose to over 300 for the first time. Now my cd4 is up to 340 from 280 and my viral load is down to 40. Getting off of sustiva was the best decision I ever made. No more side effects and no more worrying about eating and taking med. Two pills a day is all that I take. I'm very pleased and have zero side effects and am finally very close to undetectable.,2017-02-19,10.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): Got from VL120000 to undetectable in just a month, take it with Truvada once a day (I don't mind taking 2 pills a day at all), CD4 went from 530 to 980, a great combination for me with almost no side effects (was having some mild headaches, they are gone now). It's been 2 months since I started and I feel much better now, gained about 10lbs back. You must NOT wait to start your treatment, there is no benefit to it, don't let the virus kill your brain cells, destroy your immunity system, start ASAP. I just wish I could have started sooner (insurance problems, the drugs are way too expensive). Good luck!",2015-12-15,10.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): In May 2015, I was put on Tivicay, Epivir, & Viread, after years of struggling to be compliant with other regimens. My doctors are very happy with the results. In 2 months, the cd4 count went from 37 to 138. The viral load went from 35000 to undetectable. I've noticed no side effects from this regimen. I'm anxiously awaiting the next cd4 cell count.",2015-07-24,10.0,drugs.com
Tivicay,HIV,"Switched to this medication after Raltegravir due to adherence issues and couldn't have asked for better! No side effects (same as raltegravir), only have to take it once a day with my Truvada which makes my life a lot more manageable. My counts are still stable; VL 40 CD4 1430 and CD4% 47. In a nutshell if you're struggling with adherence but Stribild isn't an option then I reccomend this to anyone.",2015-07-22,9.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): Though highly effective on what it needs to do, the side effects for me were not worth taking this medication. I'm a non-smoker, non-drinker, no drugs and eat healthy with regular exercise. Before taking this (in combination with Truvada) I was bursting with energy and in the course of six months it seriously took the life and joy out of me. Waking up unrefreshed and feeling numb and exhausted and snappy. Been off Tivicay for a few days now and started Stribild. Feel so much better, happier and energetic.",2015-04-11,3.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): I've been on Tivicay for about 5 months now.   I have more energy and no common side effects except for two very important ones to me.  

The first one is the wasted look on my face.  I began to notice this a about month a go.  My cheeks have becomes more hollow, I'm terrified to think what they'll look like a year or two from now.  I just don't want to be prejudice against for having HIV. 

The second problem is my liver.  My recent blood test showns that it's 50% above normal.  I don't drink, smoke, I don't know what to do now.  I don't want to end up having to go to dialysis weekly.",2014-10-31,8.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): I have been on Tivicay for close to 4 weeks now. I was previously taking Atripla for about 5 years and we switched to Tivicay. I have not been feeling so well on this. I experience headaches frequently, faintness, and moments of memory loss. I am switching this medicine as soon as possible",2014-09-22,6.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): Started to Tivicay and Epzicom on May 6th. Viral load was 200,000 and CD4 was 208. After 6 weeks my viral load was 367 and CD4 was 337. Doctor said it was working very well and I don't have to go back for Labs until September.  The first 2-3 weeks were pretty rough with diarrhea, headaches and very low energy, but I'm feeling a bit better now. I was freaked out that the test did not come back as undetectable, but I asked my expert doctors and they said my results have been superb so far. I think people get hung up on being undetectable very quickly. If you start with a high viral load above say 100,000 it can take a few months to reach undetectable.",2014-07-15,9.0,drugs.com
Tivicay,HIV,"Tivicay (dolutegravir): Better option for my patients that cannot take STRs or for those patients that  I would not start on STRs due to potential issues with compliance, easy to add to either NRTIS regimen, once daily is better for compliance",2013-10-23,9.0,drugs.com
Viramune,HIV,Developed a rash all over my body with fever. (Allergic reaction).  Had to stop taking this medication.,2016-12-14,1.0,drugs.com
Viramune,HIV,This has been good for me.,2011-03-26,8.0,drugs.com
Reyataz,HIV,"Reyataz (atazanavir): I have been on this drug for five years and have had no problems. Since being on it, my cholesterol levels have drastically reduced, although I am on lipid lowering drugs as well. It is certainly better than Kaletra",2009-05-29,10.0,drugs.com
Combivir,HIV,Its a good medication for treating HIV never had a problem and it was well tolerable with no side affects.,2014-08-25,10.0,drugs.com
Combivir,HIV,Well it's kept me alive for 13 years with the combination of crixivan. I've haven't had many side effects and it's kept my t cells at over 1000 and undetectable. Thank you for this wonderful drug.,2010-01-16,10.0,drugs.com
Prezcobix,HIV,"I switched from epzicom,rayataz,norvir, to epzicom,prezcobix. So far i got itchy rash on my arm my viral load has gone up. gives me insomnia swollen legs , back pain , realy bad insomnia . i would not recomend this to anyone . the original reg i was on just gave me insomnia so i am going to switch back and hope my viral load goes back down.",2016-05-20,1.0,drugs.com
Prezcobix,HIV,"This made me break out in broken blood vessels that became swollen. My lower extremities began swelling up first, I had had issues with swelling in my legs before so I though that was it, but it became much worse than I had ever experienced. It spread to my arms. I got red and blotchy and itchy. At that time after a week and a half of misery, I realized it was the drug. My previous treatment worked fine, I don't know why they had me switch. I assume to try out the new drug. I've learne my lesson if it ain't broke don't fix it",2015-11-26,1.0,drugs.com
Prezcobix,HIV,"Just started on Prezcobix.  My Dr. moved me off of Isentress because it was causing me joint pain.  Usually I've done really well on my HIV meds. Been taking them since 1996.  Just getting started on this one though.  They are large, but sort of flat so somewhat easy to swallow.  Just pay attention to how you swallow them.  No side effects while first starting, so I was glad of that.  I'll do another review after I've been on it for more than 7 months to a year.  Thanks",2015-07-23,10.0,drugs.com
Odefsey,HIV,"I did 6 years of Atripla, 2 years of Complera and now I switched to Odefsey 1 month ago. Complera was already great with me, just one side effect the gas. Every time I took it after 2h I would start to feel bloated. I was hoping that this effect will change with Odefsey but it stayed (I maybe need to wait more). Anyway if you also have gas problem, try to really not eat POTATOES anymore. You will still have gas but at least they don't stink :) (if someone has an other tips please share it)",2018-08-21,10.0,drugs.com
Odefsey,HIV,"I started  Complera  in 2007 with VL of 3000 & cd4 of 520 I had no side effects at all.  I was advised to switch to Odefsey because the TAF was better for the liver. In the last year I’ve had every side effects you can think of from dizziness, to headaches, to chest pain  and crescendoing with  astronomical cholesterol levels   Total cholesterol  +92 points, HDL -10, +120 triglycerides +65 LDL, non-HD +92.  I have no family history with cholesterol, I’m active and eat healthy. I would recommend to anyone that they Don’t take Odefsey.",2018-06-10,1.0,drugs.com
Odefsey,HIV,"I was diagnosed in July of 2017, and immediately started on ODEFSY the following month. After 3 month I was undetectable. Very little side effects, I had headaches for a few weeks. However I took aleve to get rid of it. I feel really good now 6 months later",2018-02-22,9.0,drugs.com
Odefsey,HIV,"Five years on Atripla.   Though was very beneficial to my health, the side effects were a serious problem.  They say your body will get used to it and eventually the side effects will go away.  But for me, side effects never subsided.  Been on Odefsey now for 1 year.  Best medicine for me.  Zero side effects, and I mean NONE.  My numbers have been perfect throughout the Atripla experience and continue to be maintained with Odefsey.",2017-04-11,10.0,drugs.com
Odefsey,HIV,"I started Complera and Tivicay in July 2015 after 10 years without meds (VL 8,000 & CD4 450 when I started), and switched to Odefsey and Tivicay in May 2016. I didn't realize how much I'd appreciate taking the smaller Odefsey pill every day.  The first few months on Complera, I often felt cloudy and got tired easily. I suspect that was a side effect. I don't really have that issue now. I was reluctant starting meds due to possible side effects, but actually my quality of life improved. Without meds I had daily upset stomach issues, but those disappeared immediately after I started.  If you're on insurance, be sure to get the Gilead co-pay card.  It'll cover your deductibles and co-pays.",2016-06-18,10.0,drugs.com
Viramune,HIV,"I've been taking this along with Truvada for about eight years. The ONLY apparent side effect was that bright lights and white things appeared more vivid and bright for a few hours after taking the tablets. It's a weird one but I recently had to change to a new regime as I went from 8 years undetectable to around 500 viral load and the brightness thing has gone. I've been quite unenthusiastic for the last 3-4 years so I'll be interested to see if that was caused by the Nevirapine/Truvada. I will write another review in a couple of months.... UK, NHS so no charge. Thank goodness for the NHS.",2019-11-16,10.0,drugs.com
Viramune,HIV,"Both wife and I have been on  nevirapine Med since 2000 and it works, no side effects. We take the generic...  Highly recommend...",2019-08-10,10.0,drugs.com
Viramune,HIV,Viramune (nevirapine): Developed a rash all over my body with fever. (Allergic reaction).  Had to stop taking this medication.,2016-12-14,1.0,drugs.com
Viramune,HIV,"I have been on nevirapine along with two other drugs for almost 20 years.  I have had *no* side effects from nevirapine.
I would rate it 5 stars except for having to do the lower initial lead-in dose, which is VERY IMPORTANT to prevent an allergic reaction to this drug.",2016-06-27,9.0,drugs.com
Viramune,HIV,Viramune (nevirapine): This has been good for me.,2011-03-26,8.0,drugs.com
Trizivir,HIV,I was diagnosed back in 2008 and have been on Trizivir since. My specialist mentioned it is not the newest medicine but it does the trick. One and a half years after starting it I was undetectable and have been since.,2014-09-06,9.0,drugs.com
Kaletra,HIV,"Kaletra (lopinavir / ritonavir): Kaletra and Truvada helped raise my t cell count from 200 to in the 600s

But the side effects felt were immediate bloating of the stomach. And high cholestrol an tryglyceride levels",2018-10-30,7.0,drugs.com
Kaletra,HIV,"Kaletra (lopinavir / ritonavir): Since I've been changed to Viread/ Epivir/ + Kaletra, my viral load has remained constantly Undetecable for ~4 Yrs;  my T-cell count went from 210 to 325 very quickly; in the last year, with no changes to anything my V-load remains undetectable & my T-cell count has soared to 725!!!  Sounds fantastic.  However, during this same period of rapid TC rise I have slowly become more & more tired, weak, & my bones ache from head to toe.  I no longer have the strength to ride my horse or even do the yard work.  My Doctor believes I may be suffering from Lactic Acidosis.  But he is convinced that it is because of the Viread ~ NOT because of the Kaletra.  I will now be replacing Viread with Abacavir & CONTINUE taking Kaletra.   Hope it works.",2009-10-04,8.0,drugs.com
Kaletra,HIV,Kaletra (lopinavir / ritonavir): I have been undetectable for a long time.,2008-11-24,10.0,drugs.com
Kaletra,HIV,"Although I have only been on Kaletra for a short time, side effects have been minimal.  The once daily dosage is easy to comply with.  Being able to take the pills with or without food is also convenient.",2008-09-04,8.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Great pills! Im useing Tmq from 2017. My CD4 is 1200 and viral load is 0. In the beginning it was 100 000, and after 1 month it was 0. My CD4 was 200 and after 1 year of usein Tmq it was completely recovered, 1200, and it is like that for last 2 years. I have very dry skin and sometime sleeping problems.",2020-02-29,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Been on Triumeq for a week now and I'm not 100% happy. My last meds stopped working even though I had 100% adherence. Since taking Triumeq I've not slept properly (taking me ages to fall asleep and then waking during the night and taking a long time to go back to sleep) and I'm someone who normally sleeps like a kitten. The other thing I've noticed is really itchy skin: face, neck, torso, legs....no rash, just constant itchy feeling. I've had a couple of dizzy spells one of which made me panic and my heart rate went up to 134 (I was just washing the dishes!). I'll stick with them as one week is too short a time to decide if I can live with the side effects or if they are just temporary. I'll post again in a few weeks.",2019-11-19,5.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I started this medication with a VL of 16000 and CD4 451. It didn't cause me any side effects (so far), and after two months I reached undetectable and a CD4 of 668.",2019-08-21,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I took Triumeq from early 2016 to early 2017. Although it kept my viral load undetectable, I suffered serious side effects: Bizarre dreams, burping and acid reflux, and serious heart diseases. It caused irregular heart beats, and my heart rates went up to 200 beats per minute when I did light exercises (elliptical) which caused blood pressure to drop so low I collapsed. I also experienced blackout for a brief second several times a day, during walking, sitting, and out of nowhere. I also developed a stenosis on my artery, it's fat buildup in my main blood vessel on my neck that caused my blood flow to drop to 40-50% of normal. And if the fat gets detached and goes into my brain, I will have a stroke. Cardiologist said I should not have heart problem because there is no history of heart disease in my family, and I am not overweight, and this problem only started after taking Triumeq. So doctor changed medication to Descovy + Tivicay, and all the aforementioned side effects went away.",2019-06-16,2.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I found I am HIV positive by the end of August 2018 and back then had VL over 1 million (really high) and CD4 around 650 (30%) and I started the treatment with Triumeq by the end of October. For the first month I was taking Triumeq before going to bed and I experienced all side effects related with the central nervous system such as insomnia, headache, tiredness, unfocused etc. By the end of November the VL has drooped to 650k and  CD4 went up to 1000 (40%). Despite the side effects that were clearly affecting my daily life both personal and professional because I was all the time tired and sleepy, the doctor and I agreed that I'd give one more month to Triumeq switching it to the mornings. It literally solved all the side effects I haven't experienced any of them since I started taking the pill in the morning. At the beginning of January 2019, around 2/2.5 months after starting the treatment, I'm undetectable and in March I had again CD4 count and was still in good level - 1050 (43%).",2019-06-09,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Was HIV diagnosed April 1st 2019 
My CD4 was at 650 and my viral load was 118.000 after 4 weeks of using Triumeq my viral load is now only 30 :) they didn't re test my CD4 due to it being at 650 :) no side affects either, a little bloated at times but nothing major. I work out 5 times a week and believe this helps a lot. ",2019-05-22,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I found out that I'm HIV positive on March 2019. Since my CD4 was at 67 Cells, and my VL at 42.000, my Doc started immediately with Triumeq. After a Month, I was undetectable. I don't know, how my CD4 has risen, but I have nearly no side effects. I take it in the morning, and I feel a bit of fatigue, but nothing else. I'm paying 10 Euro per 30 tablets, my insurance covers.",2019-04-25,9.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Triumeq is a good treatment,  no side effect except for appendicitis which was a  few months after start taking the tablet.  I got appendicitis  and there have been a few similar cases. Apart from this no other sides effects  first treatment, and year next month ,  undetectable after 2  months start taking",2019-03-13,9.0,drugs.com
Triumeq,HIV,Triumeq (abacavir / dolutegravir / lamivudine): The only problem I have is the cost when I get switched to Medicare Part D. My cost at that time will be $725.00 per month for 30 pills.,2019-01-26,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I was diagnosed HIV+ in April 2014, it was about a year until my CD4 count dropped to 500, I tried 1 medication for about a month that made me ill, so I was switched to Triumeq, it's a lot better, but not without its side effects, up to 4 hours after taking I have make sure there is a toilet near as it makes me go pretty quick. I also get headaches and tiredness for up to 2 hours after taking then it's like I just push through it. Overall it's good, I can't complain, I mean what's the other option????...lol, I'm glad medicine is moving on so well.

Rich
United Kingdom",2018-12-04,8.0,drugs.com
