CalcLocation,Name,Address,City,State,Zip,formated_phone,Status,Icon,Type
"18.10296700,-66.13927400",FARMACIA MI FAMILIA,1 Calle Nu̱ez Romeu E,CAYEY,PR,736,787-738-3341,open,small_green,Pharmacy
"18.10296700,-66.13927400",FARMACIA REYES,MUNOZ RIVERA 56 SOUTH,CAYEY,PR,736,787-738-5343,open,small_green,Pharmacy
"18.10296700,-66.13927400",FARMACIA HOSPITAL MENONITA CAYEY,BO RINCON SECTOR LOMAS  CARR 14 KM  12.0,CAYEY,PR,736,787-535-1001,open,small_green,Pharmacy
"18.10296700,-66.13927400",WALMART PHARMACY 10-2721,PLZ CALLE CENTL STATE 1 735,CAYEY,PR,736,787-738-7240,open,small_green,Pharmacy
"18.10296700,-66.13927400",FARMACIA CDT CAYEY,5 CALLE LUIS BARRERAS 174,CAYEY,PR,737,787-738-3674,open,small_green,Pharmacy
"18.10296700,-66.13927400",WALGREENS,CAYEY SHOPPING CENTER CARR 1 AVE JT PINERO,CAYEY,PR,736,787-738-2977,open,small_green,Pharmacy
"18.10296700,-66.13927400",Farmacia Vazquez #2,Carr #1Marginal Km 56.5 Bo Montellanos,Cayey,PR,736,787-738-1444,open,small_green,Pharmacy
"18.10296700,-66.13927400",FARMACIA REY #21,BO. MONTELLANO #4,CAYEY,PR,736,787-694-1200,open,small_green,Pharmacy
"18.25260400,-65.68249400",FARMACIA AVILES,AVE LAURO PINERO 250,CEIBA,PR,735,787-885-2525,open,small_green,Pharmacy
"18.25260400,-65.68249400",SUPER FARMACIA AMERICA,AVE LAURO PINERO 266,CEIBA,PR,7350244,787-885-3010,open,small_green,Pharmacy
"18.33556600,-66.46842700",FARMACIA GLAMAR,18 Calle Palmer,CIALES,PR,638,787-871-4170,open,small_green,Pharmacy
"18.33565100,-66.46858100",FARMACIA ESTRELLA 1,CALLE PALMER 22,CIALES,PR,638,787-871-2155,open,small_green,Pharmacy
"18.33721000,-66.46862700",FARMACIA EXPRESO,CARR 149 KM 9 8 BO HATO VIEJO SECTOR CAMPAMENTO,CIALES,PR,6389661,787-871-3105,open,small_green,Pharmacy
"18.33468300,-66.46855800",FARMACIA KRISTEL,9 Calle Palmer,CIALES,PR,638,787-871-4812,open,small_green,Pharmacy
"18.33721000,-66.46862700",PRYMED MEDICAL CARE INC,CARR 149 KM 13,CIALES,PR,6381427,787-871-0601,open,small_green,Pharmacy
"18.33721000,-66.46862700",SUPER FARMACIA BELLA VISTA,CARR 149 KM 18.0 BO PESAS,CIALES,PR,638,787-871-2305,open,small_green,Pharmacy
"18.18146900,-66.16951900",SUPER FARMACIA SAN JOSE,39 MUNOZ BARRIOS ST,CIDRA,PR,739,787-739-2641,open,small_green,Pharmacy
"18.18146900,-66.16951900",FARMACIA ELSIE,CALLE BARCELO ESQ PADILLA EL CARIBE,CIDRA,PR,739,787-739-7935,open,small_green,Pharmacy
"18.17536000,-66.15988100",FARMACIA DEL CARMEN,CALLE JOSE DE DIEGO 53,CIDRA,PR,7393299,787-739-2151,open,small_green,Pharmacy
"18.18146900,-66.16951900",FARMACIA SAN PABLO,BARCELO 64,CIDRA,PR,7391257,787-739-8300,open,small_green,Pharmacy
"18.18146900,-66.16951900",FARMACIA FARMAHORROS,Local 101 Centro Comercial Villa Del Carmen,CIDRA,PR,739,787-739-3522,open,small_green,Pharmacy
"18.18146900,-66.16951900",FARMACIA EXPRESO,BO CERTENEJAS CARR 172 KM 7 6,CIDRA,PR,739,787-739-3881,open,small_green,Pharmacy
"18.18146900,-66.16951900",WALGREENS #973,ELJIBARO AVE AND PR 172,CIDRA,PR,739,787-739-4351,open,small_green,Pharmacy
"18.18146900,-66.16951900",Farmacia Rabanal,Carretera 173 Km. 6.5 Sector San Jose Barrio Rabanal,Cidra,PR,739,787-739-3870,open,small_green,Pharmacy
"18.09599200,-66.35081000",COOP FARMACIA SANTA TERESITA,CALLE JOSE I QUINTON #25,COAMO,PR,7690536,787-825-1202,not participating,measle_white,Pharmacy
"18.09599200,-66.35081000",FARMACIA BETANCES,JOSE I QUINTON 40,COAMO,PR,7690378,787-825-1268,not participating,measle_white,Pharmacy
"18.09599200,-66.35081000",FARMACIA SAN BLAS,CALLE BOBBY CAPO 9,COAMO,PR,7692408,787-825-1285,open,small_green,Pharmacy
"18.09599200,-66.35081000",BALDORIOTY PHARMACY,CALLE BALDORIOTY #27,COAMO,PR,7690378,787-825-2555,open,small_green,Pharmacy
"18.09599200,-66.35081000",Super Farmacia Amiga,Urb Vista del  Sol Marginal A 10,COAMO,PR,769,787-825-2290,open,small_green,Pharmacy
"18.09599200,-66.35081000",WALGREENS #121,106 CALLE PIEL CAN,COAMO,PR,769,787-803-6802,open,small_green,Pharmacy
"18.09599200,-66.35081000",Farmacia Paola,BO LOS LLANOS CARR 14 KM 26.6,COAMO,PR,769,787-803-4433,open,small_green,Pharmacy
"18.09599200,-66.35081000",FARMACIA RAPIDA,18A Calle Baldorioty,Coamo,PR,769,787-825-7874,open,small_green,Pharmacy
"18.09599200,-66.35081000","PAO'S PHARMACY,INC",2 WILLIE ROSARIO,COAMO,PR,769,787-803-3777,open,small_green,Pharmacy
"18.22495800,-66.21988500",SUPER FARMACIA ROMERO,75 CALLE GEORGETTI ST,COMERIO,PR,7822599,787-875-2255,open,small_green,Pharmacy
"18.22495800,-66.21988500",FARMACIA NUEVA,BDA PASARELL 23 CARR 778,COMERIO,PR,782,787-875-8265,open,small_green,Pharmacy
"18.22495800,-66.21988500",FARMACIA COMERIO,15 CALLE GEORGETTI,COMERIO,PR,7822542,787-875-3550,open,small_green,Pharmacy
"18.22495800,-66.21988500",FARMACIA COOP DOMINGO SANTIAGO,#4 CALLE GERONIMO RIVERA,COMERIO,PR,7822537,787-875-2121,open,small_green,Pharmacy
"18.22495800,-66.21988500",Farmacia Medical Solutions,"Carr,779 Km7.7 Barrio Palomas",Comerio,PR,782,787-875-7016,open,small_green,Pharmacy
"18.30436900,-66.33052500",FARMACIA MODELO,12 CALLE GANDARA,COROZAL,PR,7831926,787-859-3040,not participating,measle_white,Pharmacy
"18.30436900,-66.33052500",FARMACIA MARIE,CALLE SAN MANUEL 1,COROZAL,PR,783,787-859-2729,open,small_green,Pharmacy
"18.30436900,-66.33052500",SUPER FARMACIA COROZAL,CARR.159 CENTRO COMERCIAL VILLAGE,COROZAL,PR,783,939-358-9593,open,small_green,Pharmacy
"18.30436900,-66.33052500",FARMACIA MABEL,Carr. 159 Km. 15.4 Barrio Pueblo,COROZAL,PR,783,787-859-8080,open,small_green,Pharmacy
"18.30436900,-66.33052500",FARMACIA LA SAGRADA FAMILIA,FARMACIA LA SAGRADA FAMILIA 71 CALLE BOU,COROZAL,PR,783,787-859-2995,open,small_green,Pharmacy
"18.30436900,-66.33052500",FARMACIA MARCE,Carr 818 km 0.1 Bo Cibuco BO CIBUCO CARR 818 KM 01,COROZAL,PR,783,787-859-5639,open,small_green,Pharmacy
"18.30436900,-66.33052500",FARMACIA KARIAN,CARR 159 KM 8 4 BO PADILLA,COROZAL,PR,783,787-859-7959,open,small_green,Pharmacy
"18.30436900,-66.33052500",WALGREENS #7521,Esq Sureste Int PR-159 y PR-891 Bo Pueblo,Corozal,PR,783,787-859-5439,open,small_green,Pharmacy
"18.30436900,-66.33052500","ORTIZ MEDICAL PHARMACY, INC.",ROAD 159 KM 12.4,COROZAL,PR,783,787-859-7182,open,small_green,Pharmacy
"18.30436900,-66.33052500","Farma Express,Inc",Plaza del Carmen carr 891 Km 13 barrio Pueblo,Corozal,PR,783,787-859-4444,open,small_green,Pharmacy
"18.30436900,-66.33052500",FARMACIA LA ECONOMIA,CARR 164 G4 URB MARIA DEL CARMEN,COROZAL,PR,783,787-693-0302,not participating,measle_white,Pharmacy
"18.30436900,-66.33052500",Farmacia Yaniz,G4 CALLE 6 URB MARIA DEL CARMEN,COROZAL,PR,783,787-693-0302,not participating,measle_white,Pharmacy
"18.30436900,-66.33052500",Super Farmacia Rodriguez,Calle Bou #41,Corozal,PR,783,787-859-2415,open,small_green,Pharmacy
"18.32373600,-65.29646700",FARMACIA CSC DE CULEBRA,CALLE WILLIAN FONT FINAL,CULEBRA,PR,775,787-742-0001,not participating,measle_white,Pharmacy
"18.45933000,-66.26178700",Farmacia Dorado,269 Calle Mendez Vigo,DORADO,PR,646,787-796-1155,open,small_green,Pharmacy
"18.45996100,-66.26359800",FARMACIA SAN JOSE #4,CALLE MENDEZ VIGO 253,DORADO,PR,646,787-796-1120,open,small_green,Pharmacy
"18.45933000,-66.26178700",WALGREENS,CARR 693 KM 75,DORADO,PR,6464802,787-278-5811,open,small_green,Pharmacy
"18.43606000,-66.28195400",OPTIMA INFUSION PHARMACY,CARR 2 KM 26.2 ESPINOSA,DORADO,PR,646,800-981-0021,open,small_green,Pharmacy
"18.43606000,-66.28195400",WALMART PHARMACY 10-3399,CENTRO COM PASEO DEL PLATA,DORADO,PR,646,787-278-5859,open,small_green,Pharmacy
"18.44566200,-66.28960500",TWINS PHARMACY,CARR 696 KM 1 3 LOTE 21 BO HIGUILLAR,DORADO,PR,646,787-278-3300,open,small_green,Pharmacy
"18.43606000,-66.28195400",Verde Natura Pharmacy,425 Carr.693 Suite#2 Dorado Classic Court,Dorado,PR,646,787-278-0022,not participating,measle_white,Pharmacy
"18.43606000,-66.28195400",CVS Pharmacy #07977,1 Carr PR 696,Dorado,PR,646,787-278-2075,open,small_green,Pharmacy
"18.43606000,-66.28195400",FARMACIA ONE STOP PRESCRIPTION,CENTRO COMERCIAL DORADO DEL MAR CARR 693 KM 8,DORADO,PR,646,787-278-6010,open,small_green,Pharmacy
"18.43821100,-66.28235400",Farmacias Plaza Dorado,carr 695 km 1.4 Bo Higuillar,Dorado,PR,646,787-626-7700,open,small_green,Pharmacy
"18.43606000,-66.28195400",Walgreens,"CARR.PR 659 &693, KM. 1.5, DORAMAR SHOPPING PLAZA B-3 BO. MAGUAYO",Dorado,PR,646,787-278-5812,open,small_green,Pharmacy
"18.45933000,-66.26178700",Farmacia Marie Dorado,845 CARR 693 PLAZA DORADA SUITE 14,DORADO,PR,646,787-278-6300,not participating,measle_white,Pharmacy
"18.43606000,-66.28195400",OPTIMA PHARMACY,ST RD 2 KM 26.2 ESPINOSA,DORADO,PR,646,787-883-5959,unknown,small_yellow,Pharmacy
"18.35938100,-65.61136100",WALGREENS,Carr PR-3 KM 42.76 Centro Comercial Bonsai Plaza,Fajardo,PR,738,787-860-1603,open,small_green,Pharmacy
"18.35938100,-65.61136100",Farmacia Santa Isidra,CALLE UNION 1 ESQ SANTA ISIDRA,FAJARDO,PR,7384758,787-863-2070,open,small_green,Pharmacy
"18.35938100,-65.61136100",SUPER FARMACIA LIBERTAD,MUNOZ RIVEORA 206 THROUGH 208,FAJARDO,PR,738,787-863-0810,open,small_green,Pharmacy
"18.35938100,-65.61136100",FARMACIA DENIRKA,AVENUE GENERAL VALERO SUITE 305,FAJARDO,PR,7384844,787-863-7788,open,small_green,Pharmacy
"18.35938100,-65.61136100",FARMACIA MONTE BRISAS,URB. MONTE BRISAS I A 21CALLE J,FAJARDO,PR,7383349,787-863-4445,open,small_green,Pharmacy
"18.35938100,-65.61136100",KMART PHARMACY9394,"Carr. #3, Km. 46.0, Bo. Quebrada",FAJARDO,PR,738,787-863-3518,not participating,measle_white,Pharmacy
"18.35938100,-65.61136100",WALMART PHARMACY 10-1822,Carr #3 KM 43.3 Plaza Fajardo,FAJARDO,PR,738,787-801-0500,open,small_green,Pharmacy
"18.35938100,-65.61136100",One Stop Prescription Plaza Fajardo,Carr #3 Carr 940 Quebrada Fajardo,FAJARDO,PR,738,787-863-3080,open,small_green,Pharmacy
"18.35938100,-65.61136100",WALGREENS #12012,"Carr #3 KM 50 , Sector Plaza Del Pueblo Bo Quebrada Vuelta",FAJARDO,PR,738,787-863-1475,open,small_green,Pharmacy
"18.35938100,-65.61136100",CVS Pharmacy #07965,9 Calle Igualdad,Fajardo,PR,738,787-863-1880,open,small_green,Pharmacy
"18.35938100,-65.61136100",Farmacia San Miguel,Calle Dr. Lopez # 54,Fajardo,PR,738,787-863-1870,open,small_green,Pharmacy
"18.35938100,-65.61136100",AMISADAI PHARMACY,AVENIDA GARRIDO MORALES ESQUINA CALLE SAN RAFAEL #12,FAJARDO,PR,738,787-657-8577,not participating,measle_white,Pharmacy
"18.35938100,-65.61136100",To Go Pharmacy,Urb Baralt G-10 Local #2,Fajardo,PR,738,787-468-4850,not participating,measle_white,Pharmacy
"18.35938100,-65.61136100",FARMACIA REY #22,PLAZA CEIBA SHOPPING CENTER (MONTESOL) CARR.  3 KM. 49.70 LOCAL 100 BO. QUEBRADA VUELTAS,FAJARDO,PR,738,787-468-4800,not participating,measle_white,Pharmacy
"18.36012500,-66.56231100",Mi Farmacia,Calle Esquina Roberto Gonzalez #57,Florida,PR,650,787-822-2425,open,small_green,Pharmacy
"18.36012500,-66.56231100",SUPER FARMACIA PLAZA,7 MUNOZ RIVERA ST,FLORIDA,PR,6502033,787-822-2582,not participating,measle_white,Pharmacy
"18.36012500,-66.56231100",FARMACIA LA CARIDAD,CARR 140 KM 52 5,FLORIDA,PR,6509721,787-822-2749,open,small_green,Pharmacy
"18.36370900,-66.56778200",FLORIDA PRIMARY HEALTH CENTER,3 Calle Antonio Alcazar,FLORIDA,PR,650,787-822-2170,open,small_green,Pharmacy
"18.36348600,-66.56542000",FARMACIA CDT POLICLINICA FAMILIAR F,CALLE ARIZMENDI 72,FLORIDA,PR,650,787-822-1648,open,small_green,Pharmacy
"17.97081000,-66.90763000",FARMACIA QUESADA,"CALLE 25 DE JULIO 36, Esquina 13 de marzo",GUANICA,PR,653,787-821-3065,not participating,measle_white,Pharmacy
"17.97246800,-66.89866100",FARMACIA GUANIQUENA,20 Calle 65 Infanteria,GUANICA,PR,653,787-821-6323,unknown,small_yellow,Pharmacy
"17.97246800,-66.89866100",FARMACIA SUGGEILY,Bo. Belgica #47 \,"GUANICA""""""",PR,653,787-821-1105,open,small_green,Pharmacy
"17.96959400,-66.93975400",FARMACIA ENSENADA,CARR 3116 KM 1-5 BO ENSENADA,ENSENADA,PR,647,787-821-0555,open,small_green,Pharmacy
"17.97338200,-66.90743900",Farmacia Loryan,32 calle 25 de julio Esq. Buenaventura Qui̱ones,Guanica,PR,6530000,787-821-3131,open,small_green,Pharmacy
"17.97081000,-66.90763000",FARMACIA PROSALUD,CALLE 25 DE JULIO NUM 4 ESQ. CARR 116 KM 14.0 INT.,GUANICA,PR,653,787-821-1474,unknown,small_yellow,Pharmacy
"18.01882200,-66.79560300",SUPER FARMACIA RINA,CALLE MCARTHUR 1,GUAYAMA,PR,785,787-864-0855,not participating,measle_white,Pharmacy
"18.01072100,-66.13361300",FARMACIA SAN CARLOS inc,CALLE DUQUES 94 SUR,GUAYAMA,PR,784,787-864-2812,open,small_green,Pharmacy
"18.01072100,-66.13361300",FARMACIA PABON,89 Calle Calimano Norte,GUAYAMA,PR,784,787-864-5880,open,small_green,Pharmacy
"18.01072100,-66.13361300",FARMACIA MIR MAR,CALIMANO 44 NORTE Cecilia Dominguez # 1 Este,GUAYAMA,PR,784,787-864-1964,not participating,measle_white,Pharmacy
"18.01072100,-66.13361300",SUPER FARMACIA DERKES,CALLE DEREKES 28,GUAYAMA,PR,784,787-864-2112,not participating,measle_white,Pharmacy
"18.01072100,-66.13361300",WALMART PHARMACY 10-2072,AVE LOS VETERANOS,GUAYAMA,PR,784,787-866-2060,open,small_green,Pharmacy
"18.01072100,-66.13361300",WALGREENS,CARR 54 DESVIO SUR KM 2.6 CALLE PRINCIPAL,GUAYAMA,PR,784,787-864-5800,open,small_green,Pharmacy
"18.01072100,-66.13361300",FARMACIA M AND F,BO PUENTE JOBO CARR 3 KM149 9 BO PUENTE JOBOS,GUAYAMA,PR,784,787-864-8060,open,small_green,Pharmacy
"18.01072100,-66.13361300",farmacia express,carr. 3 km. 134.8 plaza guayama mall,guayama,PR,784,787-866-2222,open,small_green,Pharmacy
"18.01072100,-66.13361300",Allmed Pharmacy LLC,Street 54 Int 3 Commerce Plaza Suite 101 GB-H,Guayama,PR,784,787-686-6464,open,small_green,Pharmacy
"18.02328000,-66.78690900",FARMACIA BORIQUEN,CENTRO COMERCIAL SANTA ELENA 268 STE 6 LMR,GUAYANILLA,PR,656,787-835-5522,open,small_green,Pharmacy
"18.02208700,-66.79267600",FARMACIA LA VENTANA,CALLE LUIS M RIVERA 129,GUAYANILLA,PR,6560464,787-835-3525,open,small_green,Pharmacy
"18.02328000,-66.78690900",FARMACIA LEMAR 2,CALLE MUNOZ RIVERA ST 160,GUAYANILLA,PR,656,787-835-2370,unknown,small_yellow,Pharmacy
"18.02328000,-66.78690900",Farmacia Santoni,Carr 132 Km 4.3 Bo Macana,Guayanilla,PR,656,787-835-4561,open,small_green,Pharmacy
"18.38488300,-66.11699800",WALGREENS #55,AVE LOMAS VERDES KM 5.7,GUAYNABO,PR,969,787-287-0528,open,small_green,Pharmacy
"18.40199400,-66.09932300",WALGREENS #10160,SAN PATRICIO AVE AND ROOSEVELT AVE,GUAYNABO,PR,968,787-792-2144,open,small_green,Pharmacy
"18.37373500,-66.10516600",SUPER FARMACIA GARDENVILLE,50 Calle Brazil Ste 2 GARDENVILLE,GUAYNABO,PR,966,787-782-1180,open,small_green,Pharmacy
"18.36232200,-66.11372900",FARMACIA REY #18,5 HERMINIO DIAZ NAVARRO ST. GUAYNABO PUEBLO,GUAYNABO,PR,9695619,787-720-2626,open,small_green,Pharmacy
"18.35698200,-66.11038500",San Pedro Pharmacy Corp.,Calle Munoz Rivera 7,GUAYNABO,PR,969,787-720-2196,not participating,measle_white,Pharmacy
"18.39681500,-66.11488900",FIRST PHARMACY 6,Carr 2 Km 7.2 BO JUAN DOMINGO STE 1,GUAYNABO,PR,9661806,787-782-0728,open,small_green,Pharmacy
"18.35730400,-66.12317600",FARMACIA ALEJANDRO,142 Calle Carazo,GUAYNABO,PR,969,787-720-2934,open,small_green,Pharmacy
"18.39681500,-66.11488900",Farmacias Plaza #16,Garden Hills Plaza Local #1379,GUAYNABO,PR,966,787-620-9616,open,small_green,Pharmacy
"18.35914300,-66.11229500",FARMACIA ANAMALIS,Carazo ST  #65,GUAYNABO,PR,970,787-720-3387,open,small_green,Pharmacy
"18.36232200,-66.11372900",FARMACIA ALIMAR,#47 AVE ESMERALDA Urb.Munoz Rivera,GUAYNABO,PR,969,787-789-2683,open,small_green,Pharmacy
"18.37220800,-66.10381500",FARMACIA IVETTE,AVE ESMERALDA ESQ LOPATEGUI CENTRO COM PONCE DE LEON,GUAYNABO,PR,969,787-720-4035,open,small_green,Pharmacy
"18.36232200,-66.11372900",FARMACIA APOLO,"CENTRO COMERCIAL APOLO LOCAL 9, URB APOLO",GUAYNABO,PR,969,787-720-3685,open,small_green,Pharmacy
"18.40199400,-66.09932300",KMART PHARMACY4490,"Ave. San Patricio, San Patricio Plaza, Caparra Heights",Guaynabo,PR,969,787-792-7708,not participating,measle_white,Pharmacy
"18.36232200,-66.11372900",LUIS PHARMACY #7,Carretera 838 KM 1.8 PLAZA ALEJANDRINO,GUAYNABO,PR,969,787-720-5214,open,small_green,Pharmacy
"18.43780300,-66.11327600",WALGREENS #13,35 CALLE JUAN C BORBON STE 77,GUAYNABO,PR,969,787-287-3725,open,small_green,Pharmacy
"18.38131100,-66.11726500",FARMACIA PLAZA ALTA,AVE SANTA ANA 262 CENTRAL COMERCIAL PLAZA ALTA,GUAYNABO,PR,9693304,787-272-1205,not participating,measle_white,Pharmacy
"18.43402100,-66.11514900",WALGREENS #788,PR 24 AND PR 165,GUAYNBO CATANO,PR,965,787-782-1798,open,small_green,Pharmacy
"18.43582500,-66.11311800",KMART PHARMACY 7768,280 CALLE MARGINAL,GUAYNABO,PR,970,787-790-1400,open,small_green,Pharmacy
"18.36232200,-66.11372900",WALMART PHARMACY 10-3668,AVE LOS FILTROS Esq. Santa Ana Urb,GUAYNABO,PR,969,787-731-3776,not participating,measle_white,Pharmacy
"18.36232200,-66.11372900",FARMACIA REY #5,"Carr. 177, Ave. Los Filtros Santa Maria Shopping Center, Local A16",Guaynabo,PR,969,787-749-0438,not participating,measle_white,Pharmacy
"18.36232200,-66.11372900",Guaynabo City Pharmacy,140 Ave Las Cumbres # 199,Guaynabo,PR,9695523,787-790-4312,open,small_green,Pharmacy
"18.43375700,-66.11475200",WalMart Pharmacy 10-3671,Avenida FD Roosevelt,Guaynabo,PR,965,787-782-9425,not participating,measle_white,Pharmacy
"18.36232200,-66.11372900",Walgreens,184 Carretera 2 Villa Caparra,Guaynabo,PR,969,787-705-6204,open,small_green,Pharmacy
"18.39681500,-66.11488900",CVS Pharmacy,178 Carr 2,Guaynabo,PR,9661808,787-706-3600,open,small_green,Pharmacy
"18.35771800,-66.11081000",Farmacia Tu Receta,Carr. 169 Km. 7.2 #21 Local 1 Bo. Camarones,Guaynabo,PR,969,787-272-7788,open,small_green,Pharmacy
"18.40607700,-66.10122300",CVS Pharmacy #,C1 Calle Parkside 4,Guaynabo,PR,9683305,787-792-0780,open,small_green,Pharmacy
"18.38131100,-66.11726500",FARMACIA PLAZA 5,262 Santa Ana Avenue Plaza Alta Mall,BAYAMON,PR,969,787-620-9605,open,small_green,Pharmacy
"18.25909200,-65.97464100",FARMACIA DEL PUEBLO,CALLE SANTIAGO 61 N,GURABO,PR,7782426,787-737-8188,open,small_green,Pharmacy
"18.25909200,-65.97464100",FARMACIA DE TODOS INC,SAN JOSE ST 4 NORTH,GURABO,PR,778,787-737-3355,open,small_green,Pharmacy
"18.25909200,-65.97464100",FARMACIA RUIZ BELVIS DE GURABO,CARR 181 KM 23 2 bo celada,GURABO,PR,778,787-737-3550,not participating,measle_white,Pharmacy
"18.25909200,-65.97464100",Neomed Center - Gurabo Pharmacy,CARR 941 SALIDA BARRIO JAGUAS,GURABO,PR,778,787-737-4449,open,small_green,Pharmacy
"18.25909200,-65.97464100",FARMACIA REY #4,CALLE SANTIAGO 65 N,GURABO,PR,7782426,787-712-1780,open,small_green,Pharmacy
"18.25909200,-65.97464100",FARMACIA LISYAI,CARR 189 KM 6 4 MARINA SHOPPING CTR STE 10,GURABO,PR,778,787-737-1133,open,small_green,Pharmacy
"18.25909200,-65.97464100",Farmacia Navarro,Carr. #931 Km. 5.3 Praderas Shopping Center,Gurabo,PR,778,787-687-2566,open,small_green,Pharmacy
"18.25909200,-65.97464100",FARMACIA LISYAI II,Carr. 931 km 2.0 Barrio Navarro,Gurabo,PR,778,787-687-2584,open,small_green,Pharmacy
"18.25909200,-65.97464100",FARMACIA SAMARITANA II,RALPH'S PLAZA RD 189 SUITE 6,GURABO,PR,778,787-687-7997,open,small_green,Pharmacy
"18.25909200,-65.97464100",Walgreens,"CARR. PR 189 INT. PR 181, BO MAMEY",Gurabo,PR,7783090,787-712-0797,open,small_green,Pharmacy
"18.48139100,-66.80869600",Farmacia Garcia,121 Calle Vidal Felix,Hatillo,PR,659,787-898-3975,open,small_green,Pharmacy
"18.48139100,-66.80869600",FARMACIA SAN MARCOS,135 CALLE VIDAL FELIX,HATILLO,PR,6591817,787-820-4378,open,small_green,Pharmacy
"18.48139100,-66.80869600",WALGREENS,Carr 2 KM 81.7 Bp Carrizales,HATILLO,PR,659,787-880-0190,open,small_green,Pharmacy
"18.48139100,-66.80869600",FARMACIA LECHUGA,ROAD 130 KM 4 9,HATILLO,PR,659,787-898-5730,open,small_green,Pharmacy
"18.48741000,-66.82454500",FARMACIA SAN MIGUEL,AVE DR SUSONI 107 BAJOS,HATILLO,PR,659,787-898-5764,open,small_green,Pharmacy
"18.48139100,-66.80869600",FARMACIA CAMPO ALEGRE,CARR 130 KM 11.6 BO CAMPO ALEGRE,HATILLO,PR,659,787-898-8616,open,small_green,Pharmacy
"18.48139100,-66.80869600",FARMACIA SAN FELIPE,CARR 129 KM 15,HATILLO,PR,659,787-898-6378,open,small_green,Pharmacy
"18.48139100,-66.80869600",FARMACIA PAJUIL,CARR 490 KM 3 2 B CAMPO ALEGRE,HATILLO,PR,659,787-820-1972,open,small_green,Pharmacy
"18.48139100,-66.80869600",WALMART PHARMACY 10-1854,Carr #2  Km 84.7 Bo. Carrizales,HATILLO,PR,659,787-817-1070,open,small_green,Pharmacy
"18.48139100,-66.80869600",SUPER FARMACIA CORCOVADA,CARR 492 KM 2 3 BO CORCOVADA SECT LOS BARRETOS,HATILLO,PR,659,787-820-4747,open,small_green,Pharmacy
"18.48139100,-66.80869600",SAMS PHARMACY 10-6270,CARR 2 KM 84 2,HATILLO,PR,659,787-544-7265,open,small_green,Pharmacy
"18.48139100,-66.80869600",FARMACIA EL NORTE,CARR 2 KM 85.5 Barrio Carrizales,HATILLO,PR,659,787-262-4901,open,small_green,Pharmacy
"18.48139100,-66.80869600",Farmacia del Atlantico,Carr 493 Km 0.50 Bo Carrizalez,Hatillo,PR,659,787-880-7171,not participating,measle_white,Pharmacy
"18.48139100,-66.80869600",WALGREENS,"CARR. PR-2, KM. 87.7, INT. PR-130 BO. PUEBLO",HATILLO,PR,659,787-680-7852,open,small_green,Pharmacy
"18.14548600,-67.13532300",Farmacia Belmonte #2,"Edificio Plaza Monserrate (Local #6) Carretera 345, Km. 2.1",Hormigueros,PR,660,787-849-0749,open,small_green,Pharmacy
"18.14548600,-67.13532300",FARMACIA CONSTANCIA,CARR 2 KM 166.4 carr 2 km 166.4,HORMIGUEROS,PR,660,787-849-1714,open,small_green,Pharmacy
"18.14548600,-67.13532300",Farmacia Belmonte #4,"Carr. 3344, KM 0.1, Calle Fas Comercio Int. Hormigueros Plaza",Hormigueros,PR,660,787-849-4704,not participating,measle_white,Pharmacy
"18.14548600,-67.13532300",Farmacia La Nueva Monserrate,Hormigueros Twin Plaza carr 3344 km 0.7,Hormigueros,PR,660,787-849-2997,not participating,measle_white,Pharmacy
"18.13802900,-65.78849900",FARMACIA CENTRAL,NOYA Y HERNANDEZ 12 EAST,HUMACAO,PR,791,787-852-0520,open,small_green,Pharmacy
"18.15220200,-65.83189200",FARMACIA NUEVA,CALLE FONT MARTELO 54,HUMACAO,PR,791,787-852-0620,open,small_green,Pharmacy
"18.13802900,-65.78849900",FARMACIA RYDER MEML HOSP,AVE FONT MARTELO 355 BOX 859,HUMACAO,PR,792,787-852-0768,open,small_green,Pharmacy
"18.13802900,-65.78849900",FARMACIA MARISEL,CALLE NOYA Y HERNANDEZ #2,HUMACAO,PR,791,787-852-4180,open,small_green,Pharmacy
"18.14661900,-65.83213400",WALGREENS,Calle Cruz Ortiz Stella 121,HUMACAO,PR,791,787-285-0808,open,small_green,Pharmacy
"18.13802900,-65.78849900",Farmacia San Jose,Centro Comercial San Jose 11 375 Calle Dr Vidal Este,Humacao,PR,791,787-852-9494,open,small_green,Pharmacy
"18.13802900,-65.78849900",FARMACIA MARISEL,AVE FONT MARTELO #104 ESQ ANTONIO LOPEZ,HUMACAO,PR,791,787-850-9246,open,small_green,Pharmacy
"18.15834100,-65.82540600",Farmacia Candelero,CARR 3 KM 85 6 BO CANDELERO ARRIBA,HUMACAO,PR,791,787-850-7503,open,small_green,Pharmacy
"18.13802900,-65.78849900",Farmacia Rey #8,AVE FONT MARTELO 124-126,HUMACAO,PR,791,787-852-1818,open,small_green,Pharmacy
"18.13802900,-65.78849900",WALMART PHARMACY 10-2240,PLZ PAIMA REAL PR 3 KM 77 6,HUMACAO,PR,791,787-852-9620,open,small_green,Pharmacy
"18.15834100,-65.82540600",WALGREENS #906,CARR 3 EDF 473,SOUTH HUMACAO,PR,791,787-852-1330,open,small_green,Pharmacy
"18.15834100,-65.82540600",Farmacia One Stop Prescription Humacao,Carr #3 Km. 82.5 Humacao Shopping Plaza,HUMACAO,PR,791,787-852-3711,open,small_green,Pharmacy
